pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, 14.1, 2.0, None, None, 635.0, 7.0, None,2019-06-18 00:00:00, None,25
None, None, None, None, None, 13.2, 2.0, None, None, 635.0, 8.0, None,2019-06-18 01:00:00, None,25
None, None, None, None, None, 14.0, 1.0, None, None, 635.0, 7.0, None,2019-06-18 02:00:00, None,25
None, None, None, None, None, 12.0, 1.0, None, None, 635.0, 8.0, None,2019-06-18 03:00:00, None,25
None, None, None, None, None, 9.6, 1.0, None, None, 635.0, 7.0, None,2019-06-18 04:00:00, None,25
None, None, None, None, None, 9.3, 1.0, None, None, 635.0, 7.0, None,2019-06-18 05:00:00, None,25
None, None, None, None, None, 9.1, 1.0, None, None, 635.0, 7.0, None,2019-06-18 06:00:00, None,25
None, None, None, None, None, 8.8, 1.0, None, None, 635.0, 7.0, None,2019-06-18 07:00:00, None,25
None, None, None, None, None, 8.4, 0.0, None, None, 635.0, 7.0, None,2019-06-18 08:00:00, None,25
None, None, None, None, None, 8.3, 0.0, None, None, 636.0, 7.0, None,2019-06-18 09:00:00, None,25
None, None, None, None, None, 8.0, None, None, None, 636.0, 7.0, None,2019-06-18 10:00:00, None,25
None, None, None, None, None, 7.8, 0.0, None, None, 636.0, 6.0, None,2019-06-18 11:00:00, None,25
None, None, None, None, None, 7.5, None, None, None, 636.0, 6.0, None,2019-06-18 12:00:00, None,25
None, None, None, None, None, 7.3, None, None, None, 636.0, 6.0, None,2019-06-18 13:00:00, None,25
None, None, None, None, None, 7.1, 0.0, None, None, 635.0, 6.0, None,2019-06-18 14:00:00, None,25
None, None, None, None, None, 7.6, 0.0, None, None, 635.0, 6.0, None,2019-06-18 15:00:00, None,25
None, 0.0, None, None, None, 8.0, 0.0, None, None, 635.0, 5.0, None,2019-06-18 16:00:00, None,25
None, None, None, None, None, 8.7, 0.0, None, None, 635.0, 5.0, None,2019-06-18 17:00:00, None,25
None, None, None, None, None, 8.3, 1.0, None, None, 635.0, 5.0, None,2019-06-18 18:00:00, None,25
None, None, None, None, None, 9.7, 1.0, None, None, 635.0, 5.0, None,2019-06-18 19:00:00, None,25
None, None, None, None, None, 9.4, 0.0, None, None, 635.0, 6.0, None,2019-06-18 20:00:00, None,25
None, None, None, None, None, 7.9, 1.0, None, None, 635.0, 6.0, None,2019-06-18 21:00:00, None,25
None, None, None, None, None, 8.1, 2.0, None, None, 635.0, 6.0, None,2019-06-18 22:00:00, None,25
None, None, None, None, None, 8.5, 1.0, None, None, 635.0, 6.0, None,2019-06-18 23:00:00, None,25
None, None, None, None, None, 12.2, None, None, None, 635.0, 6.0, None,2019-06-19 00:00:00, None,25
None, None, None, None, None, 9.6, 1.0, None, None, 635.0, 6.0, None,2019-06-19 01:00:00, None,25
None, None, None, None, None, 10.3, 0.0, None, None, 635.0, 7.0, None,2019-06-19 02:00:00, None,25
None, None, None, None, None, 7.0, 1.0, None, None, 635.0, 7.0, None,2019-06-19 03:00:00, None,25
None, None, None, None, None, 5.9, 1.0, None, None, 635.0, 6.0, None,2019-06-19 04:00:00, None,25
None, None, None, None, None, 5.2, 1.0, None, None, 635.0, 6.0, None,2019-06-19 05:00:00, None,25
None, None, None, None, None, 5.1, None, None, None, 635.0, 6.0, None,2019-06-19 06:00:00, None,25
