WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
None, 12.1, 3.489, None,2018-06-11 00:00:00, 11.19,24
None, 11.2, 2.982, None,2018-06-11 01:00:00, 10.45,24
None, 10.5, 3.314, None,2018-06-11 02:00:00, 9.98,24
None, 10.0, 3.331, None,2018-06-11 03:00:00, 9.41,24
None, 9.4, 4.144, None,2018-06-11 04:00:00, 8.66,24
None, 8.7, 4.684, None,2018-06-11 05:00:00, 8.11,24
None, 8.1, 5.351, None,2018-06-11 06:00:00, 8.19,24
None, 8.2, 5.375, None,2018-06-11 07:00:00, 9.03,24
None, 9.0, 5.815, None,2018-06-11 08:00:00, 9.97,24
None, 10.0, 6.989, None,2018-06-11 09:00:00, 10.74,24
None, 10.7, 5.722, None,2018-06-11 10:00:00, 11.79,24
None, 11.8, 6.142, None,2018-06-11 11:00:00, 12.37,24
None, 12.4, 6.885, None,2018-06-11 12:00:00, 13.33,24
None, 13.3, 7.16, None,2018-06-11 13:00:00, 13.46,24
None, 13.5, 7.59, None,2018-06-11 14:00:00, 14.14,24
None, 14.1, 7.75, None,2018-06-11 15:00:00, 14.36,24
None, 14.4, 7.16, None,2018-06-11 16:00:00, 14.74,24
None, 14.7, 8.08, None,2018-06-11 17:00:00, 14.85,24
None, 14.9, 7.13, None,2018-06-11 18:00:00, 14.52,24
None, 14.5, 6.189, None,2018-06-11 19:00:00, 14.03,24
None, 14.0, 3.72, None,2018-06-11 20:00:00, 13.66,24
None, 13.7, 2.844, None,2018-06-11 21:00:00, 13.19,24
None, 13.2, 2.725, None,2018-06-11 22:00:00, 12.81,24
None, 12.8, 3.311, None,2018-06-11 23:00:00, 12.52,24
None, 12.5, 2.828, None,2018-06-12 00:00:00, 11.85,24
None, 11.9, 2.648, None,2018-06-12 01:00:00, 10.79,24
None, 10.8, 3.036, None,2018-06-12 02:00:00, 9.74,24
None, 9.7, 3.554, None,2018-06-12 03:00:00, 8.92,24
None, 8.9, 3.095, None,2018-06-12 04:00:00, 8.18,24
None, 8.2, 3.203, None,2018-06-12 05:00:00, 7.16,24
None, 7.2, 3.715, None,2018-06-12 06:00:00, 8.01,24
None, 8.0, 3.609, None,2018-06-12 07:00:00, 8.99,24
None, 9.0, 3.394, None,2018-06-12 08:00:00, 10.16,24
None, 10.2, 3.565, None,2018-06-12 09:00:00, 11.43,24
None, 11.4, 3.546, None,2018-06-12 10:00:00, 12.59,24
None, 12.6, 3.513, None,2018-06-12 11:00:00, 13.88,24
None, 13.9, 3.598, None,2018-06-12 12:00:00, 15.21,24
None, 15.2, 4.174, None,2018-06-12 13:00:00, 16.23,24
None, 16.2, 3.952, None,2018-06-12 14:00:00, 16.91,24
None, 16.9, 3.876, None,2018-06-12 15:00:00, 17.84,24
None, 17.8, 4.364, None,2018-06-12 16:00:00, 18.26,24
None, 18.3, 5.081, None,2018-06-12 17:00:00, 18.36,24
None, 18.4, 5.319, None,2018-06-12 18:00:00, 17.94,24
None, 17.9, 4.777, None,2018-06-12 19:00:00, 17.16,24
None, 17.2, 4.081, None,2018-06-12 20:00:00, 16.56,24
None, 16.6, 3.706, None,2018-06-12 21:00:00, 15.81,24
None, 15.8, 3.353, None,2018-06-12 22:00:00, 14.89,24
None, 14.9, 3.145, None,2018-06-12 23:00:00, 13.7,24
None, 13.7, 3.301, None,2018-06-13 00:00:00, 13.42,24
None, 13.4, 3.69, None,2018-06-13 01:00:00, 12.47,24
None, 12.5, 4.582, None,2018-06-13 02:00:00, 12.45,24
None, 12.5, 4.328, None,2018-06-13 03:00:00, 12.41,24
None, 12.4, 4.198, None,2018-06-13 04:00:00, 11.8,24
None, 11.8, 4.079, None,2018-06-13 05:00:00, 11.58,24
None, 11.6, 4.722, None,2018-06-13 06:00:00, 11.64,24
None, 11.6, 4.885, None,2018-06-13 07:00:00, 10.88,24
None, 10.9, 4.202, None,2018-06-13 08:00:00, 10.59,24
None, 10.6, 3.699, None,2018-06-13 09:00:00, 10.8,24
None, 10.8, 3.042, None,2018-06-13 10:00:00, 11.53,24
None, 11.5, 3.364, None,2018-06-13 11:00:00, 12.87,24
None, 12.9, 2.625, None,2018-06-13 12:00:00, 13.69,24
None, 13.7, 3.176, None,2018-06-13 13:00:00, 13.57,24
None, 13.6, 2.462, None,2018-06-13 14:00:00, 13.63,24
None, 13.6, 2.825, None,2018-06-13 15:00:00, 14.67,24
None, 14.7, 3.36, None,2018-06-13 16:00:00, 14.7,24
None, 14.7, 2.429, None,2018-06-13 17:00:00, 13.78,24
None, 13.8, 3.035, None,2018-06-13 18:00:00, 14.88,24
None, 14.9, 3.035, None,2018-06-13 19:00:00, 15.19,24
None, 15.2, 3.394, None,2018-06-13 20:00:00, 14.24,24
None, 14.2, 3.53, None,2018-06-13 21:00:00, 13.83,24
None, 13.8, 2.677, None,2018-06-13 22:00:00, 13.3,24
None, 13.3, 2.424, None,2018-06-13 23:00:00, 12.58,24
None, 12.6, 3.048, None,2018-06-14 00:00:00, 12.07,24
None, 12.1, 2.655, None,2018-06-14 01:00:00, 11.52,24
None, 11.5, 2.461, None,2018-06-14 02:00:00, 11.39,24
None, 11.4, 3.345, None,2018-06-14 03:00:00, 11.9,24
None, 11.9, 3.155, None,2018-06-14 04:00:00, 11.34,24
