station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
16.0, 15.0, 1.0, 2017-01-08 00:00:00, None
1.4, 1.4, 0.0, 2017-01-09 00:00:00, 0.0
20.6, 20.6, 0.0, 2017-01-17 00:00:00, 0.0
15.6, 15.6, 0.0, 2017-01-18 00:00:00, 0.0
2.4, 2.4, 0.0, 2017-01-19 00:00:00, 0.0
3.0, 0.0, 3.0, 2017-02-03 00:00:00, 3.0
12.6, 5.6, 7.0, 2017-02-05 00:00:00, 2.0
9.0, 0.0, 9.0, 2017-02-06 00:00:00, 0.0
37.4, 27.4, 10.0, 2017-02-08 00:00:00, None
30.2, 30.2, 0.0, 2017-02-09 00:00:00, 0.0
9.8, 9.8, 0.0, 2017-02-15 00:00:00, 0.0
4.4, 4.4, 0.0, 2017-02-18 00:00:00, 0.0
10.7, 4.7, 6.0, 2017-02-27 00:00:00, None
4.4, 4.4, 0.0, 2017-03-02 00:00:00, None
7.7, 7.7, 0.0, 2017-03-03 00:00:00, 0.0
4.3, 4.3, 0.0, 2017-03-05 00:00:00, 0.0
4.5, 4.5, 0.0, 2017-03-07 00:00:00, 0.0
6.4, 6.4, 0.0, 2017-03-08 00:00:00, 0.0
14.4, 14.4, 0.0, 2017-03-09 00:00:00, 0.0
7.6, 7.6, 0.0, 2017-03-11 00:00:00, None
10.0, 10.0, 0.0, 2017-03-13 00:00:00, 0.0
25.2, 25.2, 0.0, 2017-03-17 00:00:00, None
4.0, 4.0, 0.0, 2017-03-26 00:00:00, 0.0
18.0, 18.0, 0.0, 2017-03-28 00:00:00, 0.0
5.0, 5.0, 0.0, 2017-04-05 00:00:00, 0.0
11.6, 11.6, 0.0, 2017-04-06 00:00:00, 0.0
1.6, 1.6, 0.0, 2017-04-08 00:00:00, 0.0
13.0, 13.0, 0.0, 2017-04-12 00:00:00, 0.0
3.0, 3.0, 0.0, 2017-04-14 00:00:00, None
1.8, 1.8, 0.0, 2017-04-17 00:00:00, None
1.4, 1.4, 0.0, 2017-04-23 00:00:00, None
4.6, 4.6, 0.0, 2017-04-29 00:00:00, None
4.0, 4.0, 0.0, 2017-05-02 00:00:00, None
8.0, 8.0, 0.0, 2017-05-11 00:00:00, 0.0
15.0, 15.0, 0.0, 2017-05-12 00:00:00, 0.0
10.2, 10.2, 0.0, 2017-05-15 00:00:00, None
21.0, 21.0, 0.0, 2017-06-08 00:00:00, None
2.4, 2.4, 0.0, 2017-06-09 00:00:00, 0.0
1.4, 1.4, 0.0, 2017-09-17 00:00:00, None
3.6, 3.6, 0.0, 2017-09-19 00:00:00, 0.0
2.8, 2.8, 0.0, 2017-09-29 00:00:00, 0.0
0.6, 0.6, 0.0, 2017-09-30 00:00:00, 0.0
2.4, 2.4, 0.0, 2017-10-06 00:00:00, None
5.4, 5.4, 0.0, 2017-10-12 00:00:00, 0.0
48.4, 48.4, 0.0, 2017-10-18 00:00:00, 0.0
6.8, 6.8, 0.0, 2017-10-19 00:00:00, 0.0
5.0, 5.0, 0.0, 2017-10-20 00:00:00, 0.0
19.0, 19.0, 0.0, 2017-10-21 00:00:00, 0.0
14.0, 10.0, 4.0, 2017-11-02 00:00:00, 0.0
4.4, 4.4, 0.0, 2017-11-08 00:00:00, None
25.0, 25.0, 0.0, 2017-11-12 00:00:00, 0.0
6.2, 6.2, 0.0, 2017-11-13 00:00:00, 0.0
26.4, 26.4, 0.0, 2017-11-14 00:00:00, 0.0
25.8, 25.8, 0.0, 2017-11-19 00:00:00, 0.0
25.2, 25.2, 0.0, 2017-11-21 00:00:00, 0.0
11.6, 11.6, 0.0, 2017-11-22 00:00:00, 0.0
1.6, 1.6, 0.0, 2017-11-24 00:00:00, None
10.8, 10.8, 0.0, 2017-11-25 00:00:00, 0.0
1.8, 1.8, 0.0, 2017-11-26 00:00:00, 0.0
2.2, 2.2, 0.0, 2017-11-28 00:00:00, 0.0
8.6, 8.6, 0.0, 2017-11-30 00:00:00, 0.0
13.2, 13.2, 0.0, 2017-12-01 00:00:00, 0.0
3.2, 3.2, 0.0, 2017-12-17 00:00:00, 0.0
20.6, 18.6, 2.0, 2017-12-19 00:00:00, 1.0
8.0, 8.0, 0.0, 2017-12-20 00:00:00, 1.0
4.2, 4.2, 0.0, 2017-12-21 00:00:00, 0.0
3.6, 0.0, 3.6, 2017-12-24 00:00:00, None
12.8, 12.8, 0.0, 2017-12-28 00:00:00, 0.0
23.6, 23.6, 0.0, 2017-12-29 00:00:00, 0.0
