pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,13.37,53.38, None, None, None, None, None, None, None, None, None,4.0, 600.5, None, None, None,2016-09-02 00:00:00, None, None, None,36
None,10.45,82.2, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 01:00:00, None, None, None,36
None,9.56,88.5, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 02:00:00, None, None, None,36
None,8.89,91.2, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 03:00:00, None, None, None,36
None,8.8,91.8, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 04:00:00, None, None, None,36
None,8.67,92.5, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 05:00:00, None, None, None,36
None,8.23,92.2, None, None, None, None, None, None, None, None, None,7.0, 600.5, None, None, None,2016-09-02 06:00:00, None, None, None,36
None,8.47,93.1, None, None, None, None, None, None, None, None, None,7.0, 600.5, None, None, None,2016-09-02 07:00:00, None, None, None,36
None,9.88,90.0, None, None, None, None, None, None, None, None, None,8.0, 600.5, None, None, None,2016-09-02 08:00:00, None, None, None,36
None,10.97,72.98, None, None, None, None, None, None, None, None, None,6.0, 600.5, None, None, None,2016-09-02 09:00:00, None, None, None,36
None,13.64,57.14, None, None, None, None, None, None, None, None, None,5.0, 600.5, None, None, None,2016-09-02 10:00:00, None, None, None,36
None,14.64,48.0, None, None, None, None, None, None, None, None, None,4.0, 600.5, None, None, None,2016-09-02 11:00:00, None, None, None,36
None,11.23,68.65, None, None, None, None, None, None, None, None, None,6.0, 600.5, None, None, None,2016-09-02 12:00:00, None, None, None,36
None,9.51,83.9, None, None, None, None, None, None, None, None, None,7.0, 600.5, None, None, None,2016-09-02 13:00:00, None, None, None,36
None,15.11,45.1, None, None, None, None, None, None, None, None, None,3.0, 600.5, None, None, None,2016-09-02 14:00:00, None, None, None,36
None,14.78,42.76, None, None, None, None, None, None, None, None, None,2.0, 600.5, None, None, None,2016-09-02 15:00:00, None, None, None,36
None,13.94,47.05, None, None, None, None, None, None, None, None, None,3.0, 600.6, None, None, None,2016-09-02 16:00:00, None, None, None,36
