pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 2.304, 98.8, None, None, None, 0.244, 0.0, 8.44, 130.4, 2.0, 2.3, 1.6, 1.0, 2.0, 2.5, 99.0, None,2021-10-15 00:00:00, 2.0, 1.993,42
None, None, 2.776, 98.7, None, None, None, 0.822, 0.0, 10.5, 128.3, 2.0, 2.8, 1.6, 1.0, 2.0, 2.8, 99.0, None,2021-10-15 01:00:00, 2.0, 1.936,42
None, None, 2.673, 98.6, None, None, None, 0.557, 0.0, 9.18, 125.4, 2.0, 2.7, 1.6, 1.0, 2.0, 2.9, 99.0, None,2021-10-15 02:00:00, 2.0, 1.928,42
None, None, 2.527, 98.5, None, None, None, 0.232, 0.0, 8.3, 125.1, 2.0, 2.5, 1.6, 0.0, 2.0, 2.9, 99.0, None,2021-10-15 03:00:00, 2.0, 1.916,42
None, None, 2.761, 97.4, None, None, None, 0.689, 0.0, 12.12, 124.5, 2.0, 2.8, 1.6, 1.0, 2.0, 3.4, 97.0, None,2021-10-15 04:00:00, 2.0, 1.945,42
None, None, 2.832, 98.3, None, None, None, 0.203, 0.0, 10.73, 123.3, 3.0, 2.8, 1.6, 0.0, 3.0, 3.4, 98.0, None,2021-10-15 05:00:00, 2.0, 1.955,42
None, None, 2.856, 98.2, None, None, None, 0.514, 0.0, 10.54, 122.0, 3.0, 2.9, 1.6, 0.0, 3.0, 3.4, 98.0, None,2021-10-15 06:00:00, 2.0, 1.98,42
None, None, 2.908, 98.6, None, None, None, 0.276, 0.0, 14.32, 121.7, 3.0, 2.9, 2.7, 1.0, 3.0, 3.0, 99.0, None,2021-10-15 07:00:00, 2.0, 1.991,42
None, None, 2.948, 98.1, None, None, None, 0.696, 0.0, 14.23, 120.7, 3.0, 2.9, 2.7, 1.0, 3.0, 3.1, 98.0, None,2021-10-15 08:00:00, 2.0, 1.984,42
None, None, 3.526, 98.3, None, None, None, 1.593, 0.0, 11.69, 117.2, 3.0, 3.5, 2.7, 1.0, 3.0, 3.6, 98.0, None,2021-10-15 09:00:00, 2.0, 2.036,42
None, None, 4.028, 97.2, None, None, None, 2.929, 0.0, 11.06, 108.9, 4.0, 4.0, 2.7, 2.0, 4.0, 4.1, 97.0, None,2021-10-15 10:00:00, 2.0, 2.058,42
None, None, 4.546, 97.3, None, None, None, 1.669, 0.0, 6.177, 102.9, 4.0, 4.5, 2.7, 1.0, 4.0, 4.7, 97.0, None,2021-10-15 11:00:00, 2.0, 2.059,42
None, None, 5.066, 97.6, None, None, None, 1.1, 0.0, 10.38, 96.8, 5.0, 5.1, 2.7, 0.1, 5.0, 5.0, 98.0, None,2021-10-15 12:00:00, 2.0, 2.103,42
None, None, 5.537, 95.7, None, None, None, 2.05, 0.0, 11.65, 91.4, 5.0, 5.5, 2.7, 1.0, 5.0, 5.7, 96.0, None,2021-10-15 13:00:00, 2.0, 2.025,42
None, None, 6.21, 95.4, None, None, None, 3.503, 0.0, 11.58, 81.2, 6.0, 6.2, 2.7, 1.0, 6.0, 6.2, 95.0, None,2021-10-15 14:00:00, 2.0, 2.056,42
None, None, 5.612, 94.2, None, None, None, 0.304, 0.0, 10.92, 75.44, 5.0, 5.6, 2.7, 0.0, 5.0, 6.2, 94.0, None,2021-10-15 15:00:00, 2.0, 1.997,42
None, None, 5.313, 94.2, None, None, None, 0.745, 0.0, 12.18, 75.71, 4.0, 5.3, 2.7, -1.0, 4.0, 6.2, 94.0, None,2021-10-15 16:00:00, 2.0, 1.979,42
None, None, 4.72, 96.1, None, None, None, 2.688, 0.0, 12.05, 83.7, 5.0, 4.7, 2.7, -1.0, 5.0, 6.2, 96.0, None,2021-10-15 17:00:00, 2.0, 1.979,42
None, None, 4.376, 97.7, None, None, None, 2.121, 0.0, 10.03, 91.9, 4.0, 4.4, 2.7, 0.0, 4.0, 6.2, 98.0, None,2021-10-15 18:00:00, 2.0, 1.975,42
None, None, 4.212, 98.2, None, None, None, 0.812, 0.0, 3.266, 95.1, 4.0, 4.2, 4.2, -1.0, 4.0, 4.6, 98.0, None,2021-10-15 19:00:00, 2.0, 1.992,42
None, None, 4.173, 98.5, None, None, None, 0.295, 0.0, 1.124, 97.5, 5.0, 4.2, 4.1, 0.0, 5.0, 4.6, 99.0, None,2021-10-15 20:00:00, 2.0, 1.962,42
None, None, 4.218, 98.7, None, None, None, 0.337, 0.0, 4.425, 98.3, 4.0, 4.2, 4.0, 0.0, 4.0, 4.6, 99.0, None,2021-10-15 21:00:00, 2.0, 2.047,42
None, None, 4.134, 98.7, None, None, None, 0.196, 0.0, 6.746, 97.6, 4.0, 4.1, 4.0, 0.0, 4.0, 4.6, 99.0, None,2021-10-15 22:00:00, 2.0, 2.013,42
None, None, 3.995, 98.7, None, None, None, 0.453, 0.0, 7.072, 97.7, 4.0, 4.0, 3.9, 0.0, 4.0, 4.6, 99.0, None,2021-10-15 23:00:00, 2.0, 2.021,42
None, None, 3.94, 98.7, None, None, None, 0.398, 0.0, 8.47, 97.9, 4.0, 3.9, 3.9, 0.0, 4.0, 4.6, 99.0, None,2021-10-16 00:00:00, 2.0, 2.012,42
None, None, 4.019, 98.3, None, None, None, 0.13, 0.0, 4.637, 97.4, 4.0, 4.0, 3.9, -1.0, 4.0, 4.6, 98.0, None,2021-10-16 01:00:00, 2.0, 1.966,42
None, None, 3.796, 98.5, None, None, None, 0.598, 0.0, 3.45, 96.6, 3.0, 3.8, 3.7, 0.0, 3.0, 4.6, 99.0, None,2021-10-16 02:00:00, 2.0, 1.902,42
