RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
75.08, None, None, None, 8.26, 240.5, -3.0, 0.9, -3.0, None, None, None, None, 1.0, None, 1.268, None, None, 1.356, None, 1.4, 75.0, None, 22.18, None, 1.4, 0.0, 0.0,2021-10-15 00:00:00,42
75.85, None, None, None, 5.988, 236.0, -2.0, 0.9, -2.0, None, None, None, None, 1.0, None, 1.181, None, None, 1.76, None, 1.9, 76.0, None, 54.0, None, 1.8, 0.1, 0.0,2021-10-15 01:00:00,42
78.63, None, None, None, 6.089, 251.2, -2.0, 0.9, -2.0, None, None, None, None, 1.0, None, 1.246, None, None, 1.077, None, 1.9, 79.0, None, 35.04, None, 1.1, 0.1, 0.0,2021-10-15 02:00:00,42
83.1, None, None, None, 4.592, 243.8, -2.0, 0.6, -2.0, None, None, None, None, 1.0, None, 1.15, 1.0, None, 0.632, None, 1.9, 83.0, None, 36.43, None, 0.6, 0.1, 0.0,2021-10-15 03:00:00,42
76.24, None, None, None, 5.655, 239.9, -2.0, 0.4, -2.0, None, None, None, None, 1.0, None, 1.125, 0.8, None, 1.272, None, 1.9, 76.0, None, 40.66, None, 1.3, 0.0, 0.0,2021-10-15 04:00:00,42
73.03, None, None, None, 5.062, 261.0, -3.0, 0.4, -3.0, None, None, None, None, 1.0, None, 1.176, 0.8, None, 1.638, None, 1.9, 73.0, None, 55.58, None, 1.6, 0.0, 0.0,2021-10-15 05:00:00,42
83.1, None, None, None, 5.512, 245.5, -2.0, 0.0, -2.0, None, None, None, None, 1.0, None, 1.238, 0.8, None, -0.017, None, 1.9, 83.0, None, 46.28, None, 0.0, 0.1, 0.0,2021-10-15 06:00:00,42
77.1, None, None, None, 5.225, 232.8, -3.0, 0.0, -3.0, None, None, None, None, 1.0, None, 1.422, 0.8, None, 0.872, None, 1.8, 77.0, None, 57.35, None, 0.9, 0.0, 0.0,2021-10-15 07:00:00,42
92.0, None, None, None, 4.213, 223.1, -2.0, -0.6, -2.0, None, None, None, None, 1.0, None, 1.27, 0.8, None, -0.6, None, 1.8, 92.0, None, 53.93, None, -0.6, 0.0, 0.0,2021-10-15 08:00:00,42
90.7, None, None, None, 3.987, 188.7, -1.0, -0.6, -1.0, None, None, None, None, 1.0, None, 1.293, None, None, 0.017, None, 1.8, 91.0, None, 53.63, None, 0.0, -0.1, 0.0,2021-10-15 09:00:00,42
