CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
4.17,71.15,2021-10-15 00:00:00,0.0,42
4.288,70.42,2021-10-15 01:00:00,-1.0,42
4.218,72.88,2021-10-15 02:00:00,0.0,42
4.136,73.43,2021-10-15 03:00:00,0.0,42
3.782,75.5,2021-10-15 04:00:00,0.0,42
3.718,76.77,2021-10-15 05:00:00,0.0,42
3.967,76.44,2021-10-15 06:00:00,0.0,42
3.693,79.44,2021-10-15 07:00:00,0.0,42
4.078,78.63,2021-10-15 08:00:00,1.0,42
4.591,77.04,2021-10-15 09:00:00,1.0,42
5.7,72.46,2021-10-15 10:00:00,1.0,42
6.727,67.32,2021-10-15 11:00:00,1.0,42
7.048,66.72,2021-10-15 12:00:00,1.0,42
7.795,65.29,2021-10-15 13:00:00,2.0,42
9.26,60.26,2021-10-15 14:00:00,2.0,42
10.44,54.63,2021-10-15 15:00:00,2.0,42
10.38,55.98,2021-10-15 16:00:00,2.0,42
10.08,56.54,2021-10-15 17:00:00,2.0,42
9.65,58.14,2021-10-15 18:00:00,2.0,42
8.63,60.89,2021-10-15 19:00:00,1.0,42
7.945,64.18,2021-10-15 20:00:00,1.0,42
7.56,67.14,2021-10-15 21:00:00,2.0,42
7.359,68.58,2021-10-15 22:00:00,2.0,42
7.092,70.27,2021-10-15 23:00:00,2.0,42
7.13,71.06,2021-10-16 00:00:00,2.0,42
7.308,71.71,2021-10-16 01:00:00,3.0,42
7.091,73.37,2021-10-16 02:00:00,3.0,42
7.061,73.2,2021-10-16 03:00:00,2.0,42
7.35,70.66,2021-10-16 04:00:00,2.0,42
7.226,70.89,2021-10-16 05:00:00,2.0,42
7.178,72.0,2021-10-16 06:00:00,3.0,42
7.308,71.2,2021-10-16 07:00:00,3.0,42
7.358,74.73,2021-10-16 08:00:00,3.0,42
7.474,76.95,2021-10-16 09:00:00,4.0,42
8.49,72.8,2021-10-16 10:00:00,4.0,42
9.4,68.17,2021-10-16 11:00:00,4.0,42
10.48,64.84,2021-10-16 12:00:00,5.0,42
10.97,63.49,2021-10-16 13:00:00,4.0,42
11.67,61.78,2021-10-16 14:00:00,5.0,42
13.21,56.51,2021-10-16 15:00:00,5.0,42
13.12,59.52,2021-10-16 16:00:00,6.0,42
12.25,64.62,2021-10-16 17:00:00,6.0,42
12.0,66.56,2021-10-16 18:00:00,6.0,42
11.3,66.61,2021-10-16 19:00:00,5.0,42
7.777,89.3,2021-10-16 20:00:00,6.0,42
7.022,94.3,2021-10-16 21:00:00,6.0,42
6.706,96.4,2021-10-16 22:00:00,6.0,42
6.488,96.5,2021-10-16 23:00:00,6.0,42
6.404,96.8,2021-10-17 00:00:00,6.0,42
6.391,97.3,2021-10-17 01:00:00,6.0,42
6.494,97.5,2021-10-17 02:00:00,6.0,42
6.262,97.4,2021-10-17 03:00:00,6.0,42
6.134,97.5,2021-10-17 04:00:00,6.0,42
6.005,97.9,2021-10-17 05:00:00,6.0,42
5.929,98.0,2021-10-17 06:00:00,5.0,42
5.808,98.1,2021-10-17 07:00:00,6.0,42
5.746,98.1,2021-10-17 08:00:00,5.0,42
5.829,98.1,2021-10-17 09:00:00,5.0,42
6.545,97.5,2021-10-17 10:00:00,6.0,42
7.304,91.3,2021-10-17 11:00:00,6.0,42
8.69,84.3,2021-10-17 12:00:00,6.0,42
9.51,81.8,2021-10-17 13:00:00,6.0,42
10.26,72.11,2021-10-17 14:00:00,5.0,42
10.67,72.99,2021-10-17 15:00:00,6.0,42
6.726,89.2,2021-10-17 16:00:00,5.0,42
5.002,92.2,2021-10-17 17:00:00,4.0,42
4.069,93.9,2021-10-17 18:00:00,3.0,42
3.291,95.0,2021-10-17 19:00:00,3.0,42
2.896,94.7,2021-10-17 20:00:00,2.0,42
2.362,95.3,2021-10-17 21:00:00,2.0,42
1.963,95.6,2021-10-17 22:00:00,1.0,42
1.704,95.6,2021-10-17 23:00:00,1.0,42
1.256,95.9,2021-10-18 00:00:00,1.0,42
1.089,96.5,2021-10-18 01:00:00,0.0,42
0.834,96.0,2021-10-18 02:00:00,1.0,42
0.497,96.4,2021-10-18 03:00:00,0.0,42
0.672,96.4,2021-10-18 04:00:00,0.0,42
0.829,96.7,2021-10-18 05:00:00,0.0,42
0.813,96.3,2021-10-18 06:00:00,0.0,42
0.613,96.4,2021-10-18 07:00:00,0.0,42
0.587,96.4,2021-10-18 08:00:00,0.0,42
1.193,94.9,2021-10-18 09:00:00,1.0,42
1.039,92.5,2021-10-18 10:00:00,0.0,42
2.211,89.1,2021-10-18 11:00:00,1.0,42
2.5,87.8,2021-10-18 12:00:00,0.0,42
3.487,82.3,2021-10-18 13:00:00,1.0,42
4.902,78.6,2021-10-18 14:00:00,1.0,42
6.014,76.36,2021-10-18 15:00:00,2.0,42
7.802,65.84,2021-10-18 16:00:00,2.0,42
6.034,79.56,2021-10-18 17:00:00,3.0,42
3.426,91.3,2021-10-18 18:00:00,2.0,42
0.392,94.4,2021-10-18 19:00:00,-1.0,42
-1.121,95.0,2021-10-18 20:00:00,-2.0,42
-1.301,95.8,2021-10-18 21:00:00,-2.0,42
-0.971,97.9,2021-10-18 23:00:00,-1.0,42
-1.152,98.0,2021-10-19 00:00:00,-1.0,42
