pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
30.9, None, 5.674, None, None, None, None, 0.0, None, None, 5.7, 5.7, 5.9, None, None, 7.1, None, None,2021-10-15 00:00:00, 0.0, None, None,42
35.2, None, 5.292, None, None, None, None, 0.0, None, None, 5.3, 5.3, 4.3, None, None, 7.1, None, None,2021-10-15 01:00:00, 0.0, None, None,42
37.2, None, 4.852, None, None, None, None, 0.0, None, None, 4.9, 4.7, 2.0, None, None, 7.1, None, None,2021-10-15 02:00:00, 0.0, None, None,42
37.1, None, 4.746, None, None, None, None, 0.0, None, None, 4.7, 4.6, 0.3, None, None, 7.1, None, None,2021-10-15 03:00:00, 0.0, None, None,42
36.9, None, 4.897, None, None, None, None, 0.0, None, None, 4.9, 4.6, 0.0, None, None, 7.1, None, None,2021-10-15 04:00:00, 0.0, None, None,42
36.9, None, 4.698, None, None, None, None, 0.0, None, None, 4.7, 4.6, 0.2, None, None, 7.1, None, None,2021-10-15 05:00:00, 0.0, None, None,42
36.6, None, 4.745, None, None, None, None, 0.0, None, None, 4.7, 4.6, 0.0, None, None, 7.1, None, None,2021-10-15 06:00:00, 0.0, None, None,42
None, None, 4.649, None, None, None, None, 0.0, None, None, 4.6, 4.6, -0.2, None, None, 4.8, None, None,2021-10-15 07:00:00, 0.0, None, None,42
None, None, 4.582, None, None, None, None, 0.0, None, None, 4.6, 4.6, 0.0, None, None, 4.8, None, None,2021-10-15 08:00:00, 0.0, None, None,42
None, None, 4.925, None, None, None, None, 0.0, None, None, 4.9, 4.5, 0.0, None, None, 4.9, None, None,2021-10-15 09:00:00, 0.0, None, None,42
None, None, 5.631, None, None, None, None, 0.0, None, None, 5.6, 4.5, 0.1, None, None, 5.7, None, None,2021-10-15 10:00:00, 0.0, None, None,42
None, None, 6.248, None, None, None, None, 0.0, None, None, 6.2, 4.5, 0.2, None, None, 6.5, None, None,2021-10-15 11:00:00, 0.0, None, None,42
None, None, 6.878, None, None, None, None, 0.0, None, None, 6.9, 4.5, 0.3, None, None, 7.3, None, None,2021-10-15 12:00:00, 0.0, None, None,42
None, None, 7.11, None, None, None, None, 0.0, None, None, 7.1, 4.5, 0.3, None, None, 7.5, None, None,2021-10-15 13:00:00, 0.0, None, None,42
None, None, 7.55, None, None, None, None, 0.0, None, None, 7.6, 4.5, 0.0, None, None, 7.6, None, None,2021-10-15 14:00:00, 0.0, None, None,42
None, None, 7.54, None, None, None, None, 0.0, None, None, 7.5, 4.5, 0.0, None, None, 7.7, None, None,2021-10-15 15:00:00, 0.0, None, None,42
None, None, 7.55, None, None, None, None, 0.0, None, None, 7.6, 4.5, 0.0, None, None, 7.7, None, None,2021-10-15 16:00:00, 0.0, None, None,42
None, None, 7.22, None, None, None, None, 0.0, None, None, 7.2, 4.5, 0.0, None, None, 7.7, None, None,2021-10-15 17:00:00, 0.0, None, None,42
