air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-5.1,-5.9, None,-5.0,92.0,2021-10-15 00:00:00, None,-6.0,42
-5.3,-5.9, None,-4.9,96.0,2021-10-15 01:00:00, None,-6.0,42
-5.0,-5.9, None,-4.9,97.0,2021-10-15 02:00:00, None,-5.0,42
-4.3,-5.9, None,-4.3,90.0,2021-10-15 03:00:00, None,-6.0,42
-4.3,-5.9, None,-4.0,91.0,2021-10-15 04:00:00, None,-6.0,42
-4.3,-5.9, None,-3.9,98.0,2021-10-15 05:00:00, None,-4.0,42
-4.3,-5.9, None,-3.9,100.0,2021-10-15 06:00:00, None,-4.0,42
-4.1,-4.4, None,-4.0,100.0,2021-10-15 07:00:00, None,-4.0,42
-3.8,-4.4, None,-3.8,100.0,2021-10-15 08:00:00, None,-4.0,42
-3.3,-4.4, None,-3.3,100.0,2021-10-15 09:00:00, None,-3.0,42
-2.4,-4.4, None,-2.4,91.0,2021-10-15 10:00:00, None,-3.0,42
0.1,-4.4, None,0.6,76.0,2021-10-15 11:00:00, None,-3.0,42
0.0,-4.4, None,0.6,75.0,2021-10-15 12:00:00, None,-4.0,42
-0.6,-4.4, None,0.6,81.0,2021-10-15 13:00:00, None,-3.0,42
-0.6,-4.4, None,0.6,81.0,2021-10-15 14:00:00, None,-3.0,42
-1.2,-4.4, None,0.6,89.0,2021-10-15 15:00:00, None,-3.0,42
-2.1,-4.4, None,0.6,100.0,2021-10-15 16:00:00, None,-2.0,42
-2.0,-4.4, None,0.6,100.0,2021-10-15 17:00:00, None,-2.0,42
-2.4,-4.4, None,0.6,100.0,2021-10-15 18:00:00, None,-2.0,42
-2.4,-2.5, None,-2.2,100.0,2021-10-15 19:00:00, None,-3.0,42
-2.3,-2.5, None,-2.2,100.0,2021-10-15 20:00:00, None,-2.0,42
-2.2,-2.5, None,-2.1,100.0,2021-10-15 21:00:00, None,-2.0,42
-2.3,-2.5, None,-2.0,100.0,2021-10-15 22:00:00, None,-2.0,42
-2.2,-2.5, None,-2.0,100.0,2021-10-15 23:00:00, None,-2.0,42
-2.1,-2.5, None,-2.0,100.0,2021-10-16 00:00:00, None,-2.0,42
-2.0,-2.5, None,-2.0,100.0,2021-10-16 01:00:00, None,-2.0,42
-1.9,-2.5, None,-1.8,100.0,2021-10-16 02:00:00, None,-2.0,42
-1.8,-2.5, None,-1.6,100.0,2021-10-16 03:00:00, None,-2.0,42
-1.6,-2.5, None,-1.4,100.0,2021-10-16 04:00:00, None,-1.0,42
-1.5,-2.5, None,-1.4,100.0,2021-10-16 05:00:00, None,-1.0,42
-1.5,-2.5, None,-1.3,100.0,2021-10-16 06:00:00, None,-1.0,42
-1.6,-1.7, None,-1.4,100.0,2021-10-16 07:00:00, None,-2.0,42
-1.5,-1.7, None,-1.4,100.0,2021-10-16 08:00:00, None,-2.0,42
-1.4,-1.7, None,-1.4,100.0,2021-10-16 09:00:00, None,-1.0,42
-1.0,-1.7, None,-1.0,100.0,2021-10-16 10:00:00, None,-1.0,42
-0.3,-1.7, None,-0.3,100.0,2021-10-16 11:00:00, None,0.0,42
-0.1,-1.7, None,-0.1,100.0,2021-10-16 12:00:00, None,0.0,42
2.3,-1.7, None,2.5,100.0,2021-10-16 13:00:00, None,2.0,42
3.3,-1.7, None,3.3,99.0,2021-10-16 14:00:00, None,3.0,42
3.3,-1.7, None,4.1,92.0,2021-10-16 15:00:00, None,2.0,42
3.3,-1.7, None,4.1,87.0,2021-10-16 16:00:00, None,2.0,42
3.7,-1.7, None,4.7,77.0,2021-10-16 17:00:00, None,0.0,42
2.2,-1.7, None,4.7,84.0,2021-10-16 18:00:00, None,0.0,42
1.6,1.4, None,2.3,81.0,2021-10-16 19:00:00, None,-2.0,42
2.7,1.4, None,2.7,64.0,2021-10-16 20:00:00, None,-3.0,42
2.0,1.4, None,3.0,69.0,2021-10-16 21:00:00, None,-3.0,42
2.1,1.4, None,3.0,65.0,2021-10-16 22:00:00, None,-4.0,42
2.8,1.4, None,3.0,57.0,2021-10-16 23:00:00, None,-5.0,42
2.4,1.4, None,3.0,58.0,2021-10-17 00:00:00, None,-5.0,42
2.8,1.4, None,3.3,52.0,2021-10-17 01:00:00, None,-6.0,42
3.3,1.4, None,3.3,45.0,2021-10-17 02:00:00, None,-7.0,42
3.9,1.4, None,4.1,42.0,2021-10-17 03:00:00, None,-8.0,42
3.9,1.4, None,4.2,41.0,2021-10-17 04:00:00, None,-8.0,42
3.7,1.4, None,4.2,42.0,2021-10-17 05:00:00, None,-8.0,42
3.8,1.4, None,4.2,42.0,2021-10-17 06:00:00, None,-8.0,42
4.3,3.8, None,4.9,40.0,2021-10-17 07:00:00, None,-8.0,42
4.8,3.8, None,5.6,39.0,2021-10-17 08:00:00, None,-8.0,42
7.5,3.8, None,7.5,34.0,2021-10-17 09:00:00, None,-7.0,42
8.6,3.8, None,9.2,35.0,2021-10-17 10:00:00, None,-6.0,42
10.0,3.8, None,9.8,37.0,2021-10-17 11:00:00, None,-4.0,42
9.5,3.8, None,10.6,36.0,2021-10-17 12:00:00, None,-5.0,42
10.1,3.8, None,10.6,35.0,2021-10-17 13:00:00, None,-4.0,42
10.6,3.8, None,11.0,33.0,2021-10-17 14:00:00, None,-5.0,42
9.1,3.8, None,11.0,36.0,2021-10-17 15:00:00, None,-5.0,42
7.1,3.8, None,11.0,39.0,2021-10-17 16:00:00, None,-6.0,42
6.9,3.8, None,11.0,40.0,2021-10-17 17:00:00, None,-6.0,42
5.7,3.8, None,11.0,43.0,2021-10-17 18:00:00, None,-6.0,42
5.0,5.0, None,5.7,45.0,2021-10-17 19:00:00, None,-6.0,42
4.6,4.5, None,5.7,47.0,2021-10-17 20:00:00, None,-6.0,42
4.4,4.0, None,5.7,48.0,2021-10-17 21:00:00, None,-6.0,42
3.7,3.7, None,5.7,51.0,2021-10-17 22:00:00, None,-6.0,42
3.9,3.6, None,5.7,48.0,2021-10-17 23:00:00, None,-6.0,42
3.3,3.1, None,5.7,50.0,2021-10-18 00:00:00, None,-6.0,42
2.8,2.7, None,5.7,52.0,2021-10-18 01:00:00, None,-6.0,42
2.5,2.3, None,5.7,53.0,2021-10-18 02:00:00, None,-6.0,42
2.1,2.1, None,5.7,51.0,2021-10-18 03:00:00, None,-7.0,42
2.2,1.7, None,5.7,49.0,2021-10-18 04:00:00, None,-7.0,42
1.5,1.1, None,5.7,56.0,2021-10-18 05:00:00, None,-6.0,42
0.9,0.8, None,5.7,61.0,2021-10-18 06:00:00, None,-6.0,42
0.6,0.3, None,1.1,60.0,2021-10-18 07:00:00, None,-6.0,42
2.2,0.3, None,2.2,52.0,2021-10-18 08:00:00, None,-6.0,42
3.6,0.3, None,3.6,53.0,2021-10-18 09:00:00, None,-5.0,42
5.6,0.3, None,5.8,47.0,2021-10-18 10:00:00, None,-5.0,42
7.5,0.3, None,7.7,42.0,2021-10-18 11:00:00, None,-5.0,42
7.6,0.3, None,8.0,39.0,2021-10-18 12:00:00, None,-6.0,42
8.1,0.3, None,8.7,40.0,2021-10-18 13:00:00, None,-4.0,42
7.6,0.3, None,8.7,42.0,2021-10-18 14:00:00, None,-4.0,42
7.3,0.3, None,8.7,39.0,2021-10-18 15:00:00, None,-6.0,42
7.8,0.3, None,8.7,36.0,2021-10-18 16:00:00, None,-6.0,42
5.9,0.3, None,8.7,41.0,2021-10-18 17:00:00, None,-7.0,42
3.5,0.3, None,8.7,47.0,2021-10-18 18:00:00, None,-7.0,42
3.2,3.0, None,3.6,48.0,2021-10-18 19:00:00, None,-7.0,42
3.1,2.7, None,3.6,49.0,2021-10-18 20:00:00, None,-7.0,42
2.5,2.5, None,3.6,51.0,2021-10-18 21:00:00, None,-7.0,42
2.7,2.5, None,3.6,49.0,2021-10-18 22:00:00, None,-7.0,42
2.9,2.4, None,3.6,49.0,2021-10-18 23:00:00, None,-7.0,42
3.2,2.4, None,3.6,48.0,2021-10-19 00:00:00, None,-7.0,42
2.4,2.4, None,3.6,51.0,2021-10-19 01:00:00, None,-7.0,42
2.9,2.3, None,3.6,48.0,2021-10-19 02:00:00, None,-7.0,42
3.4,2.3, None,3.6,46.0,2021-10-19 03:00:00, None,-7.0,42
2.6,2.3, None,3.6,49.0,2021-10-19 04:00:00, None,-7.0,42
2.2,2.1, None,3.6,51.0,2021-10-19 05:00:00, None,-7.0,42
1.9,1.8, None,2.2,51.0,2021-10-19 07:00:00, None,-7.0,42
3.2,1.8, None,3.2,48.0,2021-10-19 08:00:00, None,-7.0,42
4.6,1.8, None,4.6,44.0,2021-10-19 09:00:00, None,-6.0,42
6.0,1.8, None,6.0,42.0,2021-10-19 10:00:00, None,-6.0,42
7.8,1.8, None,7.9,44.0,2021-10-19 11:00:00, None,-4.0,42
8.9,1.8, None,9.2,39.0,2021-10-19 12:00:00, None,-5.0,42
10.0,1.8, None,10.0,37.0,2021-10-19 13:00:00, None,-4.0,42
9.1,1.8, None,10.1,39.0,2021-10-19 14:00:00, None,-4.0,42
9.2,1.8, None,10.1,40.0,2021-10-19 15:00:00, None,-3.0,42
8.4,1.8, None,10.1,40.0,2021-10-19 16:00:00, None,-4.0,42
6.7,1.8, None,10.1,45.0,2021-10-19 17:00:00, None,-5.0,42
5.5,1.8, None,10.1,48.0,2021-10-19 18:00:00, None,-5.0,42
4.8,4.6, None,5.5,48.0,2021-10-19 19:00:00, None,-5.0,42
5.1,4.6, None,5.5,41.0,2021-10-19 20:00:00, None,-7.0,42
5.0,4.6, None,5.5,40.0,2021-10-19 21:00:00, None,-7.0,42
4.9,4.4, None,5.5,44.0,2021-10-19 22:00:00, None,-6.0,42
4.0,4.1, None,5.5,47.0,2021-10-19 23:00:00, None,-6.0,42
4.0,4.0, None,5.5,48.0,2021-10-20 00:00:00, None,-6.0,42
