air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,6999.0,-7999.0,14.1,0.0,2021-10-15 00:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 01:00:00,1010.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 02:00:00,1089.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 03:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 04:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 05:00:00,1010.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 06:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 07:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 08:00:00,964.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 09:00:00,1031.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 10:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 11:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 12:00:00,988.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 13:00:00,940.0,42
11.1,-5831.0,-7999.0,14.1,100.0,2021-10-15 14:00:00,11.0,42
11.1,-5831.0,-7999.0,14.1,100.0,2021-10-15 15:00:00,11.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 16:00:00,940.0,42
None,6999.0,-7999.0,14.1,0.0,2021-10-15 17:00:00,940.0,42
11.5,-4078.0,-7999.0,14.1,100.0,2021-10-15 18:00:00,11.0,42
11.5,-5247.0,-7999.0,11.6,100.0,2021-10-15 19:00:00,12.0,42
11.8,-5247.0,-7999.0,11.9,99.0,2021-10-15 20:00:00,11.0,42
11.5,-5247.0,-7999.0,11.9,100.0,2021-10-15 21:00:00,11.0,42
12.0,-5247.0,-7999.0,12.1,87.0,2021-10-15 22:00:00,10.0,42
12.0,-5247.0,-7999.0,12.1,86.0,2021-10-15 23:00:00,10.0,42
11.7,-5247.0,-7999.0,12.3,99.0,2021-10-16 00:00:00,11.0,42
None,6999.0,-7999.0,12.3,0.0,2021-10-16 01:00:00,940.0,42
None,6999.0,-7999.0,12.3,0.0,2021-10-16 02:00:00,940.0,42
10.8,-5247.0,-7999.0,12.3,100.0,2021-10-16 03:00:00,11.0,42
10.8,-4078.0,-7999.0,12.3,100.0,2021-10-16 04:00:00,11.0,42
11.3,-4078.0,-7999.0,12.3,100.0,2021-10-16 05:00:00,11.0,42
10.8,-5834.0,-7999.0,12.3,100.0,2021-10-16 06:00:00,11.0,42
None,6999.0,-7999.0,10.8,0.0,2021-10-16 07:00:00,1010.0,42
11.1,-1158.0,-7999.0,11.5,100.0,2021-10-16 08:00:00,11.0,42
None,6999.0,-7999.0,11.5,0.0,2021-10-16 09:00:00,1089.0,42
None,6999.0,-7999.0,11.5,0.0,2021-10-16 10:00:00,940.0,42
11.7,-5831.0,-7999.0,11.8,100.0,2021-10-16 11:00:00,12.0,42
None,6999.0,-7999.0,12.0,0.0,2021-10-16 12:00:00,1031.0,42
13.2,-6415.0,-7999.0,13.3,98.0,2021-10-16 13:00:00,13.0,42
13.2,-571.6,-7999.0,13.9,100.0,2021-10-16 14:00:00,13.0,42
14.8,-571.6,-7999.0,14.9,75.0,2021-10-16 15:00:00,11.0,42
15.0,-571.6,-7999.0,15.2,73.0,2021-10-16 16:00:00,10.0,42
15.1,-571.6,-7999.0,15.3,70.0,2021-10-16 17:00:00,10.0,42
14.8,-571.6,-7999.0,15.3,73.0,2021-10-16 18:00:00,10.0,42
14.2,13.2,-7999.0,15.2,80.0,2021-10-16 19:00:00,11.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-16 20:00:00,1031.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-16 21:00:00,1010.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-16 22:00:00,940.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-16 23:00:00,1010.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 00:00:00,1010.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 01:00:00,940.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 02:00:00,940.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 03:00:00,940.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 04:00:00,1031.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 05:00:00,1108.0,42
None,6999.0,-7999.0,15.2,0.0,2021-10-17 06:00:00,940.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 07:00:00,940.0,42
11.5,-4078.0,-7999.0,15.9,100.0,2021-10-17 08:00:00,11.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 09:00:00,1108.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 10:00:00,940.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 11:00:00,1010.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 12:00:00,940.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 13:00:00,940.0,42
11.2,-1158.0,-7999.0,15.9,100.0,2021-10-17 14:00:00,11.0,42
11.1,-1158.0,-7999.0,15.9,100.0,2021-10-17 15:00:00,11.0,42
10.2,-5831.0,-7999.0,15.9,100.0,2021-10-17 16:00:00,10.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 17:00:00,940.0,42
None,6999.0,-7999.0,15.9,0.0,2021-10-17 18:00:00,1031.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-17 19:00:00,940.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-17 20:00:00,940.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-17 21:00:00,988.0,42
8.7,-5247.0,-7999.0,15.8,100.0,2021-10-17 22:00:00,9.0,42
8.6,-5247.0,-7999.0,15.8,100.0,2021-10-17 23:00:00,8.0,42
-2911.0,6999.0,-7999.0,15.8,58.0,2021-10-18 00:00:00,8.0,42
8.3,-4079.0,-7999.0,15.8,100.0,2021-10-18 01:00:00,8.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-18 02:00:00,1010.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-18 03:00:00,940.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-18 04:00:00,964.0,42
None,6999.0,-7999.0,15.8,0.0,2021-10-18 05:00:00,940.0,42
8.3,7.6,-7999.0,15.8,100.0,2021-10-18 06:00:00,8.0,42
None,6999.0,-7999.0,8.6,0.0,2021-10-18 07:00:00,1010.0,42
8.4,-3496.0,-7999.0,8.6,100.0,2021-10-18 08:00:00,8.0,42
None,6999.0,-7999.0,8.6,0.0,2021-10-18 09:00:00,940.0,42
None,6999.0,-7999.0,8.6,0.0,2021-10-18 10:00:00,940.0,42
8.4,8.1,-7999.0,8.6,100.0,2021-10-18 11:00:00,9.0,42
8.6,8.1,-7999.0,8.6,100.0,2021-10-18 12:00:00,9.0,42
9.6,8.1,-7999.0,9.4,83.0,2021-10-18 13:00:00,7.0,42
12.3,8.1,-7999.0,12.0,66.0,2021-10-18 14:00:00,6.0,42
12.2,8.1,-7999.0,12.8,61.0,2021-10-18 15:00:00,5.0,42
11.1,8.1,-7999.0,12.8,70.0,2021-10-18 16:00:00,6.0,42
10.1,8.1,-7999.0,13.3,85.0,2021-10-18 17:00:00,8.0,42
9.4,8.1,-7999.0,13.3,85.0,2021-10-18 18:00:00,7.0,42
9.3,9.3,-7999.0,9.6,91.0,2021-10-18 19:00:00,8.0,42
9.3,9.1,-7999.0,9.6,84.0,2021-10-18 20:00:00,7.0,42
9.2,9.1,-7999.0,9.6,85.0,2021-10-18 21:00:00,7.0,42
9.1,8.9,-7999.0,9.6,86.0,2021-10-18 22:00:00,7.0,42
9.1,8.8,-7999.0,9.6,88.0,2021-10-18 23:00:00,7.0,42
8.4,8.5,-7999.0,9.6,100.0,2021-10-19 00:00:00,8.0,42
8.3,8.1,-7999.0,9.6,98.0,2021-10-19 01:00:00,8.0,42
8.4,7.9,-7999.0,9.6,95.0,2021-10-19 02:00:00,8.0,42
8.0,7.5,-7999.0,9.6,100.0,2021-10-19 03:00:00,8.0,42
7.9,7.5,-7999.0,9.6,100.0,2021-10-19 04:00:00,8.0,42
8.5,7.5,-7999.0,9.6,86.0,2021-10-19 05:00:00,7.0,42
8.4,7.9,-7999.0,8.7,83.0,2021-10-19 07:00:00,6.0,42
8.4,7.8,-7999.0,8.7,74.0,2021-10-19 08:00:00,4.0,42
8.4,7.8,-7999.0,9.1,73.0,2021-10-19 09:00:00,4.0,42
8.8,7.8,-7999.0,9.7,80.0,2021-10-19 10:00:00,6.0,42
9.4,7.8,-7999.0,9.9,77.0,2021-10-19 11:00:00,6.0,42
11.2,7.8,-7999.0,11.1,73.0,2021-10-19 12:00:00,6.0,42
12.0,7.8,-7999.0,11.9,65.0,2021-10-19 13:00:00,5.0,42
13.0,7.8,-7999.0,13.8,59.0,2021-10-19 14:00:00,5.0,42
14.5,7.8,-7999.0,14.5,56.0,2021-10-19 15:00:00,6.0,42
14.5,7.8,-7999.0,14.8,56.0,2021-10-19 16:00:00,6.0,42
14.2,7.8,-7999.0,14.8,57.0,2021-10-19 17:00:00,5.0,42
14.8,7.8,-7999.0,15.0,45.0,2021-10-19 18:00:00,4.0,42
12.6,12.6,-7999.0,15.2,63.0,2021-10-19 19:00:00,5.0,42
12.2,12.1,-7999.0,15.2,68.0,2021-10-19 20:00:00,7.0,42
12.0,11.5,-7999.0,15.2,66.0,2021-10-19 21:00:00,6.0,42
11.9,11.5,-7999.0,15.2,65.0,2021-10-19 22:00:00,6.0,42
12.1,11.5,-7999.0,15.2,63.0,2021-10-19 23:00:00,5.0,42
11.6,11.5,-7999.0,15.2,66.0,2021-10-20 00:00:00,5.0,42
10.9,10.9,-7999.0,15.2,74.0,2021-10-20 01:00:00,7.0,42
10.3,10.4,-7999.0,15.2,80.0,2021-10-20 02:00:00,7.0,42
10.2,10.0,-7999.0,15.2,80.0,2021-10-20 03:00:00,7.0,42
