CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 3.106, 96.9, None, None, None, 3.0, 32.62, 0.0, 0.985, 244.0, 3.0, 1.0, 3.1, 3.1, None, 244.0, 7.5, 97.0, None,2020-05-20 00:00:00, 231.0, 230.7,21
None, 3.262, 97.0, None, None, None, 4.4, 20.31, 1.0, 1.369, 236.9, 3.0, 1.4, 3.3, 3.0, None, 237.0, 7.5, 97.0, None,2020-05-20 01:00:00, 231.0, 231.3,21
None, 2.965, 97.1, None, None, None, 8.1, 18.61, -1.0, 1.858, 227.8, 3.0, 1.9, 3.0, 3.0, None, 228.0, 7.5, 97.0, None,2020-05-20 02:00:00, 231.0, 230.8,21
None, 2.983, 97.2, None, None, None, 3.9, 17.45, 0.0, 1.265, 234.4, 3.0, 1.3, 3.0, 2.9, None, 234.0, 7.5, 97.0, None,2020-05-20 03:00:00, 230.0, 230.3,21
None, 2.948, 97.2, None, None, None, 5.7, 9.14, 0.0, 1.78, 229.3, 3.0, 1.8, 2.9, 2.8, None, 229.0, 7.5, 97.0, None,2020-05-20 04:00:00, 230.0, 230.2,21
None, 2.767, 97.3, None, None, None, 3.5, 19.33, 0.0, 1.348, 241.8, 2.0, 1.3, 2.8, 2.8, None, 242.0, 7.5, 97.0, None,2020-05-20 05:00:00, 230.0, 229.8,21
None, 3.012, 97.3, None, None, None, 3.2, 17.72, 0.0, 1.298, 238.6, 3.0, 1.3, 3.0, 2.7, None, 239.0, 7.5, 97.0, None,2020-05-20 06:00:00, 230.0, 230.0,21
None, 3.264, 97.2, None, None, None, 5.2, 17.41, 0.0, 2.191, 230.5, 3.0, 2.2, 3.3, 2.8, None, 231.0, 3.4, 97.0, None,2020-05-20 07:00:00, 230.0, 230.1,21
None, 3.381, 97.2, None, None, None, 4.9, 15.22, 0.0, 2.405, 228.7, 3.0, 2.4, 3.4, 2.8, None, 229.0, 3.5, 97.0, None,2020-05-20 08:00:00, 230.0, 229.6,21
None, 3.354, 97.1, None, None, None, 9.5, 14.06, 0.0, 2.594, 227.8, 3.0, 2.6, 3.4, 2.8, None, 228.0, 3.5, 97.0, None,2020-05-20 09:00:00, 230.0, 229.8,21
None, 3.703, 96.8, None, None, None, 4.1, 20.47, 0.0, 0.947, 244.3, 3.0, 0.9, 3.7, 2.8, None, 244.0, 3.8, 97.0, None,2020-05-20 10:00:00, 230.0, 229.8,21
None, 4.648, 93.9, None, None, None, 7.9, 28.25, -2.0, 2.716, 234.0, 4.0, 2.7, 4.6, 2.8, None, 234.0, 4.7, 94.0, None,2020-05-20 11:00:00, 228.0, 228.2,21
None, 3.41, 93.8, None, None, None, 8.4, 16.34, 1.0, 3.542, 227.6, 2.0, 3.5, 3.4, 2.8, None, 228.0, 4.8, 94.0, None,2020-05-20 12:00:00, 228.0, 228.4,21
None, 3.149, 95.3, None, None, None, 11.7, 14.28, 0.0, 3.745, 224.1, 2.0, 3.7, 3.1, 2.8, None, 224.0, 4.8, 95.0, None,2020-05-20 13:00:00, 228.0, 228.3,21
None, 3.503, 93.2, None, None, None, 14.7, 17.82, -1.0, 3.775, 227.7, 3.0, 3.8, 3.5, 2.8, None, 228.0, 4.8, 93.0, None,2020-05-20 14:00:00, 228.0, 227.7,21
None, 4.871, 89.1, None, None, None, 7.3, 21.06, 0.0, 3.152, 231.7, 3.0, 3.2, 4.9, 2.8, None, 232.0, 5.8, 89.0, None,2020-05-20 15:00:00, 228.0, 227.7,21
None, 3.332, 94.1, None, None, None, 10.7, 18.33, 0.0, 4.346, 226.9, 2.0, 4.3, 3.3, 2.8, None, 227.0, 5.8, 94.0, None,2020-05-20 16:00:00, 227.0, 227.2,21
None, 2.978, 96.2, None, None, None, 15.5, 19.96, -1.0, 5.182, 228.7, 2.0, 5.2, 3.0, 2.8, None, 229.0, 5.8, 96.0, None,2020-05-20 17:00:00, 226.0, 226.2,21
None, 2.679, 96.5, None, None, None, 9.6, 18.49, -1.0, 4.335, 226.0, 2.0, 4.3, 2.7, 2.6, None, 226.0, 5.8, 97.0, None,2020-05-20 18:00:00, 226.0, 225.7,21
None, 2.373, 97.0, None, None, None, 15.0, 16.94, 2.0, 4.178, 226.1, 2.0, 4.2, 2.4, 2.2, None, 226.0, 2.7, 97.0, None,2020-05-20 19:00:00, 227.0, 227.1,21
None, 2.282, 97.2, None, None, None, 9.3, 20.88, 0.0, 3.479, 230.5, 2.0, 3.5, 2.3, 2.2, None, 231.0, 2.7, 97.0, None,2020-05-20 20:00:00, 227.0, 226.9,21
None, 2.195, 97.4, None, None, None, 13.7, 20.12, -1.0, 4.318, 229.6, 2.0, 4.3, 2.2, 2.1, None, 230.0, 2.7, 97.0, None,2020-05-20 21:00:00, 226.0, 226.3,21
