CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
3.089, 88.5, 5.9, 89.0, 30.1, 11.71, 18.0, 92.5, 18.03, 3.1, 2.9, 1.0, 93.0, 1.0,2020-05-20 00:00:00,21
3.105, 87.5, 5.9, 88.0, 21.5, 10.59, 15.6, 90.7, 15.58, 3.1, 2.9, 1.0, 91.0, 1.0,2020-05-20 01:00:00,21
3.119, 84.5, 5.9, 85.0, 22.2, 9.88, 17.4, 91.4, 17.42, 3.1, 2.9, 1.0, 91.0, 1.0,2020-05-20 02:00:00,21
3.376, 80.3, None, None, None, 11.49, None, 89.6, 20.43, None, None, 0.0, None, None,2020-05-20 03:00:00,21
3.149, 81.7, 5.9, 82.0, 30.8, 10.93, 22.9, 88.0, 22.86, 3.1, 2.9, 0.0, 88.0, 0.0,2020-05-20 04:00:00,21
3.176, 83.5, 5.9, 84.0, 30.1, 11.12, 20.4, 89.6, 20.36, 3.2, 2.9, 1.0, 90.0, 1.0,2020-05-20 05:00:00,21
2.943, 84.4, 5.9, 84.0, 28.7, 11.19, 20.0, 92.8, 20.0, 2.9, 2.7, 1.0, 93.0, 1.0,2020-05-20 06:00:00,21
3.606, 81.7, 3.6, 82.0, 25.8, 10.66, 19.4, 90.4, 19.43, 3.6, 2.9, 0.0, 90.0, 0.0,2020-05-20 07:00:00,21
3.857, 80.7, 4.1, 81.0, 24.4, 14.69, 16.1, 93.0, 16.13, 3.9, 2.9, 1.0, 93.0, 1.0,2020-05-20 08:00:00,21
4.459, 79.25, 4.6, 79.0, 17.4, 17.61, 11.0, 86.8, 11.0, 4.5, 2.9, 1.0, 87.0, 1.0,2020-05-20 09:00:00,21
3.886, 84.8, 4.7, 85.0, 19.8, 16.56, 10.9, 93.1, 10.9, 3.9, 2.9, 2.0, 93.0, 2.0,2020-05-20 10:00:00,21
4.446, 86.8, 4.7, 87.0, 12.0, 28.22, 6.1, 74.88, 6.054, 4.4, 2.9, 3.0, 75.0, 3.0,2020-05-20 11:00:00,21
3.528, 91.4, 4.7, 91.0, 13.4, 39.97, 4.2, 52.29, 4.248, 3.5, 2.9, 2.0, 52.0, 2.0,2020-05-20 12:00:00,21
2.915, 97.7, 4.7, 98.0, 16.2, 15.07, 9.3, 89.8, 9.32, 2.9, 2.8, 3.0, 90.0, 3.0,2020-05-20 13:00:00,21
2.547, 97.2, 4.7, 97.0, 16.8, 19.85, 8.6, 72.97, 8.59, 2.5, 2.4, 3.0, 73.0, 3.0,2020-05-20 14:00:00,21
2.419, 97.7, 4.7, 98.0, 12.4, 14.25, 8.0, 79.86, 8.04, 2.4, 2.2, 2.0, 80.0, 2.0,2020-05-20 15:00:00,21
2.878, 97.7, 4.7, 98.0, 15.1, 41.98, 6.5, 72.24, 6.52, 2.9, 2.2, 3.0, 72.0, 3.0,2020-05-20 16:00:00,21
2.445, 97.3, 4.7, 97.0, 4.2, 48.3, 1.6, 315.5, 1.588, 2.4, 2.2, 2.0, 316.0, 2.0,2020-05-20 17:00:00,21
2.054, 97.1, 4.7, 97.0, 7.6, 16.8, 3.8, 261.6, 3.823, 2.1, 2.0, 2.0, 262.0, 2.0,2020-05-20 18:00:00,21
1.709, 97.8, 2.2, 98.0, 20.1, 8.39, 8.6, 259.9, 8.59, 1.7, 1.6, 2.0, 260.0, 2.0,2020-05-20 19:00:00,21
1.478, 97.2, 2.2, 97.0, 21.2, 24.53, 11.1, 286.1, 11.11, 1.5, 1.5, 1.0, 286.0, 1.0,2020-05-20 20:00:00,21
2.683, 83.8, 2.7, 84.0, 14.2, 60.95, 6.3, 344.2, 6.256, 2.7, 1.5, 0.0, 344.0, 0.0,2020-05-20 21:00:00,21
