pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 6.495, 82.5, None, None, None, None, None, None, 4.0, 6.5, 6.4, 0.0, 4.0, None, 13.4, 83.0, None,2020-05-20 00:00:00, None, None, None,21
None, None, 5.944, 83.6, None, None, None, None, None, None, 3.0, 5.9, 5.9, 0.0, 3.0, None, 13.4, 84.0, None,2020-05-20 01:00:00, None, None, None,21
None, None, 5.996, 79.89, None, None, None, None, None, None, 3.0, 6.0, 5.7, 0.0, 3.0, None, 13.4, 80.0, None,2020-05-20 02:00:00, None, None, None,21
None, None, 5.538, 81.2, None, None, None, None, None, None, 3.0, 5.5, 5.6, 0.0, 3.0, None, 13.4, 81.0, None,2020-05-20 03:00:00, None, None, None,21
None, None, 4.924, 84.4, None, None, None, None, None, None, 3.0, 4.9, 4.9, 0.0, 3.0, None, 13.4, 84.0, None,2020-05-20 04:00:00, None, None, None,21
None, None, 5.138, 88.7, None, None, None, None, None, None, 3.0, 5.1, 4.9, 0.1, 3.0, None, 13.4, 89.0, None,2020-05-20 05:00:00, None, None, None,21
None, None, 5.09, 90.1, None, None, None, None, None, None, 4.0, 5.1, 4.9, 0.0, 4.0, None, 13.4, 90.0, None,2020-05-20 06:00:00, None, None, None,21
None, None, 5.706, 90.2, None, None, None, None, None, None, 4.0, 5.7, 5.1, 0.0, 4.0, None, 5.7, 90.0, None,2020-05-20 07:00:00, None, None, None,21
None, None, 6.042, 88.3, None, None, None, None, None, None, 4.0, 6.0, 5.1, 0.0, 4.0, None, 6.0, 88.0, None,2020-05-20 08:00:00, None, None, None,21
None, None, 6.63, 90.3, None, None, None, None, None, None, 5.0, 6.6, 5.1, 0.0, 5.0, None, 6.8, 90.0, None,2020-05-20 09:00:00, None, None, None,21
None, None, 7.939, 87.6, None, None, None, None, None, None, 6.0, 7.9, 5.1, 0.0, 6.0, None, 8.1, 88.0, None,2020-05-20 10:00:00, None, None, None,21
None, None, 10.77, 74.61, None, None, None, None, None, None, 7.0, 10.8, 5.1, 0.0, 7.0, None, 10.7, 75.0, None,2020-05-20 11:00:00, None, None, None,21
None, None, 12.95, 61.92, None, None, None, None, None, None, 6.0, 13.0, 5.1, -0.1, 6.0, None, 12.8, 62.0, None,2020-05-20 12:00:00, None, None, None,21
None, None, 11.03, 61.86, None, None, None, None, None, None, 4.0, 11.0, 5.1, 0.0, 4.0, None, 13.0, 62.0, None,2020-05-20 13:00:00, None, None, None,21
None, None, 9.5, 64.98, None, None, None, None, None, None, 3.0, 9.5, 5.1, 0.0, 3.0, None, 13.0, 65.0, None,2020-05-20 14:00:00, None, None, None,21
