TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
7.2, 3.504, 48.5,52.18,2019-03-19 00:00:00,6.323,12
6.3, 2.979, 52.2,52.24,2019-03-19 01:00:00,5.936,12
5.9, 2.76, 52.2,56.48,2019-03-19 02:00:00,5.017,12
5.0, 2.241, 56.5,58.96,2019-03-19 03:00:00,4.34,12
4.3, 2.286, 59.0,59.89,2019-03-19 04:00:00,4.022,12
4.0, 2.55, 59.9,67.82,2019-03-19 05:00:00,2.541,12
2.5, 1.767, 67.8,70.62,2019-03-19 06:00:00,1.794,12
1.8, 1.589, 70.6,75.29,2019-03-19 07:00:00,0.961,12
1.0, 2.038, 75.3,72.35,2019-03-19 08:00:00,1.662,12
1.7, 1.331, 72.4,65.82,2019-03-19 09:00:00,3.355,12
3.4, 0.86, 65.8,62.38,2019-03-19 10:00:00,5.447,12
5.4, 0.949, 62.4,58.2,2019-03-19 11:00:00,7.016,12
7.0, 1.305, 58.2,53.08,2019-03-19 12:00:00,8.57,12
8.6, 1.43, 53.1,46.7,2019-03-19 13:00:00,10.43,12
10.4, 2.638, 46.7,38.68,2019-03-19 14:00:00,11.93,12
11.9, 2.648, 38.7,39.17,2019-03-19 15:00:00,12.98,12
13.0, 2.173, 39.2,39.16,2019-03-19 16:00:00,13.6,12
13.6, 2.455, 39.2,39.85,2019-03-19 17:00:00,13.39,12
13.4, 2.651, 39.9,39.81,2019-03-19 18:00:00,12.23,12
12.2, 2.486, 39.8,41.43,2019-03-19 19:00:00,10.39,12
10.4, 2.435, 41.4,44.03,2019-03-19 20:00:00,9.02,12
9.0, 1.664, 44.0,47.3,2019-03-19 21:00:00,7.763,12
7.8, 0.599, 47.3,57.31,2019-03-19 22:00:00,5.555,12
5.6, 0.77, 57.3,60.91,2019-03-19 23:00:00,4.341,12
4.3, 0.68, 60.9,69.28,2019-03-20 00:00:00,2.748,12
2.7, 0.623, 69.3,71.02,2019-03-20 01:00:00,2.029,12
2.0, 0.25, 71.0,77.11,2019-03-20 02:00:00,1.136,12
1.1, 0.718, 77.1,82.2,2019-03-20 03:00:00,0.24,12
0.2, 0.723, 82.2,83.9,2019-03-20 04:00:00,-0.139,12
-0.1, 1.393, 83.9,83.9,2019-03-20 05:00:00,-0.127,12
-0.1, 1.312, 83.9,85.2,2019-03-20 06:00:00,-0.642,12
-0.6, 1.828, 85.2,82.1,2019-03-20 07:00:00,-0.542,12
-0.5, 2.033, 82.1,77.52,2019-03-20 08:00:00,0.284,12
