pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.0, 5.868, 59.47, 14.1, 59.0, -2.0, 5.9, 5.8, -2.0, 0.0, 0.0,2020-04-22 00:00:00, -6999.0,17
0.0, 4.588, 62.07, 14.1, 62.0, -2.0, 4.6, 4.5, -2.0, 0.0, 0.0,2020-04-22 01:00:00, -6999.0,17
None, 2.398, 70.73, None, None, None, None, None, -2.0, None, None,2020-04-22 02:00:00, None,17
None, 1.854, 72.41, 14.1, 72.0, -3.0, 1.9, 1.7, -3.0, 0.0, 0.0,2020-04-22 03:00:00, -6999.0,17
None, 2.271, 71.45, None, None, None, None, None, -3.0, None, None,2020-04-22 04:00:00, None,17
None, 2.307, 72.86, 14.1, 73.0, -2.0, 2.3, 1.7, -2.0, 0.0, 0.0,2020-04-22 05:00:00, -6999.0,17
None, 2.322, 74.26, 14.1, 74.0, -2.0, 2.3, 1.7, -2.0, 0.0, 0.0,2020-04-22 06:00:00, -6999.0,17
None, 3.783, 72.08, 3.8, 72.0, -1.0, 3.8, 2.0, -1.0, 0.0, 0.0,2020-04-22 07:00:00, -6999.0,17
None, 9.9, 43.21, None, None, None, None, None, -2.0, None, None,2020-04-22 08:00:00, None,17
None, 11.33, 39.34, 11.4, 39.0, -2.0, 11.3, 2.0, -2.0, 0.0, 0.0,2020-04-22 09:00:00, -6999.0,17
None, 11.89, 36.78, 12.3, 37.0, -2.0, 11.9, 2.0, -2.0, 0.0, 0.0,2020-04-22 10:00:00, -6999.0,17
None, 12.72, 34.22, 12.9, 34.0, -2.0, 12.7, 2.0, -2.0, 0.0, 0.0,2020-04-22 11:00:00, -6999.0,17
None, 12.92, 32.94, 13.1, 33.0, -3.0, 12.9, 2.0, -3.0, 0.0, 0.0,2020-04-22 12:00:00, -6999.0,17
None, 13.55, 30.75, 13.9, 31.0, -3.0, 13.6, 2.0, -3.0, 0.0, 0.0,2020-04-22 13:00:00, -6999.0,17
None, 14.32, 28.3, 15.6, 28.0, -4.0, 14.3, 2.0, -4.0, 0.0, 0.0,2020-04-22 14:00:00, -6999.0,17
None, 13.95, 28.24, 15.6, 28.0, -4.0, 14.0, 2.0, -4.0, 0.0, 0.0,2020-04-22 15:00:00, -6999.0,17
None, 13.87, 29.08, 15.6, 29.0, -4.0, 13.9, 2.0, -4.0, 0.0, 0.0,2020-04-22 16:00:00, -6999.0,17
None, 12.77, 34.48, 15.6, 34.0, -2.0, 12.8, 2.0, -2.0, 0.0, 0.0,2020-04-22 17:00:00, -6999.0,17
