pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 1.86, None,2020-04-22 00:00:00, 4.4, None, -6999.0, 1.9, 1.8, -0.1, 0.0, -6999.0, None, None, -1.0, -0.51,17
None, None, 1.931, None,2020-04-22 01:00:00, 4.4, None, -6999.0, 1.9, 1.8, 0.2, 0.0, -6999.0, None, None, 0.0, -0.351,17
None, None, 1.749, None,2020-04-22 02:00:00, 4.4, None, -6999.0, 1.7, 1.8, 0.0, 0.0, -6999.0, None, None, 0.0, -0.377,17
None, None, 1.55, None,2020-04-22 03:00:00, 4.4, None, -6999.0, 1.6, 1.5, 0.2, 0.0, -6999.0, None, None, 0.0, -0.356,17
None, None, 1.658, None,2020-04-22 04:00:00, 4.4, None, -6999.0, 1.7, 1.5, 0.2, 0.0, -6999.0, None, None, 0.0, -0.331,17
None, None, 2.025, None,2020-04-22 05:00:00, 4.4, None, -6999.0, 2.0, 1.5, 0.0, 1.0, -6999.0, None, None, 0.0, -0.01,17
None, None, 1.453, None,2020-04-22 06:00:00, 4.4, None, -6999.0, 1.5, 1.5, 0.0, -1.0, -6999.0, None, None, -1.0, -0.514,17
None, None, 1.868, None,2020-04-22 07:00:00, 1.9, None, -6999.0, 1.9, 1.4, 0.0, 1.0, -6999.0, None, None, 0.0, -0.191,17
None, None, 2.158, None,2020-04-22 08:00:00, 2.2, None, -6999.0, 2.2, 1.4, 0.0, 0.0, -6999.0, None, None, 0.0, -0.299,17
None, None, 2.914, None,2020-04-22 09:00:00, 2.9, None, -6999.0, 2.9, 1.4, 0.1, 0.0, -6999.0, None, None, 0.0, -0.273,17
