pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,-10.39,81.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None,2018-04-02 00:00:00, None, None, 216.5, None,14
None, None,-10.99,79.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None,2018-04-02 01:00:00, None, None, 218.8, None,14
None, None,-11.6,76.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None,2018-04-02 02:00:00, None, None, 220.7, None,14
None, None,-12.46,75.8, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None,2018-04-02 03:00:00, None, None, 220.0, None,14
None, None,-12.58,76.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None,2018-04-02 04:00:00, None, None, 220.2, None,14
None, None,-13.19,75.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, None,2018-04-02 05:00:00, None, None, 219.8, None,14
None, None,-14.52,67.02, None, None, None, None, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, None,2018-04-02 06:00:00, None, None, 219.2, None,14
None, None,-15.6,69.94, None, None, None, None, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, None,2018-04-02 07:00:00, None, None, 219.0, None,14
None, None,-15.68,72.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, None,2018-04-02 08:00:00, None, None, 218.6, None,14
None, None,-15.24,70.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, None,2018-04-02 09:00:00, None, None, 218.3, None,14
