pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0,10.7,10.68,63.82,0.0, None,15.0,64.0,10.7,2022-10-08 00:00:00, None,4.0,41
0.0,9.9,9.91,65.64,0.0, None,15.0,66.0,9.8,2022-10-08 01:00:00, None,4.0,41
0.0,10.0,10.02,65.22,0.0, None,15.0,65.0,9.6,2022-10-08 02:00:00, None,4.0,41
0.0,9.4,9.42,66.78,0.0, None,15.0,67.0,9.3,2022-10-08 03:00:00, None,4.0,41
0.0,9.1,9.06,66.37,0.0, None,15.0,66.0,8.9,2022-10-08 04:00:00, None,3.0,41
0.0,9.4,9.41,66.54,0.0, None,15.0,67.0,8.7,2022-10-08 05:00:00, None,3.0,41
0.0,9.6,9.57,63.98,0.0, None,15.0,64.0,8.7,2022-10-08 06:00:00, None,3.0,41
0.0,8.8,8.79,69.55,0.0, None,9.7,70.0,8.5,2022-10-08 07:00:00, None,4.0,41
0.0,9.9,9.94,67.95,0.0, None,9.9,68.0,8.5,2022-10-08 08:00:00, None,4.0,41
0.0,14.3,14.25,49.56,0.0, None,14.5,50.0,8.5,2022-10-08 09:00:00, None,4.0,41
0.0,14.0,14.04,51.42,0.0, None,14.8,51.0,8.5,2022-10-08 10:00:00, None,5.0,41
0.0,15.5,15.5,49.43,0.0, None,15.9,49.0,8.5,2022-10-08 11:00:00, None,5.0,41
0.0,16.4,16.38,50.19,0.0, None,16.7,50.0,8.5,2022-10-08 12:00:00, None,6.0,41
0.0,17.9,17.88,48.36,0.0, None,17.9,48.0,8.5,2022-10-08 13:00:00, None,7.0,41
0.0,18.6,18.64,47.06,0.0, None,19.0,47.0,8.5,2022-10-08 14:00:00, None,7.0,41
0.0,18.8,18.82,44.7,0.0, None,19.4,45.0,8.5,2022-10-08 15:00:00, None,7.0,41
0.0,18.9,18.89,44.76,0.0, None,19.4,45.0,8.5,2022-10-08 16:00:00, None,7.0,41
0.0,18.9,18.9,44.56,0.0, None,19.4,45.0,8.5,2022-10-08 17:00:00, None,7.0,41
0.0,15.4,15.4,50.62,0.0, None,19.4,51.0,8.5,2022-10-08 18:00:00, None,5.0,41
0.0,12.5,12.49,57.7,0.0, None,15.4,58.0,12.6,2022-10-08 19:00:00, None,4.0,41
0.0,12.0,12.02,59.67,0.0, None,15.4,60.0,12.0,2022-10-08 20:00:00, None,4.0,41
0.0,11.7,11.73,59.04,0.0, None,15.4,59.0,10.6,2022-10-08 21:00:00, None,4.0,41
0.0,10.3,10.33,64.09,0.0, None,15.4,64.0,9.9,2022-10-08 22:00:00, None,4.0,41
0.0,11.6,11.58,59.28,0.0, None,15.4,59.0,9.7,2022-10-08 23:00:00, None,4.0,41
0.0,10.2,10.15,62.88,0.0, None,15.4,63.0,9.7,2022-10-09 00:00:00, None,4.0,41
0.0,10.7,10.74,60.92,0.0, None,15.4,61.0,8.8,2022-10-09 01:00:00, None,4.0,41
0.0,10.2,10.2,62.53,0.0, None,15.4,63.0,8.8,2022-10-09 02:00:00, None,3.0,41
0.0,8.8,8.76,68.52,0.0, None,15.4,69.0,8.8,2022-10-09 03:00:00, None,3.0,41
0.0,9.2,9.18,65.86,0.0, None,15.4,66.0,8.5,2022-10-09 04:00:00, None,3.0,41
0.0,8.9,8.94,65.98,0.0, None,15.4,66.0,8.4,2022-10-09 05:00:00, None,3.0,41
0.0,8.6,8.63,66.26,0.0, None,15.4,66.0,7.8,2022-10-09 06:00:00, None,2.0,41
0.0,8.8,8.76,62.25,0.0, None,9.0,62.0,8.0,2022-10-09 07:00:00, None,2.0,41
0.0,9.1,9.1,62.55,0.0, None,9.8,63.0,7.7,2022-10-09 08:00:00, None,3.0,41
0.0,15.1,15.07,44.62,0.0, None,14.9,45.0,7.7,2022-10-09 09:00:00, None,3.0,41
0.0,16.3,16.32,43.03,0.0, None,16.4,43.0,7.7,2022-10-09 10:00:00, None,4.0,41
0.0,17.1,17.06,41.89,0.0, None,17.3,42.0,7.7,2022-10-09 11:00:00, None,4.0,41
0.0,18.0,18.03,37.33,0.0, None,18.3,37.0,7.7,2022-10-09 12:00:00, None,3.0,41
