wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
5.0,2020-10-07 00:00:00, 203.0, 107.0, 0.0, 0.0, 0.0, 0.0, 6.8, 0.0,41
7.6,2020-10-07 01:00:00, 194.0, 117.0, 0.0, 0.0, 0.0, 0.0, 4.7, 0.0,41
10.0,2020-10-07 02:00:00, 107.0, 128.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0,41
6.9,2020-10-07 03:00:00, 117.0, 124.0, 0.0, 0.0, 0.0, 0.0, 7.6, 0.0,41
8.9,2020-10-07 04:00:00, 128.0, 131.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0,41
11.6,2020-10-07 05:00:00, 124.0, 145.0, 0.0, 0.0, 0.0, 0.0, 6.9, 0.0,41
9.4,2020-10-07 06:00:00, 131.0, 138.0, 0.0, 0.0, 0.0, 0.0, 8.9, 0.0,41
11.1,2020-10-07 07:00:00, 145.0, 127.0, 0.0, 0.0, 0.0, 0.0, 11.6, 0.0,41
12.9,2020-10-07 08:00:00, 138.0, 112.0, 0.0, 0.0, 0.0, 0.0, 9.4, 0.0,41
18.2,2020-10-07 09:00:00, 127.0, 141.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0,41
18.5,2020-10-07 10:00:00, 112.0, 144.0, 0.0, 0.0, 0.0, 0.0, 12.9, 0.0,41
24.4,2020-10-07 11:00:00, 141.0, 152.0, 0.0, 0.0, 0.0, 0.0, 18.2, 0.0,41
20.5,2020-10-07 12:00:00, 144.0, 159.0, 0.0, 0.0, 0.0, 0.0, 18.5, 0.0,41
22.0,2020-10-07 13:00:00, 152.0, 150.0, 0.0, 0.0, 0.0, 0.0, 24.4, 0.0,41
23.0,2020-10-07 14:00:00, 159.0, 151.0, 0.0, 0.0, 0.0, 0.0, 20.5, 0.0,41
19.2,2020-10-07 15:00:00, 150.0, 151.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0,41
22.3,2020-10-07 16:00:00, 151.0, 153.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0,41
28.4,2020-10-07 17:00:00, 151.0, 142.0, 0.0, 0.0, 0.0, 0.0, 19.2, 0.0,41
31.0,2020-10-07 18:00:00, 153.0, 136.0, 0.0, 0.0, 0.0, 0.0, 22.3, 0.0,41
27.2,2020-10-07 19:00:00, 142.0, 142.0, 0.0, 0.0, 0.0, 0.0, 28.4, 0.0,41
26.7,2020-10-07 20:00:00, 136.0, 146.0, 0.0, 0.0, 0.0, 0.0, 31.0, 0.0,41
31.8,2020-10-07 21:00:00, 142.0, 151.0, 0.0, 0.0, 0.0, 0.0, 27.2, 0.0,41
38.1,2020-10-07 22:00:00, 146.0, 153.0, 0.0, 0.0, 0.0, 0.0, 26.7, 0.0,41
38.0,2020-10-07 23:00:00, None, 156.0, None, 0.0, None, None, None, 0.0,41
32.2,2020-10-08 00:00:00, 153.0, 165.0, 0.0, 0.0, 0.0, 0.0, 38.1, 0.0,41
30.2,2020-10-08 01:00:00, 156.0, 176.0, 0.0, 0.0, 0.0, 0.0, 38.0, 0.0,41
25.2,2020-10-08 02:00:00, 165.0, 173.0, 0.0, 0.0, 0.0, 0.0, 32.2, 0.0,41
25.4,2020-10-08 03:00:00, 176.0, 169.0, 0.0, 0.0, 0.0, 0.0, 30.2, 0.0,41
23.3,2020-10-08 04:00:00, 173.0, 171.0, 0.0, 0.0, 0.0, 0.0, 25.2, 0.0,41
24.4,2020-10-08 05:00:00, 169.0, 164.0, 0.0, 0.0, 0.0, 0.0, 25.4, 0.0,41
