SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,0.3, 0.0,0.0,4.2, None,2018-11-19 00:00:00,307.0,92.0,47
None,0.1, None,0.0,5.2, None,2018-11-19 00:15:00,330.0,93.0,47
None,0.1, None,0.0,4.5, None,2018-11-19 00:30:00,323.0,93.0,47
None,-0.1, None,0.0,5.5, None,2018-11-19 00:45:00,330.0,94.0,47
None,-0.2, 1.0,0.0,2.7, None,2018-11-19 01:00:00,351.0,95.0,47
None,-0.2, None,0.0,3.8, None,2018-11-19 01:15:00,359.0,94.0,47
None,-0.2, None,0.0,3.2, None,2018-11-19 01:30:00,1.0,94.0,47
None,-0.4, None,0.0,4.9, None,2018-11-19 01:45:00,32.0,95.0,47
None,-0.1, 0.0,0.0,5.6, None,2018-11-19 02:00:00,42.0,96.0,47
None,0.7, None,0.0,7.2, None,2018-11-19 02:15:00,39.0,91.0,47
None,1.1, None,0.0,6.5, None,2018-11-19 02:30:00,15.0,86.0,47
None,0.6, None,0.0,8.7, None,2018-11-19 02:45:00,346.0,88.0,47
None,0.2, 0.0,0.0,4.9, None,2018-11-19 03:00:00,12.0,89.0,47
None,0.1, None,0.0,4.1, None,2018-11-19 03:15:00,347.0,92.0,47
None,0.1, None,0.0,3.9, None,2018-11-19 03:30:00,337.0,90.0,47
None,0.2, None,0.0,7.2, None,2018-11-19 03:45:00,55.0,91.0,47
None,2.9, 0.0,0.0,8.4, None,2018-11-19 04:00:00,45.0,64.0,47
None,4.1, None,0.0,6.8, None,2018-11-19 04:15:00,34.0,68.0,47
None,1.8, None,0.0,8.0, None,2018-11-19 04:30:00,353.0,84.0,47
None,1.6, None,0.0,7.0, None,2018-11-19 04:45:00,358.0,80.0,47
None,1.3, 0.0,0.0,8.1, None,2018-11-19 05:00:00,338.0,84.0,47
None,1.1, None,0.0,6.4, None,2018-11-19 05:15:00,9.0,84.0,47
None,1.0, None,0.0,5.0, None,2018-11-19 05:30:00,345.0,88.0,47
None,0.5, None,0.0,4.0, None,2018-11-19 05:45:00,328.0,91.0,47
None,0.2, 0.0,0.0,6.5, None,2018-11-19 06:00:00,26.0,93.0,47
None,0.2, None,0.0,3.8, None,2018-11-19 06:15:00,354.0,91.0,47
None,0.1, None,0.0,4.5, None,2018-11-19 06:30:00,10.0,93.0,47
None,-0.1, None,0.0,4.6, None,2018-11-19 06:45:00,319.0,93.0,47
None,-0.3, 0.0,0.0,4.9, None,2018-11-19 07:00:00,299.0,94.0,47
None,-0.2, None,0.0,5.4, None,2018-11-19 07:15:00,317.0,95.0,47
None,-0.1, None,0.0,5.5, None,2018-11-19 07:30:00,320.0,95.0,47
None,0.0, None,0.0,6.3, None,2018-11-19 07:45:00,308.0,95.0,47
None,0.1, 0.0,0.0,6.3, None,2018-11-19 08:00:00,309.0,95.0,47
None,0.2, None,0.0,5.8, None,2018-11-19 08:15:00,305.0,96.0,47
None,0.5, None,0.0,5.6, None,2018-11-19 08:30:00,318.0,96.0,47
None,0.6, None,0.0,6.9, None,2018-11-19 08:45:00,347.0,95.0,47
None,0.7, 0.0,0.0,4.1, None,2018-11-19 09:00:00,338.0,95.0,47
None,1.4, None,0.0,7.2, None,2018-11-19 09:15:00,350.0,94.0,47
None,2.6, None,0.0,6.3, None,2018-11-19 09:30:00,358.0,87.0,47
None,3.1, None,0.0,4.9, None,2018-11-19 09:45:00,312.0,84.0,47
None,3.8, 0.0,0.0,4.9, None,2018-11-19 10:00:00,341.0,82.0,47
None,4.8, None,0.0,3.5, None,2018-11-19 10:15:00,315.0,73.0,47
None,5.6, None,0.0,4.8, None,2018-11-19 10:30:00,328.0,71.0,47
None,5.8, None,0.0,3.4, None,2018-11-19 10:45:00,339.0,69.0,47
None,6.3, 0.0,0.0,4.4, None,2018-11-19 11:00:00,340.0,59.0,47
None,7.3, None,0.0,3.3, None,2018-11-19 11:15:00,340.0,58.0,47
None,8.2, None,0.0,6.2, None,2018-11-19 11:30:00,26.0,51.0,47
None,8.4, None,0.0,5.0, None,2018-11-19 11:45:00,312.0,50.0,47
None,8.0, 1.0,0.0,5.2, None,2018-11-19 12:00:00,324.0,51.0,47
None,8.7, None,0.0,4.1, None,2018-11-19 12:15:00,313.0,49.0,47
None,9.1, None,0.0,3.1, None,2018-11-19 12:30:00,310.0,52.0,47
None,9.2, None,0.0,2.8, None,2018-11-19 12:45:00,118.0,46.0,47
None,8.9, 1.0,0.0,6.3, None,2018-11-19 13:00:00,117.0,47.0,47
None,8.8, None,0.0,6.9, None,2018-11-19 13:15:00,113.0,45.0,47
None,9.4, None,0.0,8.0, None,2018-11-19 13:30:00,76.0,45.0,47
None,9.3, None,0.0,6.5, None,2018-11-19 13:45:00,118.0,45.0,47
None,8.9, 0.0,0.0,3.6, None,2018-11-19 14:00:00,223.0,48.0,47
None,8.4, None,0.0,4.3, None,2018-11-19 14:15:00,317.0,49.0,47
None,8.3, None,0.0,2.8, None,2018-11-19 14:30:00,240.0,47.0,47
None,8.2, None,0.0,4.8, None,2018-11-19 14:45:00,0.0,49.0,47
None,7.6, 0.0,0.0,3.9, None,2018-11-19 15:00:00,134.0,51.0,47
None,7.5, None,0.0,4.4, None,2018-11-19 15:15:00,337.0,52.0,47
None,7.1, None,0.0,5.1, None,2018-11-19 15:30:00,19.0,54.0,47
None,7.0, None,0.0,4.7, None,2018-11-19 15:45:00,6.0,57.0,47
None,6.9, -1.0,0.0,5.3, None,2018-11-19 16:00:00,35.0,56.0,47
None,6.4, None,0.0,5.6, None,2018-11-19 16:15:00,328.0,61.0,47
None,5.5, None,0.0,4.5, None,2018-11-19 16:30:00,334.0,72.0,47
None,4.6, None,0.0,4.5, None,2018-11-19 16:45:00,321.0,78.0,47
None,3.9, 0.0,0.0,3.0, None,2018-11-19 17:00:00,285.0,80.0,47
None,3.4, None,0.0,3.7, None,2018-11-19 17:15:00,299.0,82.0,47
None,2.9, None,0.0,2.9, None,2018-11-19 17:30:00,311.0,84.0,47
None,3.0, None,0.0,6.1, None,2018-11-19 17:45:00,39.0,79.0,47
None,3.5, -1.0,0.0,3.9, None,2018-11-19 18:00:00,54.0,79.0,47
None,3.8, None,0.0,5.8, None,2018-11-19 18:15:00,51.0,75.0,47
None,3.6, None,0.0,4.0, None,2018-11-19 18:30:00,59.0,82.0,47
None,3.2, None,0.0,2.7, None,2018-11-19 18:45:00,18.0,84.0,47
None,2.8, 0.0,0.0,4.7, None,2018-11-19 19:00:00,67.0,85.0,47
None,2.8, None,0.0,3.9, None,2018-11-19 19:15:00,91.0,85.0,47
None,3.5, None,0.0,7.1, None,2018-11-19 19:30:00,86.0,80.0,47
None,2.9, None,0.0,2.6, None,2018-11-19 19:45:00,360.0,81.0,47
None,2.5, -1.0,0.0,4.6, None,2018-11-19 20:00:00,55.0,85.0,47
None,2.3, None,0.0,4.7, None,2018-11-19 20:15:00,17.0,87.0,47
None,2.3, None,0.0,5.3, None,2018-11-19 20:30:00,20.0,87.0,47
None,2.3, None,0.0,5.3, None,2018-11-19 20:45:00,10.0,86.0,47
None,2.2, 0.0,0.0,6.3, None,2018-11-19 21:00:00,9.0,88.0,47
