AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
8.8, 0.0,0.0, 2.1, 0.0,2020-04-15 00:00:00, 241.0, 1.5,68.0,16
8.4, None,0.0, 2.3, None,2020-04-15 00:15:00, 318.0, None,70.0,16
7.9, None,0.0, 7.4, None,2020-04-15 00:30:00, 68.0, None,75.0,16
7.2, None,0.0, 7.7, None,2020-04-15 00:45:00, 71.0, None,78.0,16
7.1, 0.0,0.0, 5.8, 0.0,2020-04-15 01:00:00, 34.0, 1.4,79.0,16
6.7, None,0.0, 2.9, None,2020-04-15 01:15:00, 35.0, None,80.0,16
6.6, None,0.0, 2.6, None,2020-04-15 01:30:00, 14.0, None,80.0,16
6.6, None,0.0, 3.7, None,2020-04-15 01:45:00, 9.0, None,78.0,16
6.6, 0.0,0.0, 5.6, 0.004,2020-04-15 02:00:00, 19.0, 1.5,79.0,16
6.5, None,0.0, 3.7, None,2020-04-15 02:15:00, 4.0, None,80.0,16
6.2, None,0.0, 5.0, None,2020-04-15 02:30:00, 41.0, None,80.0,16
6.3, None,0.0, 8.3, None,2020-04-15 02:45:00, 46.0, None,78.0,16
6.0, 1.0,0.0, 11.3, 0.002,2020-04-15 03:00:00, 63.0, 1.4,80.0,16
6.3, None,0.0, 12.4, None,2020-04-15 03:15:00, 52.0, None,78.0,16
6.6, None,0.0, 13.7, None,2020-04-15 03:30:00, 60.0, None,77.0,16
6.6, None,0.0, 10.8, None,2020-04-15 03:45:00, 47.0, None,79.0,16
6.5, -1.0,0.0, 9.1, 0.003,2020-04-15 04:00:00, 48.0, 1.0,81.0,16
6.3, None,0.0, 7.4, None,2020-04-15 04:15:00, 42.0, None,83.0,16
6.1, None,0.0, 9.5, None,2020-04-15 04:30:00, 19.0, None,88.0,16
5.7, None,0.0, 4.8, None,2020-04-15 04:45:00, 57.0, None,91.0,16
5.4, 1.0,0.0, 4.6, 0.001,2020-04-15 05:00:00, 90.0, 1.5,92.0,16
5.5, None,0.0, 5.7, None,2020-04-15 05:15:00, 24.0, None,94.0,16
5.4, None,0.0, 4.3, None,2020-04-15 05:30:00, 62.0, None,95.0,16
5.6, None,0.0, 5.9, None,2020-04-15 05:45:00, 83.0, None,95.0,16
5.8, 0.0,0.0, 6.2, 0.003,2020-04-15 06:00:00, 48.0, 1.0,94.0,16
6.1, None,0.0, 6.8, None,2020-04-15 06:15:00, 55.0, None,93.0,16
6.4, None,0.0, 6.1, None,2020-04-15 06:30:00, 60.0, None,92.0,16
6.4, None,0.0, 7.6, None,2020-04-15 06:45:00, 75.0, None,91.0,16
6.2, -1.0,0.0, 6.7, 0.003,2020-04-15 07:00:00, 66.0, 0.5,93.0,16
6.5, None,0.0, 9.8, None,2020-04-15 07:15:00, 53.0, None,91.0,16
6.6, None,0.0, 8.9, None,2020-04-15 07:30:00, 76.0, None,91.0,16
6.9, None,0.0, 8.8, None,2020-04-15 07:45:00, 56.0, None,89.0,16
6.8, 0.0,0.0, 11.7, 0.003,2020-04-15 08:00:00, 63.0, 0.0,90.0,16
6.9, None,0.0, 9.0, None,2020-04-15 08:15:00, 59.0, None,89.0,16
7.3, None,0.0, 6.6, None,2020-04-15 08:30:00, 65.0, None,88.0,16
8.1, None,0.0, 10.7, None,2020-04-15 08:45:00, 38.0, None,83.0,16
8.3, -1.0,0.0, 11.9, 0.004,2020-04-15 09:00:00, 28.0, 0.0,82.0,16
9.2, None,0.0, 11.5, None,2020-04-15 09:15:00, 36.0, None,76.0,16
10.7, None,0.0, 13.4, None,2020-04-15 09:30:00, 53.0, None,69.0,16
11.1, None,0.0, 11.1, None,2020-04-15 09:45:00, 52.0, None,66.0,16
11.8, 0.0,0.0, 12.1, 0.0,2020-04-15 10:00:00, 38.0, 0.0,60.0,16
11.9, None,0.0, 8.5, None,2020-04-15 10:15:00, 37.0, None,63.0,16
12.4, None,0.0, 10.5, None,2020-04-15 10:30:00, 35.0, None,60.0,16
12.4, None,0.0, 9.5, None,2020-04-15 10:45:00, 34.0, None,59.0,16
12.7, 0.0,0.0, 9.0, 0.008,2020-04-15 11:00:00, 36.0, 0.0,51.0,16
13.2, None,0.0, 8.9, None,2020-04-15 11:15:00, 27.0, None,48.0,16
13.5, None,0.0, 11.3, None,2020-04-15 11:30:00, 31.0, None,46.0,16
13.8, None,0.0, 10.8, None,2020-04-15 11:45:00, 30.0, None,43.0,16
14.3, -1.0,0.0, 10.1, 0.004,2020-04-15 12:00:00, 45.0, 0.0,40.0,16
14.3, None,0.0, 12.1, None,2020-04-15 12:15:00, 56.0, None,37.0,16
15.1, None,0.0, 10.7, None,2020-04-15 12:30:00, 34.0, None,36.0,16
15.0, None,0.0, 11.0, None,2020-04-15 12:45:00, 24.0, None,35.0,16
