IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2017-05-28,0.0,50.5692,-121.6796
2017-05-28,0.5,59.3066,-129.2836
2017-05-28,30.0,50.5961,-121.7907
2017-05-28,0.0,51.5904,-120.1175
2017-05-28,0.0,49.1253,-121.5828
2017-05-28,0.009,51.0978,-119.9901
2017-05-28,0.0,49.4667,-121.7651
2017-05-28,6.0,50.2565,-121.4093
2017-05-28,0.0,50.7196,-120.1402
2017-05-28,0.0,49.2488,-121.6029
2017-05-28,0.009,53.8037,-125.2859
2017-05-28,0.009,54.4936,-126.3505
2017-05-29,0.0,58.7155,-122.8039
2017-05-29,7.27,58.4639,-122.2199
2017-05-29,0.9,58.4114,-121.6927
2017-05-29,0.0,57.7709,-122.9296
2017-05-29,0.1,57.8461,-122.6749
2017-05-29,0.1,51.5046,-120.713
2017-05-29,13.6,59.2048,-122.5297
2017-05-29,0.15,51.0294,-118.2577
2017-05-29,5.63,59.2184,-122.5764
2017-05-29,0.05,58.3896,-121.8424
2017-05-29,0.009,58.5254,-122.9015
2017-05-29,0.5,58.6173,-122.9802
2017-05-29,0.02,58.393,-121.851
2017-05-29,0.009,58.6517,-122.8544
2017-05-29,0.009,59.1964,-122.5275
2017-05-29,1.8,59.247,-122.5051
2017-05-29,22.7,59.2892,-122.5003
2017-05-29,1.6,58.7287,-122.8438
2017-05-29,5.62,59.2989,-123.1419
2017-05-30,0.0,54.4807,-128.0461
2017-05-30,0.009,49.814,-121.4566
2017-05-30,0.009,54.7585,-127.2305
2017-05-30,0.07,54.2354,-126.9527
2017-05-30,0.0,55.1066,-125.7724
2017-05-30,0.009,54.2805,-121.996
2017-05-30,0.0,50.8112,-120.2295
2017-05-30,0.009,53.0266,-122.3099
2017-05-30,0.009,53.2292,-120.022
2017-05-30,0.009,49.9379,-120.7222
2017-05-30,15.0,58.4118,-124.0496
2017-05-30,2.5,54.2737,-126.2241
2017-05-30,0.009,50.7542,-120.6268
2017-05-30,0.0,54.8423,-126.3007
2017-05-31,0.0,48.867,-124.6675
2017-05-31,3.4,51.5614,-122.3315
2017-05-31,0.0,49.3353,-124.513
2017-05-31,0.009,54.8035,-127.2442
2017-05-31,132.2,53.1679,-123.0337
2017-05-31,0.4,53.7067,-124.3701
2017-05-31,0.009,54.8059,-127.2469
2017-05-31,0.009,52.3298,-125.1545
2017-06-01,0.83,50.1716,-115.8835
2017-06-01,0.009,52.9316,-122.5065
2017-06-01,63.7,54.1409,-123.3637
2017-06-01,0.009,56.2169,-121.4406
2017-06-01,0.009,53.7762,-123.2972
2017-06-01,0.002,49.921,-117.4093
2017-06-01,0.2,50.1396,-115.9649
2017-06-02,0.009,49.3543,-120.0856
2017-06-02,0.0,59.6658,-128.6208
2017-06-02,0.0,56.1805,-120.9285
2017-06-02,0.009,50.8166,-120.4555
2017-06-02,0.009,50.598,-120.036
2017-06-02,21.6,54.3943,-121.7265
2017-06-03,0.009,50.0835,-119.7921
2017-06-03,0.04,50.1639,-115.8066
2017-06-03,0.0,48.8256,-124.681
2017-06-03,0.002,49.6846,-115.6387
2017-06-03,0.009,56.752,-121.2757
2017-06-03,0.009,56.5658,-120.8665
