IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2017-09-17,0.0,49.1259,-121.5807
2017-09-17,0.0,49.5772,-122.4256
2017-09-17,0.009,49.4443,-124.7552
2017-09-18,0.1,49.867,-119.6935
2017-09-18,0.1,50.8856,-116.3123
2017-09-18,0.009,53.013,-122.4516
2017-09-18,0.0,49.2778,-124.4502
2017-09-18,0.009,49.8302,-119.6722
2017-09-19,0.0,55.9816,-120.6148
2017-09-19,0.1,53.0218,-122.4506
2017-09-19,0.009,54.5518,-121.3694
2017-09-19,0.0,50.1763,-119.4046
2017-09-20,0.009,50.4811,-121.7284
2017-09-20,0.0,49.6395,-121.0206
2017-09-20,0.09,49.7353,-118.236
2017-09-20,0.009,49.2676,-116.6475
2017-09-21,0.009,50.0582,-120.6595
2017-09-21,0.009,53.0404,-122.4093
2017-09-22,0.009,49.6072,-115.1185
2017-09-23,0.009,50.1248,-125.8333
2017-09-23,0.0,49.8384,-125.938
2017-09-23,0.009,49.7748,-115.1687
2017-09-23,0.009,50.3153,-126.0307
2017-09-23,0.009,50.5172,-127.7007
2017-09-23,0.1,49.2711,-117.7215
2017-09-23,0.009,50.1143,-115.9855
2017-09-23,0.009,50.2554,-116.1013
2017-09-23,0.009,50.8332,-121.6925
2017-09-23,0.009,49.332,-124.9154
2017-09-23,0.009,50.0769,-123.1678
