wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
287.0,99.0,4.1,0.0,8.7,2.4,8.8,8.2,229.0,0.0,18.2,99.0,2020-07-01 00:00:00,27,,,,,,,,,,,,,,,,
342.0,99.0,3.7,0.0,8.4,2.3,8.5,8.2,248.0,0.0,18.2,99.0,2020-07-01 01:00:00,27,,,,,,,,,,,,,,,,
323.0,99.0,2.4,0.0,8.1,2.6,8.2,8.1,287.0,0.0,18.2,99.0,2020-07-01 02:00:00,27,,,,,,,,,,,,,,,,
61.0,99.0,2.3,0.2,8.1,3.3,8.2,7.9,342.0,0.0,18.2,100.0,2020-07-01 03:00:00,27,,,,,,,,,,,,,,,,
265.0,99.0,2.6,1.2,8.0,3.4,8.1,7.9,323.0,0.0,18.2,99.0,2020-07-01 04:00:00,27,,,,,,,,,,,,,,,,
225.0,100.0,3.3,0.4,7.9,3.4,7.9,8.2,61.0,0.2,18.4,96.0,2020-07-01 05:00:00,27,,,,,,,,,,,,,,,,
219.0,99.0,3.4,0.2,7.8,3.9,7.9,8.3,265.0,1.2,19.6,95.0,2020-07-01 06:00:00,27,,,,,,,,,,,,,,,,
207.0,96.0,3.4,0.4,7.6,4.4,8.2,8.5,225.0,0.4,20.0,93.0,2020-07-01 07:00:00,27,,,,,,,,,,,,,,,,
195.0,95.0,3.9,0.8,7.5,5.1,8.3,8.3,219.0,0.2,19.2,97.0,2020-07-01 08:00:00,27,,,,,,,,,,,,,,,,
194.0,93.0,4.4,0.0,7.4,5.0,8.5,8.6,207.0,0.4,13.6,98.0,2020-07-01 09:00:00,27,,,,,,,,,,,,,,,,
174.0,97.0,5.1,0.2,7.9,5.4,8.3,8.6,195.0,0.8,10.4,98.0,2020-07-01 10:00:00,27,,,,,,,,,,,,,,,,
213.0,98.0,5.0,0.0,8.3,5.7,8.6,9.4,194.0,0.0,8.2,95.0,2020-07-01 11:00:00,27,,,,,,,,,,,,,,,,
180.0,98.0,5.4,0.4,8.3,5.4,8.6,8.6,174.0,0.2,8.4,98.0,2020-07-01 12:00:00,27,,,,,,,,,,,,,,,,
171.0,95.0,5.7,1.6,8.6,6.3,9.4,9.2,213.0,0.0,8.4,96.0,2020-07-01 13:00:00,27,,,,,,,,,,,,,,,,
188.0,98.0,5.4,0.6,8.3,7.4,8.6,8.8,180.0,0.4,8.8,97.0,2020-07-01 14:00:00,27,,,,,,,,,,,,,,,,
190.0,96.0,6.3,1.0,8.6,5.2,9.2,8.4,171.0,1.6,10.4,98.0,2020-07-01 15:00:00,27,,,,,,,,,,,,,,,,
183.0,97.0,7.4,0.8,8.4,10.5,8.8,8.0,188.0,0.6,8.6,99.0,2020-07-01 16:00:00,27,,,,,,,,,,,,,,,,
179.0,98.0,5.2,1.4,8.1,7.4,8.4,7.8,190.0,1.0,9.6,100.0,2020-07-01 17:00:00,27,,,,,,,,,,,,,,,,
222.0,99.0,10.5,1.8,7.9,6.9,8.0,7.2,183.0,0.8,10.4,100.0,2020-07-01 18:00:00,27,,,,,,,,,,,,,,,,
191.0,100.0,7.4,2.4,7.8,6.7,7.8,7.1,179.0,1.4,9.6,100.0,2020-07-01 19:00:00,27,,,,,,,,,,,,,,,,
181.0,100.0,6.9,4.0,7.2,7.6,7.2,6.8,222.0,1.8,11.4,100.0,2020-07-01 20:00:00,27,,,,,,,,,,,,,,,,
184.0,100.0,6.7,2.4,7.1,8.7,7.1,6.5,191.0,2.4,13.4,100.0,2020-07-01 21:00:00,27,,,,,,,,,,,,,,,,
184.0,100.0,7.6,2.0,6.8,11.0,6.8,6.4,181.0,4.0,17.4,100.0,2020-07-01 22:00:00,27,,,,,,,,,,,,,,,,
192.0,100.0,8.7,2.2,6.5,8.8,6.5,6.4,184.0,2.4,19.8,100.0,2020-07-01 23:00:00,27,,,,,,,,,,,,,,,,
192.0,100.0,11.0,1.4,6.4,13.1,6.4,6.4,184.0,2.0,21.8,100.0,2020-07-02 00:00:00,27,,,,,,,,,,,,,,,,
174.0,100.0,8.8,1.4,6.4,12.9,6.4,6.6,192.0,2.2,24.0,100.0,2020-07-02 01:00:00,27,,,,,,,,,,,,,,,,
182.0,100.0,13.1,1.8,6.4,11.3,6.4,6.6,192.0,1.4,25.4,100.0,2020-07-02 02:00:00,27,,,,,,,,,,,,,,,,
189.0,100.0,12.9,1.8,6.6,12.8,6.6,6.7,174.0,1.4,26.8,100.0,2020-07-02 03:00:00,27,,,,,,,,,,,,,,,,
174.0,100.0,11.3,1.2,6.6,13.4,6.6,6.9,182.0,1.8,28.6,100.0,2020-07-02 04:00:00,27,,,,,,,,,,,,,,,,
185.0,100.0,12.8,1.2,6.7,11.5,6.7,7.1,189.0,1.8,30.2,100.0,2020-07-02 05:00:00,27,,,,,,,,,,,,,,,,
170.0,100.0,13.4,0.4,6.9,9.6,6.9,7.3,174.0,1.2,30.2,100.0,2020-07-02 06:00:00,27,,,,,,,,,,,,,,,,
