pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -7.036, 94.1, None, None, None, None, None, -8.0, None, None,2020-02-12 00:00:00, None, 97.4,7
None, -8.83, 93.7, None, None, None, None, None, -9.0, None, None,2020-02-12 01:00:00, None, 97.4,7
None, -9.57, 94.3, None, None, None, None, None, -10.0, None, None,2020-02-12 02:00:00, None, 97.6,7
None, -9.76, 93.9, None, None, None, None, None, -10.0, None, None,2020-02-12 03:00:00, None, 97.5,7
None, -9.29, 93.2, None, None, None, None, None, -10.0, None, None,2020-02-12 04:00:00, None, 97.7,7
None, -9.9, 91.7, None, None, None, None, None, -11.0, None, None,2020-02-12 05:00:00, None, 98.4,7
None, -9.88, 89.0, None, None, None, None, None, -11.0, None, None,2020-02-12 06:00:00, None, None,7
None, -10.78, 89.9, None, None, None, None, None, -12.0, None, None,2020-02-12 07:00:00, None, 98.0,7
None, -10.69, 91.4, None, None, None, None, None, -12.0, None, None,2020-02-12 08:00:00, None, 98.5,7
None, -9.39, 91.9, None, None, None, None, None, -10.0, None, None,2020-02-12 09:00:00, None, 97.9,7
None, -6.125, 92.4, None, None, None, None, None, -7.0, None, None,2020-02-12 10:00:00, None, 97.5,7
None, -3.681, 91.7, None, None, None, None, None, -5.0, None, None,2020-02-12 11:00:00, None, 97.5,7
None, -1.703, 86.2, None, None, None, None, None, -4.0, None, None,2020-02-12 12:00:00, None, 97.0,7
None, -0.727, 81.7, None, None, None, None, None, -3.0, None, None,2020-02-12 13:00:00, None, 96.2,7
None, 0.067, 85.9, None, None, None, None, None, -2.0, None, None,2020-02-12 14:00:00, None, 95.9,7
None, -0.198, 88.2, None, None, None, None, None, -2.0, None, None,2020-02-12 15:00:00, None, 96.1,7
None, -0.62, 87.4, None, None, None, None, None, -2.0, None, None,2020-02-12 16:00:00, None, 96.6,7
None, -1.418, 90.4, None, None, None, None, None, -3.0, None, None,2020-02-12 17:00:00, None, 96.8,7
None, -2.006, 95.2, None, None, None, None, None, -2.0, None, None,2020-02-12 18:00:00, None, 96.5,7
None, -2.212, 96.1, None, None, None, None, None, -3.0, None, None,2020-02-12 19:00:00, None, 96.3,7
None, -2.434, 96.4, None, None, None, None, None, -3.0, None, None,2020-02-12 20:00:00, None, 96.6,7
None, -3.052, 96.3, None, None, None, None, None, -4.0, None, None,2020-02-12 21:00:00, None, 96.2,7
None, -3.448, 97.5, None, None, None, None, None, -4.0, None, None,2020-02-12 22:00:00, None, 96.2,7
None, -3.353, 96.4, None, None, None, None, None, -4.0, None, None,2020-02-12 23:00:00, None, 96.4,7
None, -3.479, 96.0, None, None, None, None, None, -4.0, None, None,2020-02-13 00:00:00, None, 96.5,7
None, -3.321, 92.6, None, None, None, None, None, -4.0, None, None,2020-02-13 01:00:00, None, 96.3,7
None, -2.592, 87.2, None, None, None, None, None, -4.0, None, None,2020-02-13 02:00:00, None, 95.9,7
None, -2.338, 84.5, None, None, None, None, None, -5.0, None, None,2020-02-13 03:00:00, None, 95.8,7
None, -1.578, 88.0, None, None, None, None, None, -3.0, None, None,2020-02-13 04:00:00, None, 95.7,7
None, -0.944, 92.8, None, None, None, None, None, -2.0, None, None,2020-02-13 05:00:00, None, 93.5,7
None, -1.308, 95.1, None, None, None, None, None, -2.0, None, None,2020-02-13 06:00:00, None, 97.1,7
None, -1.451, 95.7, None, None, None, None, None, -2.0, None, None,2020-02-13 07:00:00, None, 98.1,7
None, -1.514, 96.7, None, None, None, None, None, -2.0, None, None,2020-02-13 08:00:00, None, 100.8,7
None, -1.689, 96.6, None, None, None, None, None, -2.0, None, None,2020-02-13 09:00:00, None, 102.4,7
None, -1.53, 95.5, None, None, None, None, None, -2.0, None, None,2020-02-13 10:00:00, None, 102.8,7
None, -1.34, 92.5, None, None, None, None, None, -2.0, None, None,2020-02-13 11:00:00, None, 103.6,7
None, -1.282, 93.3, None, None, None, None, None, -2.0, None, None,2020-02-13 12:00:00, None, 104.7,7
None, -0.953, 91.8, None, None, None, None, None, -2.0, None, None,2020-02-13 13:00:00, None, 103.9,7
None, -2.709, 92.6, None, None, None, None, None, -4.0, None, None,2020-02-13 14:00:00, None, 105.6,7
None, -1.927, 83.0, None, None, None, None, None, -4.0, None, None,2020-02-13 15:00:00, None, 105.9,7
None, -2.372, 91.0, None, None, None, None, None, -3.0, None, None,2020-02-13 16:00:00, None, 105.8,7
None, -2.721, 95.0, None, None, None, None, None, -4.0, None, None,2020-02-13 17:00:00, None, 105.8,7
None, -4.303, 95.5, None, None, None, None, None, -5.0, None, None,2020-02-13 18:00:00, None, 105.9,7
None, -4.097, 95.4, None, None, None, None, None, -5.0, None, None,2020-02-13 19:00:00, None, 105.8,7
None, -4.383, 95.2, None, None, None, None, None, -5.0, None, None,2020-02-13 20:00:00, None, 106.0,7
None, -3.432, 92.2, None, None, None, None, None, -5.0, None, None,2020-02-13 21:00:00, None, 105.9,7
None, -3.606, 90.9, None, None, None, None, None, -5.0, None, None,2020-02-13 22:00:00, None, 105.0,7
None, -3.717, 93.7, None, None, None, None, None, -5.0, None, None,2020-02-13 23:00:00, None, 106.7,7
None, -4.129, 94.2, None, None, None, None, None, -5.0, None, None,2020-02-14 00:00:00, None, 106.0,7
None, -4.082, 91.3, None, None, None, None, None, -5.0, None, None,2020-02-14 01:00:00, None, 108.0,7
None, -4.414, 91.6, None, None, None, None, None, -6.0, None, None,2020-02-14 02:00:00, None, None,7
None, -4.525, 94.0, None, None, None, None, None, -5.0, None, None,2020-02-14 03:00:00, None, 109.3,7
None, -4.652, 93.3, None, None, None, None, None, -6.0, None, None,2020-02-14 04:00:00, None, 114.8,7
None, -4.54, 92.9, None, None, None, None, None, -5.0, None, None,2020-02-14 05:00:00, None, 113.8,7
None, -4.541, 94.5, None, None, None, None, None, -5.0, None, None,2020-02-14 06:00:00, None, 115.3,7
None, -4.525, 93.7, None, None, None, None, None, -5.0, None, None,2020-02-14 07:00:00, None, 115.1,7
None, -4.541, 94.1, None, None, None, None, None, -5.0, None, None,2020-02-14 08:00:00, None, 115.3,7
None, -3.622, 88.9, None, None, None, None, None, -5.0, None, None,2020-02-14 09:00:00, None, 114.5,7
None, -3.59, 89.7, None, None, None, None, None, -5.0, None, None,2020-02-14 10:00:00, None, 114.2,7
None, -3.194, 86.8, None, None, None, None, None, -5.0, None, None,2020-02-14 11:00:00, None, 114.9,7
None, -2.148, 82.7, None, None, None, None, None, -4.0, None, None,2020-02-14 12:00:00, None, 113.6,7
None, -2.786, 79.94, None, None, None, None, None, -6.0, None, None,2020-02-14 13:00:00, None, 112.7,7
None, -2.936, 84.5, None, None, None, None, None, -5.0, None, None,2020-02-14 14:00:00, None, 112.2,7
None, -2.81, 81.1, None, None, None, None, None, -5.0, None, None,2020-02-14 15:00:00, None, 112.6,7
None, -2.72, 81.3, None, None, None, None, None, -5.0, None, None,2020-02-14 16:00:00, None, 112.4,7
None, -4.288, 92.2, None, None, None, None, None, -5.0, None, None,2020-02-14 17:00:00, None, 112.3,7
None, -4.779, 93.4, None, None, None, None, None, -5.0, None, None,2020-02-14 18:00:00, None, 112.2,7
None, -5.016, 93.2, None, None, None, None, None, -6.0, None, None,2020-02-14 19:00:00, None, 112.2,7
None, -5.457, 93.6, None, None, None, None, None, -6.0, None, None,2020-02-14 20:00:00, None, 110.3,7
None, -6.174, 93.3, None, None, None, None, None, -7.0, None, None,2020-02-14 21:00:00, None, 110.4,7
None, -7.274, 93.4, None, None, None, None, None, -8.0, None, None,2020-02-14 22:00:00, None, 110.2,7
None, -7.828, 94.5, None, None, None, None, None, -8.0, None, None,2020-02-14 23:00:00, None, 110.1,7
None, -8.29, 93.3, None, None, None, None, None, -9.0, None, None,2020-02-15 00:00:00, None, 110.0,7
None, -7.05, 92.2, None, None, None, None, None, -8.0, None, None,2020-02-15 01:00:00, None, 109.8,7
None, -6.814, 93.3, None, None, None, None, None, -8.0, None, None,2020-02-15 02:00:00, None, 109.5,7
None, -5.673, 93.2, None, None, None, None, None, -6.0, None, None,2020-02-15 03:00:00, None, 109.7,7
None, -5.054, 93.2, None, None, None, None, None, -6.0, None, None,2020-02-15 04:00:00, None, 111.0,7
None, -4.846, 94.3, None, None, None, None, None, -6.0, None, None,2020-02-15 05:00:00, None, 112.8,7
None, -4.426, 94.6, None, None, None, None, None, -5.0, None, None,2020-02-15 06:00:00, None, 113.8,7
None, -4.287, 93.8, None, None, None, None, None, -5.0, None, None,2020-02-15 07:00:00, None, 115.0,7
None, -3.986, 90.6, None, None, None, None, None, -5.0, None, None,2020-02-15 08:00:00, None, 114.2,7
None, -3.416, 87.6, None, None, None, None, None, -5.0, None, None,2020-02-15 09:00:00, None, 115.2,7
None, -3.115, 84.3, None, None, None, None, None, -5.0, None, None,2020-02-15 10:00:00, None, 114.1,7
None, -1.756, 79.99, None, None, None, None, None, -4.0, None, None,2020-02-15 11:00:00, None, 114.7,7
None, -0.954, 79.53, None, None, None, None, None, -4.0, None, None,2020-02-15 12:00:00, None, 114.2,7
