pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 2.257, 95.7, 6.5, 96.0, 2.0, 2.3, 2.2, 998.8, 0.0, 2.0, 950.0, 0.0,2020-10-14 00:00:00, -6999.0, 950.0,42
None, 2.267, 95.9, 6.5, 96.0, 2.0, 2.3, 2.1, 999.8, 0.0, 2.0, 951.0, 0.0,2020-10-14 01:00:00, -6999.0, 951.0,42
None, 3.122, 94.7, 6.5, 95.0, 2.0, 3.1, 2.1, 1001.8, 0.0, 2.0, 953.0, 0.0,2020-10-14 02:00:00, -6999.0, 953.0,42
None, 2.414, 96.7, 6.5, 97.0, 2.0, 2.4, 2.1, 1002.9, 0.0, 2.0, 954.0, 0.0,2020-10-14 03:00:00, -6999.0, 954.0,42
None, 1.55, 97.3, 6.5, 97.0, 1.0, 1.6, 1.4, 1003.0, 0.0, 1.0, 954.0, 0.0,2020-10-14 04:00:00, -6999.0, 954.0,42
None, 0.312, 97.7, 6.5, 98.0, 0.0, 0.3, 0.4, 1005.1, 0.0, 0.0, 956.0, 0.0,2020-10-14 05:00:00, -6999.0, 956.0,42
None, -0.202, 98.4, 6.5, 98.0, 0.0, -0.2, -0.2, 1005.2, 0.0, 0.0, 956.0, 0.0,2020-10-14 06:00:00, -6999.0, 956.0,42
None, -0.412, 98.6, 0.0, 99.0, 0.0, -0.4, -0.4, 1006.4, 0.0, 0.0, 957.0, 0.0,2020-10-14 07:00:00, -6999.0, 957.0,42
None, -0.546, 98.8, 0.0, 99.0, 0.0, -0.5, -0.7, 1007.5, 0.0, 0.0, 958.0, 0.0,2020-10-14 08:00:00, -6999.0, 958.0,42
None, 0.128, 98.7, 0.1, 99.0, 0.0, 0.1, -0.9, 1007.5, 0.0, 0.0, 958.0, 0.0,2020-10-14 09:00:00, -6999.0, 958.0,42
None, 1.062, 98.4, 1.1, 98.0, 1.0, 1.1, -0.9, 1009.5, 0.0, 1.0, 960.0, 0.0,2020-10-14 10:00:00, -6999.0, 960.0,42
None, 1.683, 97.8, 1.6, 98.0, 2.0, 1.7, -0.9, 1010.6, 0.0, 2.0, 961.0, 0.0,2020-10-14 11:00:00, -6999.0, 961.0,42
None, 3.989, 90.4, 3.9, 90.0, 3.0, 4.0, -0.9, 1010.5, 0.0, 3.0, 961.0, 0.0,2020-10-14 12:00:00, -6999.0, 961.0,42
None, 5.716, 79.74, 5.7, 80.0, 3.0, 5.7, -0.9, 1011.4, 0.0, 3.0, 962.0, 0.0,2020-10-14 13:00:00, -6999.0, 962.0,42
None, 6.806, 77.11, 6.8, 77.0, 3.0, 6.8, -0.9, 1011.4, 0.0, 3.0, 962.0, 0.0,2020-10-14 14:00:00, -6999.0, 962.0,42
None, 9.57, 61.35, 9.4, 61.0, 3.0, 9.6, -0.9, 1011.3, 0.0, 3.0, 962.0, 0.0,2020-10-14 15:00:00, -6999.0, 962.0,42
None, 10.56, 45.7, 10.8, 46.0, -1.0, 10.6, -0.9, 1012.3, 0.0, -1.0, 963.0, 0.0,2020-10-14 16:00:00, -6999.0, 963.0,42
None, 10.02, 45.08, 10.8, 45.0, -2.0, 10.0, -0.9, 1012.4, 0.0, -2.0, 963.0, 0.0,2020-10-14 17:00:00, -6999.0, 963.0,42
None, 8.59, 51.16, 10.8, 51.0, -1.0, 8.6, -0.9, 1013.5, 0.0, -1.0, 964.0, 0.0,2020-10-14 18:00:00, -6999.0, 964.0,42
None, 5.437, 70.39, 8.9, 70.0, 0.0, 5.4, 5.5, 1013.7, 0.0, 0.0, 964.0, 0.0,2020-10-14 19:00:00, -6999.0, 964.0,42
None, 3.864, 79.81, 8.9, 80.0, 1.0, 3.9, 4.0, 1014.8, 0.0, 1.0, 965.0, 0.0,2020-10-14 20:00:00, -6999.0, 965.0,42
None, 3.125, 82.1, 8.9, 82.0, 0.0, 3.1, 3.1, 1015.9, 0.0, 0.0, 966.0, 0.0,2020-10-14 21:00:00, -6999.0, 966.0,42
None, 1.892, 89.5, 8.9, 90.0, 1.0, 1.9, 1.8, 1017.0, 0.0, 1.0, 967.0, 0.0,2020-10-14 22:00:00, -6999.0, 967.0,42
None, 0.829, 92.2, 8.9, 92.0, 0.0, 0.8, 0.8, 1017.0, 0.0, 0.0, 967.0, 0.0,2020-10-14 23:00:00, -6999.0, 967.0,42
None, 0.501, 92.9, None, None, None, None, None, None, None, -1.0, 968.0, None,2020-10-15 00:00:00, None, None,42
None, 0.018, 94.5, 8.9, 95.0, -1.0, 0.0, 0.0, 1018.9, 0.0, -1.0, 969.0, 0.0,2020-10-15 01:00:00, -6999.0, 969.0,42
None, -0.725, 95.4, 8.9, 95.0, -1.0, -0.7, -0.8, 1018.9, 0.0, -1.0, 969.0, 0.0,2020-10-15 02:00:00, -6999.0, 969.0,42
None, -1.086, 95.9, 8.9, 96.0, -2.0, -1.1, -1.1, 1019.8, 0.0, -2.0, 970.0, 0.0,2020-10-15 03:00:00, -6999.0, 970.0,42
None, -1.078, 96.0, 8.9, 96.0, -1.0, -1.1, -1.2, 1019.8, 0.0, -1.0, 970.0, 0.0,2020-10-15 04:00:00, -6999.0, 970.0,42
None, -1.074, 96.1, 8.9, 96.0, -2.0, -1.1, -1.2, 1019.8, 0.0, -2.0, 970.0, 0.0,2020-10-15 05:00:00, -6999.0, 970.0,42
None, -0.918, 96.0, 8.9, 96.0, -1.0, -0.9, -1.2, 1019.9, 0.0, -1.0, 970.0, 0.0,2020-10-15 06:00:00, -6999.0, 970.0,42
None, -0.842, 95.8, -0.7, 96.0, -2.0, -0.8, -1.0, 1020.0, 0.0, -2.0, 970.0, 0.0,2020-10-15 07:00:00, -6999.0, 970.0,42
None, -0.718, 96.0, -0.7, 96.0, -1.0, -0.7, -1.0, 1020.1, 0.0, -1.0, 970.0, 0.0,2020-10-15 08:00:00, -6999.0, 970.0,42
