time,tasmin,tasmax,pcp,week_of_year
2018-10-29,2.1,3.9,5.8,44
2018-10-30,0.6,4.6,9.8,44
2018-10-31,0.2,5.8,15.2,44
2018-11-01,0.3,1.7,31.8,44
2018-11-02,2.4,4.9,17.7,44
2018-11-03,2.0,5.2,27.9,44
2018-11-04,1.6,4.7,20.0,44
