RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, 0.1, 0.0, 8.37, -52.0, -4.5, None, None, 8.0, None, None, -6999.0, None, None, 0.6, None, -4.542, None, -3.9, -6999.0, None, 20.73, 0.0, -4.5, 0.0, -6999.0,2021-01-08 00:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 14.83, -52.0, -4.7, None, None, 15.0, None, None, -6999.0, None, None, 0.6, None, -4.718, None, -3.9, -6999.0, None, 15.45, 0.0, -4.7, 0.1, -6999.0,2021-01-08 01:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 10.6, -53.0, -4.9, None, None, 11.0, None, None, -6999.0, None, None, 0.6, None, -4.865, None, -3.9, -6999.0, None, 18.48, 0.0, -4.9, 0.0, -6999.0,2021-01-08 02:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 11.19, -53.0, -5.0, None, None, 11.0, None, None, -6999.0, None, None, 0.6, None, -5.03, None, -3.9, -6999.0, None, 17.71, 0.0, -5.0, 0.0, -6999.0,2021-01-08 03:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 17.18, -53.0, -5.1, None, None, 17.0, None, None, -6999.0, None, None, 0.6, None, -5.138, None, -3.9, -6999.0, None, 21.13, 0.0, -5.1, 0.0, -6999.0,2021-01-08 04:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 25.6, -53.0, -5.3, None, None, 26.0, None, None, -6999.0, None, None, 0.6, None, -5.305, None, -3.9, -6999.0, None, 19.38, 0.0, -5.3, 0.0, -6999.0,2021-01-08 05:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 9.95, -53.0, -5.4, None, None, 10.0, None, None, -6999.0, None, None, 0.6, None, -5.421, None, -3.9, -6999.0, None, 18.38, 0.0, -5.4, 0.0, -6999.0,2021-01-08 06:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 61.29, -53.0, -5.6, None, None, 61.0, None, None, -6999.0, None, None, 0.6, None, -5.569, None, -5.4, -6999.0, None, 46.76, 0.0, -5.6, 0.1, -6999.0,2021-01-08 07:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 352.8, -53.0, -5.7, None, None, 353.0, None, None, -6999.0, None, None, 0.6, None, -5.736, None, -5.4, -6999.0, None, 23.28, 0.0, -5.7, 0.0, -6999.0,2021-01-08 08:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 46.74, -53.0, -6.1, None, None, 47.0, None, None, -6999.0, None, None, 0.6, None, -6.079, None, -5.4, -6999.0, None, 37.18, 0.0, -6.1, 0.1, -6999.0,2021-01-08 09:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 20.65, -54.0, -6.3, None, None, 21.0, None, None, -6999.0, None, None, 0.6, None, -6.345, None, -5.4, -6999.0, None, 22.12, 0.0, -6.3, 0.0, -6999.0,2021-01-08 10:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 15.95, -53.0, -6.4, None, None, 16.0, None, None, -6999.0, None, None, 0.6, None, -6.255, None, -5.4, -6999.0, None, 27.41, 0.0, -6.3, 0.0, -6999.0,2021-01-08 11:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 71.8, -53.0, -6.4, None, None, 72.0, None, None, -6999.0, None, None, 0.6, None, -5.979, None, -5.4, -6999.0, None, 31.21, 0.0, -6.0, 0.0, -6999.0,2021-01-08 12:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 30.34, -53.0, -6.4, None, None, 30.0, None, None, -6999.0, None, None, 0.6, None, -5.94, None, -5.4, -6999.0, None, 25.33, 0.0, -5.9, 0.0, -6999.0,2021-01-08 13:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 40.42, -53.0, -6.4, None, None, 40.0, None, None, -6999.0, None, None, 0.6, None, -5.872, None, -5.4, -6999.0, None, 24.74, 0.0, -5.9, 0.0, -6999.0,2021-01-08 14:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 27.3, -53.0, -6.4, None, None, 27.0, None, None, -6999.0, None, None, 0.6, None, -5.696, None, -5.4, -6999.0, None, 31.41, 0.0, -5.7, 0.0, -6999.0,2021-01-08 15:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 34.55, -53.0, -6.4, None, None, 35.0, None, None, -6999.0, None, None, 0.6, None, -5.763, None, -5.4, -6999.0, None, 27.39, 0.0, -5.8, 0.0, -6999.0,2021-01-08 16:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 48.02, -53.0, -6.4, None, None, 48.0, None, None, -6999.0, None, None, 0.6, None, -5.891, None, -5.4, -6999.0, None, 21.82, 0.0, -5.9, 0.0, -6999.0,2021-01-08 17:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 27.43, -53.0, -6.4, None, None, 27.0, None, None, -6999.0, None, None, 0.6, None, -5.911, None, -5.4, -6999.0, None, 31.06, 0.0, -5.9, 0.0, -6999.0,2021-01-08 18:00:00, -6999.0,2
None, None, None, 0.1, 0.0, 68.82, -53.0, -5.9, None, None, 69.0, None, None, -6999.0, None, None, 0.6, None, -5.91, None, -5.9, -6999.0, None, 28.31, 0.0, -5.9, 0.1, -6999.0,2021-01-08 19:00:00, -6999.0,2
None, None, None, 18.4, 6.772, 35.18, -53.0, -5.9, None, None, 35.0, None, None, -6999.0, None, None, 0.6, None, -5.91, None, -5.9, -6999.0, None, 30.55, 6.8, -5.9, 0.0, -6999.0,2021-01-08 20:00:00, -6999.0,2
None, None, None, 17.2, 6.025, 28.74, -53.0, -5.9, None, None, 29.0, None, None, -6999.0, None, None, 0.3, None, -5.9, None, -5.9, -6999.0, None, 23.93, 6.0, -5.9, 0.0, -6999.0,2021-01-08 21:00:00, -6999.0,2
None, None, None, 15.2, 5.949, 27.23, -53.0, -6.0, None, None, 27.0, None, None, -6999.0, None, None, 0.3, None, -5.951, None, -5.9, -6999.0, None, 23.43, 5.9, -6.0, 0.0, -6999.0,2021-01-08 22:00:00, -6999.0,2
None, None, None, 16.1, 5.445, 32.5, -53.0, -6.1, None, None, 33.0, None, None, -6999.0, None, None, 0.0, None, -6.009, None, -5.9, -6999.0, None, 26.9, 5.4, -6.0, 0.0, -6999.0,2021-01-08 23:00:00, -6999.0,2
None, None, None, 10.7, 3.962, 25.09, -53.0, -6.1, None, None, 25.0, None, None, -6999.0, None, None, 0.0, None, -5.891, None, -5.9, -6999.0, None, 12.41, 4.0, -5.9, 0.1, -6999.0,2021-01-09 00:00:00, -6999.0,2
None, None, None, 11.4, 3.044, 17.78, -53.0, -6.1, None, None, 18.0, None, None, -6999.0, None, None, 0.0, None, -5.931, None, -5.9, -6999.0, None, 12.65, 3.0, -5.9, 0.0, -6999.0,2021-01-09 01:00:00, -6999.0,2
None, None, None, 13.5, 3.687, 24.86, -53.0, -6.1, None, None, 25.0, None, None, -6999.0, None, None, 0.0, None, -5.831, None, -5.8, -6999.0, None, 13.1, 3.7, -5.8, 0.0, -6999.0,2021-01-09 02:00:00, -6999.0,2
None, None, None, 14.1, 3.693, 25.56, -53.0, -6.1, None, None, 26.0, None, None, -6999.0, None, None, 0.0, None, -5.773, None, -5.8, -6999.0, None, 19.66, 3.7, -5.8, 0.0, -6999.0,2021-01-09 03:00:00, -6999.0,2
None, None, None, 12.3, 4.159, 22.63, -53.0, -6.1, None, None, 23.0, None, None, -6999.0, None, None, 0.0, None, -5.832, None, -5.8, -6999.0, None, 16.79, 4.2, -5.8, 0.0, -6999.0,2021-01-09 04:00:00, -6999.0,2
None, None, None, 12.4, 4.195, 21.0, -53.0, -6.1, None, None, 21.0, None, None, -6999.0, None, None, 0.0, None, -5.822, None, -5.8, -6999.0, None, 13.41, 4.2, -5.8, 0.0, -6999.0,2021-01-09 05:00:00, -6999.0,2
None, None, None, 11.5, 3.628, 25.94, -53.0, -6.1, None, None, 26.0, None, None, -6999.0, None, None, 0.0, None, -5.94, None, -5.8, -6999.0, None, 18.54, 3.6, -5.9, 0.0, -6999.0,2021-01-09 06:00:00, -6999.0,2
None, None, None, 7.4, 1.312, 15.36, -53.0, -5.9, None, None, 15.0, None, None, -6999.0, None, None, 0.0, None, -5.812, None, -5.8, -6999.0, None, 12.16, 1.3, -5.8, 0.0, -6999.0,2021-01-09 07:00:00, -6999.0,2
None, None, None, 5.6, 1.308, 14.46, -53.0, -5.9, None, None, 14.0, None, None, -6999.0, None, None, 0.0, None, -5.753, None, -5.7, -6999.0, None, 9.95, 1.3, -5.8, 0.0, -6999.0,2021-01-09 08:00:00, -6999.0,2
None, None, None, 10.1, 2.466, 13.76, -53.0, -5.9, None, None, 14.0, None, None, -6999.0, None, None, 0.0, None, -5.596, None, -5.6, -6999.0, None, 12.34, 2.5, -5.6, 0.0, -6999.0,2021-01-09 09:00:00, -6999.0,2
None, None, None, 10.4, 3.047, 23.33, -53.0, -5.9, None, None, 23.0, None, None, -6999.0, None, None, 0.0, None, -5.282, None, -5.3, -6999.0, None, 15.37, 3.0, -5.3, 0.0, -6999.0,2021-01-09 10:00:00, -6999.0,2
None, None, None, 13.1, 4.432, 24.22, -53.0, -5.9, None, None, 24.0, None, None, -6999.0, None, None, 0.0, None, -4.978, None, -5.0, -6999.0, None, 17.72, 4.4, -5.0, 0.0, -6999.0,2021-01-09 11:00:00, -6999.0,2
None, None, None, 17.2, 6.727, 35.51, -53.0, -5.9, None, None, 36.0, None, None, -6999.0, None, None, 0.0, None, -4.872, None, -4.8, -6999.0, None, 27.52, 6.7, -4.9, 0.0, -6999.0,2021-01-09 12:00:00, -6999.0,2
None, None, None, 19.9, 6.849, 41.03, -52.0, -5.9, None, None, 41.0, None, None, -6999.0, None, None, 0.0, None, -4.833, None, -4.8, -6999.0, None, 27.92, 6.8, -4.8, 0.0, -6999.0,2021-01-09 13:00:00, -6999.0,2
None, None, None, 17.2, 6.973, 36.92, -53.0, -5.9, None, None, 37.0, None, None, -6999.0, None, None, 0.0, None, -4.931, None, -4.8, -6999.0, None, 29.49, 7.0, -4.9, 0.1, -6999.0,2021-01-09 14:00:00, -6999.0,2
None, None, None, 18.4, 6.328, 35.06, -53.0, -5.9, None, None, 35.0, None, None, -6999.0, None, None, 0.0, None, -4.873, None, -4.8, -6999.0, None, 31.34, 6.3, -4.9, 0.0, -6999.0,2021-01-09 15:00:00, -6999.0,2
None, None, None, 19.0, 6.116, 43.22, -53.0, -5.9, None, None, 43.0, None, None, -6999.0, None, None, 0.0, None, -5.187, None, -4.8, -6999.0, None, 34.54, 6.1, -5.2, 0.0, -6999.0,2021-01-09 16:00:00, -6999.0,2
None, None, None, 18.7, 7.34, 42.84, -53.0, -5.9, None, None, 43.0, None, None, -6999.0, None, None, 0.0, None, -5.304, None, -4.8, -6999.0, None, 34.04, 7.3, -5.3, 0.0, -6999.0,2021-01-09 17:00:00, -6999.0,2
None, None, None, 15.0, 4.378, 27.0, -53.0, -5.9, None, None, 27.0, None, None, -6999.0, None, None, 0.0, None, -5.431, None, -4.8, -6999.0, None, 29.05, 4.4, -5.4, 0.1, -6999.0,2021-01-09 18:00:00, -6999.0,2
None, None, None, 11.7, 4.276, 32.83, -53.0, -5.5, None, None, 33.0, None, None, -6999.0, None, None, 0.0, None, -5.499, None, -5.4, -6999.0, None, 29.84, 4.3, -5.5, 0.0, -6999.0,2021-01-09 19:00:00, -6999.0,2
None, None, None, 10.7, 3.531, 18.75, -53.0, -5.6, None, None, 19.0, None, None, -6999.0, None, None, 0.0, None, -5.569, None, -5.4, -6999.0, None, 19.34, 3.5, -5.6, 0.0, -6999.0,2021-01-09 20:00:00, -6999.0,2
None, None, None, 9.6, 2.72, 20.4, -53.0, -5.6, None, None, 20.0, None, None, -6999.0, None, None, 0.0, None, -5.615, None, -5.4, -6999.0, None, 19.99, 2.7, -5.6, 0.0, -6999.0,2021-01-09 21:00:00, -6999.0,2
None, None, None, 11.5, 3.125, 18.75, -53.0, -5.7, None, None, 19.0, None, None, -6999.0, None, None, 0.0, None, -5.595, None, -5.4, -6999.0, None, 20.03, 3.1, -5.6, 0.0, -6999.0,2021-01-09 22:00:00, -6999.0,2
None, None, None, 9.6, 2.42, 22.02, -53.0, -5.7, None, None, 22.0, None, None, -6999.0, None, None, 0.0, None, -5.684, None, -5.4, -6999.0, None, 18.78, 2.4, -5.7, 0.0, -6999.0,2021-01-09 23:00:00, -6999.0,2
None, None, None, 11.0, 3.02, 26.02, -53.0, -5.7, None, None, 26.0, None, None, -6999.0, None, None, 0.0, None, -5.713, None, -5.4, -6999.0, None, 23.7, 3.0, -5.7, 0.0, -6999.0,2021-01-10 00:00:00, -6999.0,2
None, None, None, 17.4, 5.162, 44.83, -53.0, -5.7, None, None, 45.0, None, None, -6999.0, None, None, 0.0, None, -5.439, None, -5.4, -6999.0, None, 33.99, 5.2, -5.4, 0.0, -6999.0,2021-01-10 01:00:00, -6999.0,2
None, None, None, 12.8, 3.806, 34.92, -53.0, -5.7, None, None, 35.0, None, None, -6999.0, None, None, 0.2, None, -5.38, None, -5.3, -6999.0, None, 31.28, 3.8, -5.4, 0.2, -6999.0,2021-01-10 02:00:00, -6999.0,2
None, None, None, 11.6, 3.058, 27.7, -53.0, -5.7, None, None, 28.0, None, None, -6999.0, None, None, 0.5, None, -5.497, None, -5.3, -6999.0, None, 25.68, 3.1, -5.5, 0.3, -6999.0,2021-01-10 03:00:00, -6999.0,2
