RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
82.2, None, None, 10.4, 3.953, 35.63, -14.0, -12.1, -14.0, 957.0, 36.0, None, None, 46.0, None, 45.93, None, None, -11.87, None, -8.7, 82.0, None, 13.44, 4.0, -11.9, 992.6, 0.1, 0.0,2021-01-08 00:00:00, 957.0,2
84.3, None, None, 9.2, 1.218, 11.03, -14.0, -12.4, -14.0, 957.0, 11.0, None, None, 46.0, None, 45.69, None, None, -11.83, None, -8.7, 84.0, None, 56.49, 1.2, -11.8, 992.6, 0.0, 0.0,2021-01-08 01:00:00, 957.0,2
83.3, None, None, 11.4, 3.795, 40.85, -14.0, -12.7, -14.0, 957.0, 41.0, None, None, 46.0, None, 46.13, None, None, -11.85, None, -8.7, 83.0, None, 27.2, 3.8, -11.9, 992.5, 0.0, 0.0,2021-01-08 02:00:00, 957.0,2
81.5, None, None, 11.2, 6.166, 40.1, -15.0, -12.7, -15.0, 956.0, 40.0, None, None, 46.0, None, 45.81, None, None, -12.43, None, -8.7, 82.0, None, 8.93, 6.2, -12.4, 991.5, -0.1, 0.0,2021-01-08 03:00:00, 956.0,2
81.7, None, None, 10.3, 6.071, 39.58, -14.0, -13.3, -14.0, 955.0, 40.0, None, None, 46.0, None, 45.91, None, None, -12.28, None, -8.7, 82.0, None, 7.91, 6.1, -12.3, 990.5, 0.0, 0.0,2021-01-08 04:00:00, 955.0,2
80.4, None, None, 8.8, 1.777, 32.37, -15.0, -13.4, -15.0, 955.0, 32.0, None, None, 46.0, None, 45.69, None, None, -12.94, None, -8.7, 80.0, None, 32.81, 1.8, -12.9, 990.6, 0.0, 0.0,2021-01-08 05:00:00, 955.0,2
81.9, None, None, 8.3, 1.06, 38.72, -15.0, -13.4, -15.0, 953.0, 39.0, None, None, 46.0, None, 45.99, None, None, -12.55, None, -8.7, 82.0, None, 11.84, 1.1, -12.6, 988.5, 0.1, 0.0,2021-01-08 06:00:00, 953.0,2
83.3, None, None, 8.0, 1.644, 41.11, -14.0, -13.0, -14.0, 953.0, 41.0, None, None, 46.0, None, 45.98, None, None, -11.75, None, -11.7, 83.0, None, 14.09, 1.6, -11.8, 988.5, 0.0, 0.0,2021-01-08 07:00:00, 953.0,2
84.3, None, None, 3.7, 0.029, 250.6, -13.0, -13.0, -13.0, 955.0, 251.0, None, None, 46.0, None, 46.01, None, None, -11.2, None, -11.1, 84.0, None, 73.4, 0.0, -11.2, 990.6, 0.1, 0.0,2021-01-08 08:00:00, 955.0,2
86.2, None, None, 6.4, 0.821, 43.17, -12.0, -13.0, -12.0, 955.0, 43.0, None, None, 46.0, None, 46.07, None, None, -10.27, None, -9.8, 86.0, None, 44.84, 0.8, -10.3, 990.6, 0.1, 0.0,2021-01-08 09:00:00, 955.0,2
