pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -2.385, 93.8, -1.9, 94.0, -3.0, -2.4, -4.1, -3.0, 0.0, 0.0,2021-01-08 00:00:00, 14.0, 13.69,2
None, -2.249, 93.6, -1.9, 94.0, -3.0, -2.2, -4.1, -3.0, 0.0, 0.0,2021-01-08 01:00:00, 14.0, 13.69,2
None, -2.342, 92.2, -1.9, 92.0, -3.0, -2.3, -4.1, -3.0, 0.0, 1.0,2021-01-08 02:00:00, 14.0, 14.04,2
None, -2.387, 92.4, -1.9, 92.0, -4.0, -2.4, -4.1, -4.0, 0.0, 0.0,2021-01-08 03:00:00, 14.0, 14.08,2
None, -2.347, 92.7, -1.9, 93.0, -3.0, -2.3, -4.1, -3.0, 0.0, 0.0,2021-01-08 04:00:00, 14.0, 14.16,2
None, -2.22, 90.5, -1.9, 91.0, -4.0, -2.2, -4.1, -4.0, 0.0, 0.0,2021-01-08 05:00:00, 14.0, 14.19,2
None, -2.549, 89.3, -1.8, 89.0, -3.0, -2.5, -4.1, -3.0, 0.0, 0.0,2021-01-08 06:00:00, 14.0, 14.19,2
None, -2.467, 85.5, -1.9, 86.0, -4.0, -2.5, -2.7, -4.0, 0.0, 0.0,2021-01-08 07:00:00, 14.0, 14.06,2
None, -2.605, 89.4, -1.9, 89.0, -4.0, -2.6, -3.1, -4.0, 0.0, 0.0,2021-01-08 08:00:00, 14.0, 13.93,2
None, -3.726, 92.7, -1.9, 93.0, -4.0, -3.7, -3.9, -4.0, 0.0, 0.0,2021-01-08 09:00:00, 14.0, 13.77,2
None, -2.315, 87.0, -1.9, 87.0, -4.0, -2.3, -3.9, -4.0, 0.0, 0.0,2021-01-08 10:00:00, 14.0, 13.81,2
None, -1.789, 85.9, -1.5, 86.0, -3.0, -1.8, -3.9, -3.0, 0.0, 0.0,2021-01-08 11:00:00, 14.0, 13.81,2
None, -1.089, 79.73, -1.2, 80.0, -4.0, -1.1, -3.9, -4.0, 0.0, 0.0,2021-01-08 12:00:00, 14.0, 13.73,2
None, -0.856, 77.13, -0.5, 77.0, -4.0, -0.9, -3.9, -4.0, 0.0, 0.0,2021-01-08 13:00:00, 14.0, 13.51,2
None, 0.645, 72.81, 0.8, 73.0, -4.0, 0.6, -3.9, -4.0, 0.0, -1.0,2021-01-08 14:00:00, 13.0, 12.88,2
None, -0.215, 79.43, 0.8, 79.0, -3.0, -0.2, -3.9, -3.0, 0.0, 0.0,2021-01-08 15:00:00, 13.0, 12.59,2
None, -1.388, 87.0, 0.8, 87.0, -2.0, -1.4, -3.9, -2.0, 0.0, 0.0,2021-01-08 16:00:00, 13.0, 12.7,2
None, -2.139, 94.3, 0.8, 94.0, -3.0, -2.1, -3.9, -3.0, -0.4, 1.0,2021-01-08 17:00:00, 13.0, 13.08,2
None, -3.7, 94.7, 0.8, 95.0, -5.0, -3.7, -3.9, -5.0, 0.4, 0.0,2021-01-08 18:00:00, 13.0, 12.98,2
None, -4.227, 95.9, -3.7, 96.0, -5.0, -4.2, -4.9, -5.0, 0.0, 1.0,2021-01-08 19:00:00, 13.0, 13.4,2
None, -4.958, 94.9, -3.7, 95.0, -5.0, -5.0, -5.2, -5.0, 0.0, 0.0,2021-01-08 20:00:00, 13.0, 13.43,2
None, -5.025, 95.0, -3.7, 95.0, -5.0, -5.0, -5.2, -5.0, 0.0, 0.0,2021-01-08 21:00:00, 13.0, 13.49,2
None, -5.287, 94.9, -3.7, 95.0, -6.0, -5.3, -5.7, -6.0, 0.0, 0.0,2021-01-08 22:00:00, 14.0, 13.55,2
None, -5.849, 94.2, -3.7, 94.0, -7.0, -5.8, -6.2, -7.0, 0.0, 0.0,2021-01-08 23:00:00, 13.0, 13.14,2
None, -6.386, 94.2, -3.7, 94.0, -8.0, -6.4, -7.0, -8.0, 0.0, 1.0,2021-01-09 00:00:00, 14.0, 13.64,2
None, -6.341, 94.0, -3.7, 94.0, -7.0, -6.3, -7.1, -7.0, 0.0, 0.0,2021-01-09 01:00:00, 14.0, 13.85,2
None, -5.513, 94.3, -3.7, 94.0, -6.0, -5.5, -7.1, -6.0, 0.0, 0.0,2021-01-09 02:00:00, 14.0, 13.81,2
None, -4.987, 92.3, -3.7, 92.0, -6.0, -5.0, -7.1, -6.0, 0.0, 0.0,2021-01-09 03:00:00, 14.0, 13.87,2
None, -5.548, 93.0, -3.7, 93.0, -6.0, -5.5, -7.1, -6.0, 0.0, 0.0,2021-01-09 04:00:00, 14.0, 14.08,2
None, -5.831, 92.5, -3.7, 93.0, -7.0, -5.8, -7.1, -7.0, 0.0, 0.0,2021-01-09 05:00:00, 14.0, 13.95,2
None, -6.038, 91.8, -3.7, 92.0, -7.0, -6.0, -7.1, -7.0, 0.0, 0.0,2021-01-09 06:00:00, 14.0, 13.92,2
None, -5.931, 89.5, -5.4, 90.0, -8.0, -5.9, -6.1, -8.0, 0.0, 0.0,2021-01-09 07:00:00, 14.0, 13.84,2
None, -7.189, 90.6, -5.4, 91.0, -9.0, -7.2, -7.3, -9.0, 0.0, 0.0,2021-01-09 08:00:00, 14.0, 13.68,2
None, -7.442, 88.5, -5.4, 89.0, -8.0, -7.4, -7.7, -8.0, 0.0, 0.0,2021-01-09 09:00:00, 14.0, 13.89,2
None, -7.446, 87.8, -5.4, 88.0, -8.0, -7.4, -7.7, -8.0, 0.0, 0.0,2021-01-09 10:00:00, 14.0, 13.82,2
