pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, -6.621, 50.34, None, None, None, -6999.0, None, -1.0, None, None, -14.0, -6999.0, -6.6, -7.9, 0.1, -14.0, None, -6999.0, -4.8, 50.0, None,2021-01-08 00:00:00, 145.0, None, 145.1, 408.0,2
None, None, -6.601, 47.24, None, None, None, -6999.0, None, 0.0, None, None, -15.0, -6999.0, -6.6, -7.9, 0.0, -15.0, None, -6999.0, -4.8, 47.0, None,2021-01-08 01:00:00, 146.0, None, 145.6, 408.0,2
None, None, -6.572, 47.36, None, None, None, -6999.0, None, 0.0, None, None, -15.0, -6999.0, -6.6, -7.9, 0.0, -15.0, None, -6999.0, -4.8, 47.0, None,2021-01-08 02:00:00, 145.0, None, 145.2, 408.0,2
None, None, -6.202, 45.91, None, None, None, -6999.0, None, 0.0, None, None, -15.0, -6999.0, -6.2, -7.9, 0.0, -15.0, None, -6999.0, -4.8, 46.0, None,2021-01-08 03:00:00, 145.0, None, 144.9, 408.0,2
None, None, -6.318, 50.49, None, None, None, -6999.0, None, -1.0, None, None, -14.0, -6999.0, -6.3, -7.9, 0.0, -14.0, None, -6999.0, -4.8, 50.0, None,2021-01-08 04:00:00, 144.0, None, 144.3, 408.0,2
None, None, -4.166, 45.74, None, None, None, -6999.0, None, 0.0, None, None, -13.0, -6999.0, -4.2, -7.9, -0.2, -13.0, None, -6999.0, -4.1, 46.0, None,2021-01-08 05:00:00, 144.0, None, 143.9, 409.0,2
None, None, -3.896, 38.86, None, None, None, -6999.0, None, 0.0, None, None, -15.0, -6999.0, -3.9, -7.9, 0.0, -15.0, None, -6999.0, -3.5, 39.0, None,2021-01-08 06:00:00, 144.0, None, 144.1, 410.0,2
None, None, -4.405, 51.6, None, None, None, -6999.0, None, 0.0, None, None, -12.0, -6999.0, -4.4, -4.4, 0.1, -12.0, None, -6999.0, -3.8, 52.0, None,2021-01-08 07:00:00, 144.0, None, 144.0, 411.0,2
None, None, -5.461, 60.08, None, None, None, -6999.0, None, 0.0, None, None, -11.0, -6999.0, -5.5, -5.5, 0.1, -11.0, None, -6999.0, -3.8, 60.0, None,2021-01-08 08:00:00, 144.0, None, 143.9, 412.0,2
None, None, -5.925, 77.2, None, None, None, -6999.0, None, 0.0, None, None, -9.0, -6999.0, -5.9, -6.1, 0.0, -9.0, None, -6999.0, -3.8, 77.0, None,2021-01-08 09:00:00, 144.0, None, 143.7, 413.0,2
None, None, -4.67, 75.9, None, None, None, -6999.0, None, 0.0, None, None, -8.0, -6999.0, -4.7, -6.1, 0.0, -8.0, None, -6999.0, -3.8, 76.0, None,2021-01-08 10:00:00, 144.0, None, 143.7, 414.0,2
None, None, -3.214, 65.48, None, None, None, -6999.0, None, 0.0, None, None, -8.0, -6999.0, -3.2, -6.1, 0.0, -8.0, None, -6999.0, -3.2, 65.0, None,2021-01-08 11:00:00, 144.0, None, 143.6, 416.0,2
None, None, -2.871, 50.56, None, None, None, -6999.0, None, 0.0, None, None, -11.0, -6999.0, -2.9, -6.1, 0.0, -11.0, None, -6999.0, -2.8, 51.0, None,2021-01-08 12:00:00, 143.0, None, 143.2, 418.0,2
None, None, -2.984, 71.0, None, None, None, -6999.0, None, 0.0, None, None, -7.0, -6999.0, -3.0, -6.1, 0.0, -7.0, None, -6999.0, -2.8, 71.0, None,2021-01-08 13:00:00, 143.0, None, 142.7, 420.0,2
None, None, -2.926, 72.1, None, None, None, -6999.0, None, 0.0, None, None, -7.0, -6999.0, -2.9, -6.1, 0.0, -7.0, None, -6999.0, -2.4, 72.0, None,2021-01-08 14:00:00, 143.0, None, 142.7, 423.0,2
