wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
354.0, None, None, 0.0, None, 9.2, None, 5.9, None, None, None, 60.0,2021-05-07 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0, None, None, 0.0, None, 6.8, None, 5.2, None, None, None, 63.0,2021-05-07 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None, 0.0, None, 8.7, None, 4.3, None, None, None, 63.0,2021-05-07 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None, 0.0, None, 7.8, None, 3.7, None, None, None, 61.0,2021-05-07 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None, 0.0, None, 7.8, None, 2.8, None, None, None, 65.0,2021-05-07 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0, None, None, 0.0, None, 2.9, None, 2.6, None, None, None, 63.0,2021-05-07 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0, 65.0, 7.8, 0.0, -3.1, 2.2, 2.8, 3.0, 358.0, 0.0, 0.6, 58.0,2021-05-07 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, None, None, 0.0, None, 6.9, None, -1.0, None, None, None, 77.0,2021-05-08 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None, 0.0, None, 6.2, None, -1.1, None, None, None, 77.0,2021-05-08 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0, None, None, 0.0, None, 4.9, None, -0.7, None, None, None, 78.0,2021-05-08 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, None, None, 0.0, None, 9.6, None, 2.1, None, None, None, 61.0,2021-05-08 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, None, None, 0.0, None, 9.7, None, 3.8, None, None, None, 58.0,2021-05-08 07:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, None, None, 0.0, None, 13.0, None, 6.2, None, None, None, 48.0,2021-05-08 08:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0, None, None, 0.0, None, 12.3, None, 7.3, None, None, None, 44.0,2021-05-08 09:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0, None, None, 0.0, None, 9.9, None, 7.3, None, None, None, 43.0,2021-05-08 10:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None, 0.0, None, 11.6, None, 8.2, None, None, None, 36.0,2021-05-08 11:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0, None, None, 0.0, None, 9.1, None, 9.0, None, None, None, 35.0,2021-05-08 12:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0, None, None, 0.0, None, 8.7, None, 8.4, None, None, None, 35.0,2021-05-08 13:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.0, None, None, 0.0, None, 12.0, None, 11.2, None, None, None, 29.0,2021-05-08 14:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, None, None, 0.0, None, 9.7, None, 8.4, None, None, None, 36.0,2021-05-08 15:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0, None, None, 0.0, None, 9.5, None, 8.8, None, None, None, 33.0,2021-05-08 16:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0, None, None, 0.0, None, 5.8, None, 7.8, None, None, None, 41.0,2021-05-08 17:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0, None, None, 0.0, None, 3.7, None, 6.3, None, None, None, 52.0,2021-05-08 18:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None, 0.0, None, 4.6, None, 4.9, None, None, None, 59.0,2021-05-08 19:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0, None, None, 0.0, None, 2.7, None, 1.9, None, None, None, 74.0,2021-05-08 20:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 59.0, 4.6, 0.0, -2.4, 3.3, 4.9, -0.1, 5.0, 0.0, 0.0, 80.0,2021-05-08 21:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0, None, None, 0.0, None, 3.1, None, -1.7, None, None, None, 84.0,2021-05-08 22:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, 80.0, 3.3, 0.0, -3.1, 2.7, -0.1, -1.5, 26.0, 0.0, None, 85.0,2021-05-08 23:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0, None, None, 0.0, None, 4.0, None, -1.7, None, None, None, 85.0,2021-05-09 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0, None, None, 0.0, None, 4.0, None, -1.9, None, None, None, 86.0,2021-05-09 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0, None, None, 0.0, None, 4.1, None, -2.6, None, None, None, 88.0,2021-05-09 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0, 86.0, 4.0, 0.0, -3.9, 7.3, -1.9, -1.6, 65.0, 0.0, None, 81.0,2021-05-09 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0, None, None, 0.0, None, 7.7, None, -1.0, None, None, None, 77.0,2021-05-09 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0, None, None, 0.0, None, 1.8, None, -0.2, None, None, None, 79.0,2021-05-09 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0, None, None, 0.0, None, 5.6, None, 3.9, None, None, None, 60.0,2021-05-09 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, None, None, 0.0, None, 10.6, None, 6.3, None, None, None, 52.0,2021-05-09 07:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, None, None, 0.0, None, 10.0, None, 7.6, None, None, None, 49.0,2021-05-09 08:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, None, None, 0.0, None, 10.2, None, 7.7, None, None, None, 48.0,2021-05-09 09:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None, 0.0, None, 10.8, None, 10.0, None, None, None, 36.0,2021-05-09 10:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None, 0.0, None, 9.4, None, 11.4, None, None, None, 33.0,2021-05-09 11:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0, None, None, 0.0, None, 11.2, None, 12.1, None, None, None, 26.0,2021-05-09 12:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0, None, None, 0.0, None, 12.6, None, 13.5, None, None, None, 23.0,2021-05-09 13:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, None, None, 0.0, None, 12.4, None, 11.1, None, None, None, 31.0,2021-05-09 14:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0, None, None, 0.0, None, 8.9, None, 10.4, None, None, None, 34.0,2021-05-09 15:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, None, None, 0.0, None, 9.9, None, 10.3, None, None, None, 35.0,2021-05-09 16:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.0, None, None, 0.0, None, 7.4, None, 11.2, None, None, None, 32.0,2021-05-09 17:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0, None, None, 0.0, None, 3.7, None, 7.5, None, None, None, 52.0,2021-05-09 18:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, None, None, 0.0, None, 4.1, None, 4.8, None, None, None, 61.0,2021-05-09 19:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0, 52.0, 3.7, 0.0, -1.7, 0.0, 7.5, 2.7, 31.0, 0.0, 0.0, 74.0,2021-05-09 20:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, None, None, 0.0, None, 2.4, None, 2.4, None, None, None, 74.0,2021-05-09 21:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, 74.0, 0.0, 0.0, -1.5, 2.4, 2.7, 0.8, 185.0, 0.0, 0.0, 77.0,2021-05-09 22:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None, 0.0, None, 1.9, None, -0.1, None, None, None, 84.0,2021-05-09 23:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0, None, None, 0.0, None, 2.9, None, -1.4, None, None, None, 86.0,2021-05-10 00:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0, None, None, 0.0, None, 5.7, None, -0.3, None, None, None, 82.0,2021-05-10 01:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0, None, None, 0.0, None, 6.8, None, -0.5, None, None, None, 84.0,2021-05-10 02:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, None, None, 0.0, None, 6.5, None, -0.1, None, None, None, 80.0,2021-05-10 03:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0, None, None, 0.0, None, 5.5, None, -1.1, None, None, None, 86.0,2021-05-10 04:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None, 0.0, None, 2.3, None, 0.1, None, None, None, 83.0,2021-05-10 05:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0, None, None, 0.0, None, 3.4, None, 5.9, None, None, None, 60.0,2021-05-10 06:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
