time,tasmin,tasmax,pcp,week_of_year
2017-02-26,-13.1,-3.6,2.1,9
2017-02-27,-14.1,-3.0,0.4,9
2017-02-28,-15.1,-6.6,9.1,9
2017-03-01,-10.2,-2.0,6.6,9
2017-03-02,-6.6,0.2,2.8,9
2017-03-03,-13.4,-1.8,11.3,9
2017-03-04,-14.9,-0.3,1.8,9
