AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
6.0,0.0, 18.2,2018-04-23 00:00:00, 7.0,55.0,17
5.9,0.0, 18.3,2018-04-23 00:15:00, 13.0,55.0,17
5.8,0.0, 17.1,2018-04-23 00:30:00, 14.0,53.0,17
5.8,0.0, 18.0,2018-04-23 00:45:00, 8.0,53.0,17
5.6,0.0, 17.9,2018-04-23 01:00:00, 9.0,54.0,17
5.7,0.0, 19.0,2018-04-23 01:15:00, 6.0,53.0,17
5.6,0.0, 20.0,2018-04-23 01:30:00, 6.0,52.0,17
5.6,0.0, 20.7,2018-04-23 01:45:00, 6.0,52.0,17
5.5,0.0, 20.8,2018-04-23 02:00:00, 7.0,53.0,17
5.4,0.0, 19.7,2018-04-23 02:15:00, 9.0,52.0,17
5.6,0.0, 20.7,2018-04-23 02:30:00, 8.0,53.0,17
5.3,0.0, 19.9,2018-04-23 02:45:00, 7.0,52.0,17
5.4,0.0, 20.9,2018-04-23 03:00:00, 6.0,50.0,17
5.2,0.0, 21.9,2018-04-23 03:15:00, 11.0,52.0,17
5.2,0.0, 21.7,2018-04-23 03:30:00, 8.0,50.0,17
5.2,0.0, 22.2,2018-04-23 03:45:00, 7.0,50.0,17
4.9,0.0, 22.1,2018-04-23 04:00:00, 7.0,54.0,17
4.9,0.0, 21.2,2018-04-23 04:15:00, 2.0,53.0,17
4.5,0.0, 21.3,2018-04-23 04:30:00, 7.0,56.0,17
4.3,0.0, 19.5,2018-04-23 04:45:00, 9.0,57.0,17
4.4,0.0, 20.5,2018-04-23 05:00:00, 11.0,58.0,17
4.2,0.0, 19.9,2018-04-23 05:15:00, 9.0,63.0,17
4.1,0.0, 21.2,2018-04-23 05:30:00, 10.0,66.0,17
4.0,0.0, 16.9,2018-04-23 05:45:00, 17.0,68.0,17
3.5,0.0, 14.3,2018-04-23 06:00:00, 28.0,74.0,17
3.9,0.0, 11.9,2018-04-23 06:15:00, 30.0,71.0,17
4.2,0.0, 14.7,2018-04-23 06:30:00, 24.0,70.0,17
4.8,0.0, 18.3,2018-04-23 06:45:00, 21.0,69.0,17
5.7,0.0, 18.4,2018-04-23 07:00:00, 22.0,66.0,17
6.6,0.0, 17.8,2018-04-23 07:15:00, 32.0,64.0,17
7.2,0.0, 17.7,2018-04-23 07:30:00, 25.0,60.0,17
7.2,0.0, 18.2,2018-04-23 07:45:00, 27.0,60.0,17
8.0,0.0, 14.0,2018-04-23 08:00:00, 31.0,59.0,17
7.9,0.0, 20.5,2018-04-23 08:15:00, 24.0,56.0,17
8.4,0.0, 18.4,2018-04-23 08:30:00, 29.0,54.0,17
9.1,0.0, 15.7,2018-04-23 08:45:00, 41.0,54.0,17
