WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,3.2, None,88.3,2017-10-22 00:00:00,43
None,2.9, None,91.3,2017-10-22 01:00:00,43
None,2.5, None,93.6,2017-10-22 02:00:00,43
None,2.3, None,93.8,2017-10-22 03:00:00,43
None,2.5, None,92.4,2017-10-22 04:00:00,43
None,2.8, None,91.3,2017-10-22 05:00:00,43
None,3.2, None,87.1,2017-10-22 06:00:00,43
None,3.3, None,85.6,2017-10-22 07:00:00,43
None,3.6, None,84.4,2017-10-22 08:00:00,43
None,3.1, None,89.6,2017-10-22 09:00:00,43
None,2.7, None,93.5,2017-10-22 10:00:00,43
None,3.4, None,92.6,2017-10-22 11:00:00,43
None,4.0, None,92.1,2017-10-22 12:00:00,43
None,4.6, None,91.6,2017-10-22 13:00:00,43
None,5.0, None,89.0,2017-10-22 14:00:00,43
None,5.7, None,85.3,2017-10-22 15:00:00,43
None,6.4, None,84.9,2017-10-22 16:00:00,43
None,5.9, None,82.3,2017-10-22 17:00:00,43
None,5.8, None,76.4,2017-10-22 18:00:00,43
None,4.8, None,85.8,2017-10-22 19:00:00,43
None,4.2, None,90.2,2017-10-22 20:00:00,43
None,4.6, None,88.5,2017-10-22 21:00:00,43
None,5.2, None,84.2,2017-10-22 22:00:00,43
None,4.9, None,88.7,2017-10-22 23:00:00,43
None,4.6, None,93.6,2017-10-23 00:00:00,43
None,4.6, None,90.0,2017-10-23 01:00:00,43
None,4.0, None,88.5,2017-10-23 02:00:00,43
None,4.1, None,88.6,2017-10-23 03:00:00,43
None,4.0, None,88.0,2017-10-23 04:00:00,43
None,3.0, None,91.7,2017-10-23 05:00:00,43
None,1.4, None,96.6,2017-10-23 06:00:00,43
None,1.4, None,97.7,2017-10-23 07:00:00,43
None,2.0, None,96.5,2017-10-23 08:00:00,43
None,2.4, None,93.2,2017-10-23 09:00:00,43
None,4.5, None,84.7,2017-10-23 10:00:00,43
None,5.7, None,83.5,2017-10-23 11:00:00,43
None,6.6, None,79.8,2017-10-23 12:00:00,43
None,7.6, None,73.1,2017-10-23 13:00:00,43
None,8.2, None,66.7,2017-10-23 14:00:00,43
None,8.4, None,61.4,2017-10-23 15:00:00,43
None,8.1, None,62.6,2017-10-23 16:00:00,43
None,7.7, None,64.1,2017-10-23 17:00:00,43
None,7.8, None,62.3,2017-10-23 18:00:00,43
None,8.1, None,61.0,2017-10-23 19:00:00,43
None,8.3, None,61.1,2017-10-23 20:00:00,43
None,8.4, None,60.5,2017-10-23 21:00:00,43
None,8.2, None,63.0,2017-10-23 22:00:00,43
None,8.3, None,62.5,2017-10-23 23:00:00,43
None,8.7, None,60.7,2017-10-24 00:00:00,43
None,9.0, None,60.5,2017-10-24 01:00:00,43
None,9.2, None,60.2,2017-10-24 02:00:00,43
None,9.3, None,60.3,2017-10-24 03:00:00,43
None,9.3, None,60.4,2017-10-24 04:00:00,43
