BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 4.7, 2.853, 52.6, 53.05,2017-10-22 00:00:00, 4.627,43
None, 4.6, 3.354, 53.1, 63.9,2017-10-22 01:00:00, 3.676,43
None, 3.7, 3.144, 63.9, 78.72,2017-10-22 02:00:00, 2.208,43
None, 2.2, 3.46, 78.7, 82.1,2017-10-22 03:00:00, 1.583,43
None, 1.6, 2.314, 82.1, 82.9,2017-10-22 04:00:00, 1.503,43
None, 1.5, 2.597, 82.9, 82.8,2017-10-22 05:00:00, 1.536,43
None, 1.5, 2.253, 82.8, 83.8,2017-10-22 06:00:00, 1.712,43
None, 1.7, 2.368, 83.8, 87.3,2017-10-22 07:00:00, 1.191,43
None, 1.2, 0.788, 87.3, 88.4,2017-10-22 08:00:00, 0.864,43
None, 0.9, 0.611, 88.4, 87.6,2017-10-22 09:00:00, 1.649,43
None, 1.6, 0.548, 87.6, 82.5,2017-10-22 10:00:00, 3.849,43
None, 3.8, 0.585, 82.5, 74.38,2017-10-22 11:00:00, 5.959,43
None, 6.0, 3.242, 74.4, 61.19,2017-10-22 12:00:00, 8.4,43
None, 8.4, 5.192, 61.2, 52.21,2017-10-22 13:00:00, 9.96,43
None, 10.0, 5.856, 52.2, 45.47,2017-10-22 14:00:00, 10.32,43
None, 10.3, 3.961, 45.5, 47.05,2017-10-22 15:00:00, 9.32,43
None, 9.3, 3.84, 47.1, 47.8,2017-10-22 16:00:00, 8.9,43
None, 8.9, 3.32, 47.8, 56.97,2017-10-22 17:00:00, 6.335,43
None, 6.3, 2.886, 57.0, 62.77,2017-10-22 18:00:00, 5.234,43
None, 5.2, 3.301, 62.8, 60.94,2017-10-22 19:00:00, 6.488,43
None, 6.5, 4.071, 60.9, 60.68,2017-10-22 20:00:00, 5.906,43
None, 5.9, 2.697, 60.7, 64.56,2017-10-22 21:00:00, 4.676,43
None, 4.7, 2.982, 64.6, 64.97,2017-10-22 22:00:00, 4.685,43
None, 4.7, 3.324, 65.0, 60.47,2017-10-22 23:00:00, 5.86,43
None, 5.9, 2.275, 60.5, 59.81,2017-10-23 00:00:00, 5.381,43
None, 5.4, 1.013, 59.8, 58.11,2017-10-23 01:00:00, 5.127,43
None, 5.1, 1.028, 58.1, 58.77,2017-10-23 02:00:00, 4.976,43
None, 5.0, 2.859, 58.8, 61.14,2017-10-23 03:00:00, 4.466,43
None, 4.5, 3.347, 61.1, 60.84,2017-10-23 04:00:00, 4.134,43
None, 4.1, 3.762, 60.8, 61.13,2017-10-23 05:00:00, 3.803,43
None, 3.8, 3.358, 61.1, 53.97,2017-10-23 06:00:00, 5.352,43
None, 5.4, 3.664, 54.0, 54.15,2017-10-23 07:00:00, 5.654,43
None, 5.7, 3.535, 54.2, 56.86,2017-10-23 08:00:00, 5.6,43
None, 5.6, 1.986, 56.9, 55.36,2017-10-23 09:00:00, 6.955,43
None, 7.0, 3.872, 55.4, 52.24,2017-10-23 10:00:00, 8.31,43
None, 8.3, 4.794, 52.2, 48.99,2017-10-23 11:00:00, 9.14,43
None, 9.1, 4.142, 49.0, 47.1,2017-10-23 12:00:00, 9.46,43
None, 9.5, 3.298, 47.1, 48.22,2017-10-23 13:00:00, 9.25,43
None, 9.3, 3.581, 48.2, 47.72,2017-10-23 14:00:00, 9.21,43
None, 9.2, 2.757, 47.7, 47.44,2017-10-23 15:00:00, 9.26,43
None, 9.3, 1.789, 47.4, 48.44,2017-10-23 16:00:00, 9.2,43
None, 9.2, 4.435, 48.4, 52.49,2017-10-23 17:00:00, 8.75,43
None, 8.8, 2.935, 52.5, 57.07,2017-10-23 18:00:00, 8.44,43
None, 8.4, 2.83, 57.1, 58.23,2017-10-23 19:00:00, 8.37,43
None, 8.4, 2.307, 58.2, 59.3,2017-10-23 20:00:00, 8.28,43
None, 8.3, 1.456, 59.3, 64.58,2017-10-23 21:00:00, 6.998,43
None, 7.0, 3.291, 64.6, 62.23,2017-10-23 22:00:00, 9.7,43
None, 9.7, 7.749, 62.2, 56.37,2017-10-23 23:00:00, 12.01,43
None, 12.0, 8.24, 56.4, 56.68,2017-10-24 00:00:00, 12.36,43
None, 12.4, 7.76, 56.7, 56.3,2017-10-24 01:00:00, 12.56,43
None, 12.6, 5.082, 56.3, 56.34,2017-10-24 02:00:00, 12.42,43
None, 12.4, 7.267, 56.3, 49.18,2017-10-24 03:00:00, 13.77,43
None, 13.8, 7.498, 49.2, 47.54,2017-10-24 04:00:00, 14.19,43
None, 14.2, 8.19, 47.5, 51.41,2017-10-24 05:00:00, 13.91,43
None, 13.9, 5.62, 51.4, 56.9,2017-10-24 06:00:00, 12.43,43
None, 12.4, 5.094, 56.9, 48.14,2017-10-24 07:00:00, 12.43,43
None, 12.4, 4.092, 48.1, 41.12,2017-10-24 08:00:00, 12.66,43
None, 12.7, 3.542, 41.1, 40.16,2017-10-24 09:00:00, 12.66,43
None, 12.7, 2.336, 40.2, 41.83,2017-10-24 10:00:00, 12.31,43
None, 12.3, 3.03, 41.8, 45.6,2017-10-24 11:00:00, 11.35,43
None, 11.4, 5.271, 45.6, 57.16,2017-10-24 12:00:00, 8.49,43
None, 8.5, 3.661, 57.2, 74.62,2017-10-24 13:00:00, 6.654,43
None, 6.7, 2.948, 74.6, 82.6,2017-10-24 14:00:00, 5.417,43
None, 5.4, 3.543, 82.6, 86.1,2017-10-24 15:00:00, 4.513,43
None, 4.5, 4.27, 86.1, 86.3,2017-10-24 16:00:00, 3.257,43
None, 3.3, 3.678, 86.3, 88.1,2017-10-24 17:00:00, 1.518,43
None, 1.5, 3.448, 88.1, 90.4,2017-10-24 18:00:00, 0.772,43
