CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 8.75, 77.48, None,2016-06-03 00:00:00, None, None,16.13, 13.45,163.0, None, None, None, None, None, None,23
None, 8.07, 83.3, None,2016-06-03 01:00:00, None, None,15.57, 12.75,145.8, None, None, None, None, None, None,23
None, 7.882, 85.3, None,2016-06-03 02:00:00, None, None,12.23, 14.62,162.9, None, None, None, None, None, None,23
None, 7.791, 86.0, None,2016-06-03 03:00:00, None, None,12.94, 14.34,162.4, None, None, None, None, None, None,23
None, 7.66, 87.8, None,2016-06-03 04:00:00, None, None,11.75, 13.69,164.1, None, None, None, None, None, None,23
None, 7.976, 82.5, None,2016-06-03 05:00:00, None, None,10.8, 14.94,162.1, None, None, None, None, None, None,23
None, 8.56, 80.2, None,2016-06-03 06:00:00, None, None,17.34, 11.67,175.5, None, None, None, None, None, None,23
None, 9.16, 79.88, None,2016-06-03 07:00:00, None, None,27.06, 9.49,157.5, None, None, None, None, None, None,23
None, 9.93, 74.93, None,2016-06-03 08:00:00, None, None,41.26, 7.906,171.2, None, None, None, None, None, None,23
None, 10.46, 75.16, None,2016-06-03 09:00:00, None, None,17.7, 15.42,155.2, None, None, None, None, None, None,23
None, 13.22, 64.78, None,2016-06-03 10:00:00, None, None,21.44, 12.34,159.4, None, None, None, None, None, None,23
None, 13.53, 61.52, None,2016-06-03 11:00:00, None, None,24.08, 10.08,157.1, None, None, None, None, None, None,23
None, 16.95, 53.84, None,2016-06-03 12:00:00, None, None,26.2, 9.89,156.2, None, None, None, None, None, None,23
None, 17.94, 50.26, None,2016-06-03 13:00:00, None, None,52.32, 6.155,183.8, None, None, None, None, None, None,23
None, 19.27, 46.63, None,2016-06-03 14:00:00, None, None,55.46, 5.961,218.3, None, None, None, None, None, None,23
None, 19.29, 49.68, None,2016-06-03 15:00:00, None, None,39.89, 9.7,282.1, None, None, None, None, None, None,23
None, 20.68, 46.46, None,2016-06-03 16:00:00, None, None,41.26, 11.38,288.1, None, None, None, None, None, None,23
None, 21.42, 44.09, None,2016-06-03 17:00:00, None, None,46.43, 8.51,269.0, None, None, None, None, None, None,23
None, 21.27, 45.66, None,2016-06-03 18:00:00, None, None,48.83, 5.991,261.6, None, None, None, None, None, None,23
None, 20.49, 45.56, None,2016-06-03 19:00:00, None, None,36.33, 9.52,291.1, None, None, None, None, None, None,23
None, 19.62, 47.04, None,2016-06-03 20:00:00, None, None,24.35, 9.45,275.3, None, None, None, None, None, None,23
