WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
176.8, 15.3, 76.6,86.2,2018-08-06 00:00:00,13.62,32
183.5, 13.6, 86.2,91.0,2018-08-06 01:00:00,12.39,32
181.0, 12.4, 91.0,89.9,2018-08-06 02:00:00,11.88,32
181.8, 11.9, 89.9,88.7,2018-08-06 03:00:00,11.39,32
166.4, 11.4, 88.7,87.5,2018-08-06 04:00:00,11.18,32
168.8, 11.2, 87.5,92.9,2018-08-06 05:00:00,10.2,32
177.6, 10.2, 92.9,87.7,2018-08-06 06:00:00,11.39,32
174.6, 11.4, 87.7,79.48,2018-08-06 07:00:00,13.8,32
170.5, 13.8, 79.5,64.52,2018-08-06 08:00:00,17.48,32
174.5, 17.5, 64.5,50.2,2018-08-06 09:00:00,20.92,32
151.6, 20.9, 50.2,42.55,2018-08-06 10:00:00,23.67,32
156.8, 23.7, 42.6,34.1,2018-08-06 11:00:00,26.3,32
167.6, 26.3, 34.1,27.41,2018-08-06 12:00:00,28.33,32
233.8, 28.3, 27.4,20.56,2018-08-06 13:00:00,28.93,32
247.8, 28.9, 20.6,15.82,2018-08-06 14:00:00,29.6,32
255.8, 29.6, 15.8,17.71,2018-08-06 15:00:00,30.09,32
265.8, 30.1, 17.7,18.46,2018-08-06 16:00:00,28.97,32
282.8, 29.0, 18.5,19.13,2018-08-06 17:00:00,28.01,32
294.8, 28.0, 19.1,18.44,2018-08-06 18:00:00,28.28,32
273.9, 28.3, 18.4,18.79,2018-08-06 19:00:00,27.07,32
267.8, 27.1, 18.8,27.14,2018-08-06 20:00:00,23.92,32
243.8, 23.9, 27.1,34.0,2018-08-06 21:00:00,20.52,32
253.6, 20.5, 34.0,37.18,2018-08-06 22:00:00,19.43,32
241.8, 19.4, 37.2,43.44,2018-08-06 23:00:00,18.28,32
184.2, 18.3, 43.4,43.32,2018-08-07 00:00:00,17.71,32
159.6, 17.7, 43.3,49.75,2018-08-07 01:00:00,15.49,32
151.4, 15.5, 49.8,53.75,2018-08-07 02:00:00,14.47,32
165.7, 14.5, 53.8,59.35,2018-08-07 03:00:00,13.85,32
169.1, 13.9, 59.4,63.89,2018-08-07 04:00:00,12.97,32
167.3, 13.0, 63.9,64.02,2018-08-07 05:00:00,13.07,32
150.8, 13.1, 64.0,68.87,2018-08-07 06:00:00,12.59,32
154.0, 12.6, 68.9,61.96,2018-08-07 07:00:00,15.32,32
165.7, 15.3, 62.0,51.64,2018-08-07 08:00:00,18.36,32
154.1, 18.4, 51.6,45.59,2018-08-07 09:00:00,20.35,32
151.0, 20.4, 45.6,41.68,2018-08-07 10:00:00,21.89,32
155.1, 21.9, 41.7,37.43,2018-08-07 11:00:00,23.25,32
150.9, 23.3, 37.4,32.91,2018-08-07 12:00:00,25.14,32
155.4, 25.1, 32.9,29.89,2018-08-07 13:00:00,26.47,32
164.3, 26.5, 29.9,23.4,2018-08-07 14:00:00,28.03,32
196.8, 28.0, 23.4,18.54,2018-08-07 15:00:00,28.52,32
236.2, 28.5, 18.5,19.06,2018-08-07 16:00:00,28.74,32
257.0, 28.7, 19.1,20.45,2018-08-07 17:00:00,28.93,32
241.1, 28.9, 20.5,23.27,2018-08-07 18:00:00,28.45,32
201.3, 28.5, 23.3,37.12,2018-08-07 19:00:00,25.63,32
165.1, 25.6, 37.1,52.74,2018-08-07 20:00:00,21.44,32
175.6, 21.4, 52.7,61.34,2018-08-07 21:00:00,18.42,32
174.4, 18.4, 61.3,67.68,2018-08-07 22:00:00,16.59,32
175.3, 16.6, 67.7,74.5,2018-08-07 23:00:00,15.14,32
173.6, 15.1, 74.5,80.9,2018-08-08 00:00:00,13.54,32
168.3, 13.5, 80.9,80.3,2018-08-08 01:00:00,12.69,32
168.1, 12.7, 80.3,84.9,2018-08-08 02:00:00,11.65,32
152.7, 11.7, 84.9,86.8,2018-08-08 03:00:00,10.86,32
160.9, 10.9, 86.8,88.5,2018-08-08 04:00:00,10.0,32
168.9, 10.0, 88.5,90.3,2018-08-08 05:00:00,9.53,32
172.3, 9.5, 90.3,95.0,2018-08-08 06:00:00,9.26,32
173.2, 9.3, 95.0,90.2,2018-08-08 07:00:00,11.06,32
169.8, 11.1, 90.2,76.82,2018-08-08 08:00:00,13.46,32
158.2, 13.5, 76.8,68.06,2018-08-08 09:00:00,15.56,32
215.5, 15.6, 68.1,58.55,2018-08-08 10:00:00,18.22,32
212.2, 18.2, 58.6,48.94,2018-08-08 11:00:00,21.05,32
205.9, 21.1, 48.9,38.75,2018-08-08 12:00:00,24.37,32
198.1, 24.4, 38.8,32.89,2018-08-08 13:00:00,26.37,32
171.2, 26.4, 32.9,29.39,2018-08-08 14:00:00,28.06,32
163.8, 28.1, 29.4,30.53,2018-08-08 15:00:00,28.92,32
171.0, 28.9, 30.5,28.71,2018-08-08 16:00:00,29.23,32
169.0, 29.2, 28.7,28.72,2018-08-08 17:00:00,29.35,32
164.5, 29.4, 28.7,31.03,2018-08-08 18:00:00,28.67,32
167.8, 28.7, 31.0,45.38,2018-08-08 19:00:00,24.64,32
147.5, 24.6, 45.4,61.4,2018-08-08 20:00:00,20.72,32
330.2, 20.7, 61.4,68.61,2018-08-08 21:00:00,18.53,32
219.3, 18.5, 68.6,70.92,2018-08-08 22:00:00,17.55,32
174.2, 17.6, 70.9,80.2,2018-08-08 23:00:00,16.07,32
188.1, 16.1, 80.2,78.86,2018-08-09 00:00:00,15.54,32
167.2, 15.5, 78.9,83.4,2018-08-09 01:00:00,14.61,32
182.0, 14.6, 83.4,82.0,2018-08-09 02:00:00,14.2,32
168.8, 14.2, 82.0,84.2,2018-08-09 03:00:00,13.46,32
176.4, 13.5, 84.2,88.6,2018-08-09 04:00:00,12.66,32
160.9, 12.7, 88.6,88.8,2018-08-09 05:00:00,12.22,32
174.7, 12.2, 88.8,92.3,2018-08-09 06:00:00,11.69,32
152.5, 11.7, 92.3,90.9,2018-08-09 07:00:00,12.91,32
240.7, 12.9, 90.9,79.65,2018-08-09 08:00:00,15.16,32
201.6, 15.2, 79.7,69.59,2018-08-09 09:00:00,17.47,32
172.9, 17.5, 69.6,57.69,2018-08-09 10:00:00,20.77,32
206.0, 20.8, 57.7,50.53,2018-08-09 11:00:00,23.15,32
313.2, 23.2, 50.5,38.38,2018-08-09 12:00:00,26.18,32
167.9, 26.2, 38.4,33.34,2018-08-09 13:00:00,28.02,32
150.2, 28.0, 33.3,32.44,2018-08-09 14:00:00,28.85,32
145.3, 28.9, 32.4,35.66,2018-08-09 15:00:00,28.94,32
350.0, 28.9, 35.7,43.96,2018-08-09 16:00:00,27.42,32
333.7, 27.4, 44.0,41.2,2018-08-09 17:00:00,27.42,32
342.0, 27.4, 41.2,44.76,2018-08-09 18:00:00,26.21,32
333.7, 26.2, 44.8,56.79,2018-08-09 19:00:00,23.38,32
335.2, 23.4, 56.8,68.43,2018-08-09 20:00:00,20.73,32
359.4, 20.7, 68.4,62.1,2018-08-09 21:00:00,20.23,32
186.6, 20.2, 62.1,59.87,2018-08-09 22:00:00,19.3,32
38.2, 19.3, 59.9,68.36,2018-08-09 23:00:00,17.08,32
174.6, 17.1, 68.4,78.82,2018-08-10 00:00:00,15.31,32
177.0, 15.3, 78.8,85.4,2018-08-10 01:00:00,14.35,32
135.4, 14.4, 85.4,84.1,2018-08-10 02:00:00,13.57,32
157.6, 13.6, 84.1,79.1,2018-08-10 03:00:00,13.65,32
144.8, 13.7, 79.1,77.04,2018-08-10 04:00:00,13.36,32
146.8, 13.4, 77.0,76.51,2018-08-10 05:00:00,12.79,32
138.2, 12.8, 76.5,75.9,2018-08-10 06:00:00,12.78,32
153.7, 12.8, 75.9,78.24,2018-08-10 07:00:00,13.33,32
169.4, 13.3, 78.2,75.54,2018-08-10 08:00:00,14.78,32
241.0, 14.8, 75.5,65.34,2018-08-10 09:00:00,16.85,32
205.0, 16.9, 65.3,58.97,2018-08-10 10:00:00,18.76,32
203.0, 18.8, 59.0,43.49,2018-08-10 11:00:00,21.86,32
206.2, 21.9, 43.5,34.34,2018-08-10 12:00:00,23.36,32
61.6, 23.4, 34.3,30.46,2018-08-10 13:00:00,24.81,32
28.4, 24.8, 30.5,29.51,2018-08-10 14:00:00,25.83,32
7.8, 25.8, 29.5,28.87,2018-08-10 15:00:00,26.05,32
342.6, 26.1, 28.9,29.17,2018-08-10 16:00:00,25.81,32
334.8, 25.8, 29.2,31.78,2018-08-10 17:00:00,25.19,32
333.4, 25.2, 31.8,35.45,2018-08-10 18:00:00,23.52,32
329.7, 23.5, 35.5,43.86,2018-08-10 19:00:00,21.1,32
10.2, 21.1, 43.9,59.73,2018-08-10 20:00:00,17.76,32
337.8, 17.8, 59.7,67.53,2018-08-10 21:00:00,15.84,32
38.9, 15.8, 67.5,72.17,2018-08-10 22:00:00,14.76,32
181.8, 14.8, 72.2,81.3,2018-08-10 23:00:00,13.06,32
3.3, 13.1, 81.3,90.0,2018-08-11 00:00:00,12.24,32
