WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
159.2,14.2, None,74.5,2018-08-06 00:00:00,32
136.3,12.6, None,79.4,2018-08-06 01:00:00,32
134.1,11.7, None,81.3,2018-08-06 02:00:00,32
353.4,10.5, None,86.4,2018-08-06 03:00:00,32
176.7,9.6, None,87.6,2018-08-06 04:00:00,32
161.8,8.9, None,88.7,2018-08-06 05:00:00,32
132.8,8.8, None,88.7,2018-08-06 06:00:00,32
128.2,11.8, None,80.3,2018-08-06 07:00:00,32
126.1,14.3, None,72.1,2018-08-06 08:00:00,32
150.2,16.1, None,67.5,2018-08-06 09:00:00,32
151.5,18.6, None,56.3,2018-08-06 10:00:00,32
164.8,20.9, None,49.1,2018-08-06 11:00:00,32
152.7,23.6, None,39.5,2018-08-06 12:00:00,32
138.4,26.7, None,31.7,2018-08-06 13:00:00,32
230.1,28.8, None,23.8,2018-08-06 14:00:00,32
242.5,30.0, None,20.7,2018-08-06 15:00:00,32
231.6,30.1, None,20.0,2018-08-06 16:00:00,32
241.7,30.0, None,19.7,2018-08-06 17:00:00,32
254.1,30.0, None,19.6,2018-08-06 18:00:00,32
296.4,28.9, None,23.6,2018-08-06 19:00:00,32
317.0,26.3, None,36.3,2018-08-06 20:00:00,32
119.0,23.3, None,47.2,2018-08-06 21:00:00,32
111.9,21.1, None,53.9,2018-08-06 22:00:00,32
62.5,19.1, None,60.3,2018-08-06 23:00:00,32
335.2,18.5, None,61.9,2018-08-07 00:00:00,32
89.2,17.3, None,66.7,2018-08-07 01:00:00,32
139.2,16.4, None,67.1,2018-08-07 02:00:00,32
109.3,15.5, None,71.3,2018-08-07 03:00:00,32
105.1,13.8, None,79.3,2018-08-07 04:00:00,32
113.8,13.0, None,81.6,2018-08-07 05:00:00,32
80.2,11.9, None,85.6,2018-08-07 06:00:00,32
171.7,11.9, None,83.6,2018-08-07 07:00:00,32
143.1,14.5, None,74.1,2018-08-07 08:00:00,32
144.3,16.9, None,66.7,2018-08-07 09:00:00,32
164.4,18.8, None,61.8,2018-08-07 10:00:00,32
356.2,21.3, None,52.1,2018-08-07 11:00:00,32
304.9,22.7, None,41.1,2018-08-07 12:00:00,32
329.1,23.2, None,34.0,2018-08-07 13:00:00,32
323.9,23.7, None,33.4,2018-08-07 14:00:00,32
322.6,24.7, None,31.9,2018-08-07 15:00:00,32
334.8,26.1, None,28.5,2018-08-07 16:00:00,32
328.6,26.1, None,29.3,2018-08-07 17:00:00,32
330.6,25.7, None,30.6,2018-08-07 18:00:00,32
322.6,24.7, None,34.1,2018-08-07 19:00:00,32
316.1,23.2, None,42.1,2018-08-07 20:00:00,32
342.6,20.4, None,53.3,2018-08-07 21:00:00,32
90.2,17.4, None,62.0,2018-08-07 22:00:00,32
35.0,15.2, None,67.7,2018-08-07 23:00:00,32
145.2,13.6, None,72.8,2018-08-08 00:00:00,32
85.0,12.4, None,75.7,2018-08-08 01:00:00,32
167.0,11.4, None,79.3,2018-08-08 02:00:00,32
196.4,10.1, None,84.6,2018-08-08 03:00:00,32
125.1,9.3, None,86.3,2018-08-08 04:00:00,32
204.6,8.4, None,86.4,2018-08-08 05:00:00,32
87.9,7.7, None,89.4,2018-08-08 06:00:00,32
159.4,8.1, None,86.0,2018-08-08 07:00:00,32
146.6,12.1, None,73.8,2018-08-08 08:00:00,32
160.0,15.2, None,65.5,2018-08-08 09:00:00,32
151.9,17.7, None,55.2,2018-08-08 10:00:00,32
165.5,20.0, None,46.5,2018-08-08 11:00:00,32
153.9,22.9, None,39.0,2018-08-08 12:00:00,32
141.8,25.5, None,32.4,2018-08-08 13:00:00,32
142.7,28.1, None,27.4,2018-08-08 14:00:00,32
165.4,29.9, None,24.4,2018-08-08 15:00:00,32
151.4,31.2, None,22.4,2018-08-08 16:00:00,32
150.2,31.5, None,22.0,2018-08-08 17:00:00,32
210.8,32.0, None,18.4,2018-08-08 18:00:00,32
221.9,31.8, None,18.8,2018-08-08 19:00:00,32
186.6,30.5, None,22.9,2018-08-08 20:00:00,32
2.7,24.9, None,42.5,2018-08-08 21:00:00,32
29.3,21.0, None,53.9,2018-08-08 22:00:00,32
92.5,19.3, None,58.0,2018-08-08 23:00:00,32
144.7,17.2, None,64.1,2018-08-09 00:00:00,32
152.5,16.7, None,63.4,2018-08-09 01:00:00,32
124.7,17.9, None,57.5,2018-08-09 02:00:00,32
121.9,16.5, None,64.8,2018-08-09 03:00:00,32
322.4,13.2, None,79.1,2018-08-09 04:00:00,32
14.8,12.1, None,82.7,2018-08-09 05:00:00,32
334.1,11.2, None,84.5,2018-08-09 06:00:00,32
46.4,11.2, None,85.3,2018-08-09 07:00:00,32
290.6,14.7, None,74.5,2018-08-09 08:00:00,32
133.9,19.1, None,58.6,2018-08-09 09:00:00,32
170.1,21.7, None,49.1,2018-08-09 10:00:00,32
163.0,24.2, None,40.6,2018-08-09 11:00:00,32
143.5,27.2, None,32.7,2018-08-09 12:00:00,32
144.4,29.6, None,27.8,2018-08-09 13:00:00,32
137.0,32.3, None,21.0,2018-08-09 14:00:00,32
122.6,33.5, None,18.2,2018-08-09 15:00:00,32
147.1,34.4, None,16.1,2018-08-09 16:00:00,32
182.5,34.3, None,15.8,2018-08-09 17:00:00,32
139.6,34.3, None,15.9,2018-08-09 18:00:00,32
311.0,33.6, None,17.7,2018-08-09 19:00:00,32
46.9,29.8, None,28.9,2018-08-09 20:00:00,32
88.8,25.3, None,41.8,2018-08-09 21:00:00,32
120.7,24.4, None,36.1,2018-08-09 22:00:00,32
128.0,23.0, None,40.1,2018-08-09 23:00:00,32
125.5,22.5, None,41.6,2018-08-10 00:00:00,32
123.8,22.2, None,42.4,2018-08-10 01:00:00,32
107.0,20.8, None,46.5,2018-08-10 02:00:00,32
320.2,17.3, None,60.2,2018-08-10 03:00:00,32
106.1,15.7, None,67.0,2018-08-10 04:00:00,32
142.0,14.8, None,70.6,2018-08-10 05:00:00,32
142.8,13.5, None,75.7,2018-08-10 06:00:00,32
109.7,12.8, None,78.1,2018-08-10 07:00:00,32
211.7,15.1, None,70.7,2018-08-10 08:00:00,32
159.0,18.1, None,60.1,2018-08-10 09:00:00,32
158.8,20.6, None,52.9,2018-08-10 10:00:00,32
159.8,23.0, None,45.2,2018-08-10 11:00:00,32
303.3,25.2, None,40.1,2018-08-10 12:00:00,32
295.4,26.8, None,36.1,2018-08-10 13:00:00,32
300.5,28.9, None,31.3,2018-08-10 14:00:00,32
320.6,30.2, None,29.2,2018-08-10 15:00:00,32
324.9,30.5, None,27.8,2018-08-10 16:00:00,32
329.0,29.8, None,29.2,2018-08-10 17:00:00,32
333.7,28.2, None,31.3,2018-08-10 18:00:00,32
337.4,26.1, None,33.9,2018-08-10 19:00:00,32
338.0,25.0, None,36.0,2018-08-10 20:00:00,32
338.4,23.4, None,42.5,2018-08-10 21:00:00,32
52.1,20.1, None,55.7,2018-08-10 22:00:00,32
342.1,19.5, None,58.0,2018-08-10 23:00:00,32
316.0,19.8, None,54.2,2018-08-11 00:00:00,32
0.8,18.1, None,58.6,2018-08-11 01:00:00,32
105.8,15.7, None,67.7,2018-08-11 02:00:00,32
76.2,13.8, None,74.9,2018-08-11 03:00:00,32
62.5,12.8, None,78.4,2018-08-11 04:00:00,32
139.9,12.0, None,80.6,2018-08-11 05:00:00,32
299.4,12.1, None,82.5,2018-08-11 06:00:00,32
17.1,11.9, None,85.0,2018-08-11 07:00:00,32
278.6,12.7, None,81.3,2018-08-11 08:00:00,32
248.6,14.2, None,73.6,2018-08-11 09:00:00,32
155.2,16.5, None,66.0,2018-08-11 10:00:00,32
155.8,17.7, None,60.1,2018-08-11 11:00:00,32
164.3,17.7, None,61.9,2018-08-11 12:00:00,32
