BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
1006.0, 15.1, 0.942, 80.1, 83.2,2018-08-06 00:00:00, 14.17,32
1006.0, 14.2, 0.676, 83.2, 86.2,2018-08-06 01:00:00, 13.33,32
1006.0, 13.3, 0.353, 86.2, 87.2,2018-08-06 02:00:00, 12.6,32
1006.0, 12.6, 0.474, 87.2, 89.0,2018-08-06 03:00:00, 11.72,32
1006.0, 11.7, 0.337, 89.0, 90.8,2018-08-06 04:00:00, 10.71,32
1005.0, 10.7, 0.464, 90.8, 91.6,2018-08-06 05:00:00, 10.52,32
1005.0, 10.5, 1.207, 91.6, 92.5,2018-08-06 06:00:00, 11.3,32
1005.0, 11.3, 1.296, 92.5, 90.4,2018-08-06 07:00:00, 12.81,32
1005.0, 12.8, 2.739, 90.4, 78.65,2018-08-06 08:00:00, 15.69,32
1005.0, 15.7, 2.622, 78.7, 61.98,2018-08-06 09:00:00, 19.75,32
1004.0, 19.8, 3.851, 62.0, 50.09,2018-08-06 10:00:00, 22.84,32
1004.0, 22.8, 4.224, 50.1, 46.22,2018-08-06 11:00:00, 23.52,32
1004.0, 23.5, 6.572, 46.2, 33.92,2018-08-06 12:00:00, 25.21,32
1004.0, 25.2, 5.074, 33.9, 38.82,2018-08-06 13:00:00, 23.49,32
1004.0, 23.5, 4.771, 38.8, 38.63,2018-08-06 14:00:00, 24.64,32
1003.0, 24.6, 6.019, 38.6, 32.34,2018-08-06 15:00:00, 26.23,32
1003.0, 26.2, 5.983, 32.3, 33.91,2018-08-06 16:00:00, 24.82,32
1003.0, 24.8, 3.257, 33.9, 47.7,2018-08-06 17:00:00, 23.13,32
1003.0, 23.1, 2.085, 47.7, 49.32,2018-08-06 18:00:00, 23.18,32
1003.0, 23.2, 2.083, 49.3, 58.02,2018-08-06 19:00:00, 20.42,32
1003.0, 20.4, 3.18, 58.0, 60.99,2018-08-06 20:00:00, 18.03,32
1003.0, 18.0, 2.533, 61.0, 72.42,2018-08-06 21:00:00, 15.64,32
1003.0, 15.6, 1.958, 72.4, 75.21,2018-08-06 22:00:00, 13.57,32
1003.0, 13.6, 2.001, 75.2, 76.41,2018-08-06 23:00:00, 12.97,32
1004.0, 13.0, 2.653, 76.4, 72.78,2018-08-07 00:00:00, 13.45,32
1004.0, 13.5, 1.185, 72.8, 75.64,2018-08-07 01:00:00, 12.61,32
1004.0, 12.6, 1.163, 75.6, 81.8,2018-08-07 02:00:00, 11.43,32
1004.0, 11.4, 1.555, 81.8, 84.2,2018-08-07 03:00:00, 10.98,32
1004.0, 11.0, 0.582, 84.2, 84.6,2018-08-07 04:00:00, 10.55,32
1005.0, 10.6, 1.633, 84.6, 88.2,2018-08-07 05:00:00, 10.15,32
1005.0, 10.2, 1.422, 88.2, 87.6,2018-08-07 06:00:00, 10.83,32
1005.0, 10.8, 1.415, 87.6, 86.6,2018-08-07 07:00:00, 11.18,32
1005.0, 11.2, 1.526, 86.6, 76.4,2018-08-07 08:00:00, 13.67,32
1005.0, 13.7, 0.777, 76.4, 67.28,2018-08-07 09:00:00, 16.37,32
1006.0, 16.4, 3.091, 67.3, 53.29,2018-08-07 10:00:00, 21.79,32
1005.0, 21.8, 5.139, 53.3, 39.86,2018-08-07 11:00:00, 25.0,32
1005.0, 25.0, 6.118, 39.9, 36.79,2018-08-07 12:00:00, 25.41,32
1005.0, 25.4, 7.002, 36.8, 32.22,2018-08-07 13:00:00, 26.85,32
