station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-18.208, 0.6, 88.4, 26.47, 0.0, 942.55, None, 0.0, 2012-01-01 00:00:00, 53.3, -19.7
-20.167, 0.6, 87.8, 28.24, 0.19, 942.35, None, 1.3, 2012-01-01 01:00:00, 40.7, -21.7
-18.967, 0.6, 87.6, 29.41, 0.93, 942.65, None, 2.04, 2012-01-01 02:00:00, 64.6, -20.5
-17.944, 0.6, 87.2, 28.24, 1.11, 942.75, None, 1.86, 2012-01-01 03:00:00, 68.8, -19.6
-20.214, 0.6, 86.8, 27.65, 1.11, 942.85, None, 2.23, 2012-01-01 04:00:00, 80.0, -21.9
-20.499, 0.6, 86.2, 27.65, 1.11, 942.55, None, 2.04, 2012-01-01 05:00:00, 92.7, -22.2
-21.223, 0.6, 85.9, 27.65, 0.93, 942.35, None, 1.67, 2012-01-01 06:00:00, 89.9, -23.0
-20.786, 0.6, 85.6, 27.06, 0.93, 942.15, None, 1.67, 2012-01-01 07:00:00, 84.2, -22.6
-22.117, 0.6, 84.8, 27.06, 0.93, 942.05, None, 1.86, 2012-01-01 08:00:00, 85.6, -24.0
-21.617, 0.6, 84.9, 27.65, 1.11, 940.65, None, 2.23, 2012-01-01 09:00:00, 96.9, -23.5
-21.716, 8.1, 84.7, 30.0, 0.74, 941.15, None, 1.48, 2012-01-01 10:00:00, 60.4, -23.6
-19.012, 35.6, 85.1, 31.18, 0.93, 941.25, None, 1.86, 2012-01-01 11:00:00, 71.6, -20.9
-18.429, 59.4, 84.9, 31.76, 0.56, 939.95, None, 1.67, 2012-01-01 12:00:00, 252.7, -20.4
-16.618, 44.4, 85.6, 32.35, 0.0, 938.45, None, 0.0, 2012-01-01 13:00:00, 304.7, -18.5
-15.144, 40.6, 86.5, 31.76, 0.19, 937.35, None, 1.48, 2012-01-01 14:00:00, 262.5, -16.9
-12.491, 46.9, 87.3, 30.59, 0.37, 935.85, None, 1.67, 2012-01-01 15:00:00, 317.3, -14.2
-12.714, 10.6, 88.4, 31.76, 0.37, 934.75, None, 1.48, 2012-01-01 16:00:00, 255.5, -14.2
-11.397, 0.6, 89.0, 32.94, 0.56, 934.05, None, 1.67, 2012-01-01 17:00:00, 39.3, -12.9
-11.147, 0.6, 89.3, 32.94, 0.19, 933.15, None, 1.3, 2012-01-01 18:00:00, 89.9, -12.6
-11.29, 0.6, 90.0, 34.12, 0.37, 931.95, None, 1.3, 2012-01-01 19:00:00, 286.4, -12.6
-10.092, 0.6, 90.3, 34.71, 0.56, 930.55, None, 1.48, 2012-01-01 20:00:00, 139.0, -11.4
-9.919, 0.6, 90.1, 35.88, 0.56, 929.45, None, 1.48, 2012-01-01 21:00:00, 77.2, -11.2
-8.999, 0.6, 90.2, 37.65, 0.19, 928.45, None, 1.48, 2012-01-01 22:00:00, 57.6, -10.3
-8.397, 0.6, 90.4, 41.76, 0.19, 927.25, None, 1.86, 2012-01-01 23:00:00, 132.0, -9.7
-6.674, 0.6, 90.9, 72.94, 0.56, 926.65, None, 2.04, 2012-01-02 00:00:00, 88.4, -7.9
-2.218, 0.6, 89.9, 95.88, 1.67, 925.75, None, 3.9, 2012-01-02 01:00:00, 75.8, -3.7
-0.817, 0.6, 86.1, 41.76, 2.41, 925.05, None, 4.64, 2012-01-02 02:00:00, 63.2, -2.9
-0.088, 0.6, 84.7, 4.71, 2.78, 924.65, None, 6.31, 2012-01-02 03:00:00, 54.8, -2.4
0.163, 0.6, 85.6, 74.12, 2.78, 923.85, None, 5.38, 2012-01-02 04:00:00, 51.9, -2.0
0.107, 0.6, 86.1, 4.12, 2.41, 922.65, None, 5.2, 2012-01-02 05:00:00, 44.9, -1.9
0.384, 0.6, 85.9, 4.12, 2.23, 922.15, None, 5.38, 2012-01-02 06:00:00, 49.1, -1.7
0.522, 0.6, 84.1, 4.71, 1.86, 921.45, None, 4.45, 2012-01-02 07:00:00, 66.0, -1.9
-0.199, 0.6, 85.8, 4.12, 1.11, 921.25, None, 2.6, 2012-01-02 08:00:00, 91.3, -2.3
0.218, 0.6, 88.1, 7.65, 1.3, 921.15, None, 3.53, 2012-01-02 09:00:00, 78.6, -1.5
0.852, 4.4, 82.3, 26.47, 2.41, 920.85, None, 5.2, 2012-01-02 10:00:00, 64.6, -1.8
0.329, 26.9, 86.6, 100.0, 2.23, 920.95, None, 5.75, 2012-01-02 11:00:00, 68.8, -1.6
0.163, 44.4, 91.3, 3.53, 2.23, 921.05, None, 5.57, 2012-01-02 12:00:00, 71.6, -1.1
1.289, 165.6, 91.6, 4.12, 2.23, 920.75, None, 4.08, 2012-01-02 13:00:00, 60.4, 0.1
1.044, 64.4, 88.6, 3.53, 2.23, 920.25, None, 4.64, 2012-01-02 14:00:00, 64.6, -0.6
1.262, 63.1, 88.0, 3.53, 1.86, 920.05, None, 3.71, 2012-01-02 15:00:00, 64.6, -0.5
1.371, 23.1, 85.9, 4.12, 2.6, 920.15, None, 4.82, 2012-01-02 16:00:00, 42.1, -0.7
1.425, 3.1, 86.1, 5.29, 2.41, 920.75, None, 4.82, 2012-01-02 17:00:00, 56.2, -0.6
