pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,0.329,93.2, None, None, None, None, None, None, None, -1.0, None, None, None,2019-12-10 00:00:00, None, 7.38, None,50
None,0.801,95.9, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 01:00:00, None, 7.51, None,50
None,-0.549,95.0, None, None, None, None, None, None, None, -1.0, None, None, None,2019-12-10 02:00:00, None, 7.42, None,50
None,-0.876,94.1, None, None, None, None, None, None, None, -2.0, None, None, None,2019-12-10 03:00:00, None, 7.28, None,50
None,-1.261,94.9, None, None, None, None, None, None, None, -2.0, None, None, None,2019-12-10 04:00:00, None, 7.27, None,50
None,-1.599,95.7, None, None, None, None, None, None, None, -2.0, None, None, None,2019-12-10 05:00:00, None, 7.27, None,50
None,0.718,95.4, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 06:00:00, None, 7.26, None,50
None,-0.682,94.9, None, None, None, None, None, None, None, -1.0, None, None, None,2019-12-10 07:00:00, None, 7.28, None,50
None,-1.647,96.2, None, None, None, None, None, None, None, -2.0, None, None, None,2019-12-10 08:00:00, None, 7.33, None,50
None,0.042,95.7, None, None, None, None, None, None, None, -1.0, None, None, None,2019-12-10 09:00:00, None, 7.3, None,50
None,0.709,95.7, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 10:00:00, None, 7.31, None,50
None,1.466,94.4, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 11:00:00, None, 7.25, None,50
None,1.754,91.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 12:00:00, None, 7.33, None,50
None,2.285,88.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 13:00:00, None, 7.26, None,50
None,1.942,90.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 14:00:00, None, 7.15, None,50
None,1.417,93.9, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 15:00:00, None, 7.16, None,50
None,1.32,94.8, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 16:00:00, None, 6.874, None,50
None,1.272,95.3, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 17:00:00, None, 6.262, None,50
None,0.934,95.9, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 18:00:00, None, 6.703, None,50
None,0.741,96.2, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 19:00:00, None, 6.693, None,50
None,0.21,96.8, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 20:00:00, None, 6.704, None,50
None,0.077,96.9, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 21:00:00, None, 6.68, None,50
None,0.474,97.3, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-10 22:00:00, None, 6.671, None,50
None,1.007,97.4, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-10 23:00:00, None, 6.652, None,50
None,1.563,96.9, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 00:00:00, None, 6.439, None,50
None,1.706,95.4, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 01:00:00, None, 6.011, None,50
None,1.658,94.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 02:00:00, None, 6.232, None,50
None,1.561,95.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 03:00:00, None, 6.579, None,50
None,1.706,94.1, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 04:00:00, None, 6.528, None,50
None,1.61,93.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 05:00:00, None, 6.552, None,50
None,1.996,93.1, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 06:00:00, None, 6.793, None,50
None,2.478,89.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 07:00:00, None, 6.737, None,50
None,2.382,89.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 08:00:00, None, 6.611, None,50
None,2.719,88.1, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 09:00:00, None, 6.409, None,50
None,3.154,84.6, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 10:00:00, None, 6.36, None,50
None,3.105,84.4, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 11:00:00, None, 5.853, None,50
None,3.057,85.4, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 12:00:00, None, 6.192, None,50
None,3.202,84.8, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 13:00:00, None, 6.457, None,50
None,3.392,83.3, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 14:00:00, None, 6.342, None,50
None,3.872,78.8, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 15:00:00, None, 5.969, None,50
None,4.396,73.4, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-11 16:00:00, None, 5.513, None,50
None,4.789,71.9, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-11 17:00:00, None, 5.26, None,50
None,4.206,76.6, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-11 18:00:00, None, 5.147, None,50
None,4.109,76.5, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-11 19:00:00, None, 5.06, None,50
None,3.437,82.9, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 20:00:00, None, 4.952, None,50
None,4.304,77.1, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 21:00:00, None, 4.687, None,50
None,3.729,81.2, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 22:00:00, None, 4.452, None,50
None,3.25,84.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-11 23:00:00, None, 4.467, None,50
None,3.443,85.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-12 00:00:00, None, 4.415, None,50
None,3.588,84.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-12 01:00:00, None, 4.346, None,50
None,2.912,85.0, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-12 02:00:00, None, 3.938, None,50
None,2.382,89.2, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-12 04:00:00, None, 2.986, None,50
None,1.754,91.7, None, None, None, None, None, None, None, 1.0, None, None, None,2019-12-12 05:00:00, None, 3.819, None,50
None,1.561,92.4, None, None, None, None, None, None, None, 0.0, None, None, None,2019-12-12 06:00:00, None, 3.802, None,50
