ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0, 0.0,-5.0, 0.0,2018-04-30,0.0, 13.5,18
0.0, 0.0,1.0, 0.0,2018-05-01,0.0, 14.5,18
0.6, 0.6,5.0, 0.0,2018-05-02,0.0, 15.5,18
1.4, 1.4,1.5, 0.0,2018-05-03,0.0, 9.0,18
0.0, 0.0,2.5, 0.0,2018-05-04,0.0, 15.0,18
0.0, 0.0,2.0, 0.0,2018-05-05,0.0, 15.0,18
0.0, 0.0,-2.0, 0.0,2018-05-06,0.0, 22.5,18
