CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -6.004, 94.4, None, None, None, None, 16.71, None, 0.0, 249.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 00:00:00, None, None, 143.7,52
None, -6.013, 94.3, None, None, None, None, 14.51, None, 0.0, 252.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 01:00:00, None, None, 143.6,52
None, -6.083, 94.3, None, None, None, None, 18.15, None, 0.0, 243.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 02:00:00, None, None, 143.4,52
None, -6.115, 94.3, None, None, None, None, 14.8, None, 0.0, 253.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 03:00:00, None, None, 143.2,52
None, -6.213, 94.2, None, None, None, None, 9.16, None, 0.0, 257.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 04:00:00, None, None, 143.0,52
None, -6.217, 94.1, None, None, None, None, 15.29, None, 0.0, 258.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 05:00:00, None, None, 142.5,52
None, -6.306, 94.1, None, None, None, None, 15.01, None, 0.0, 254.9, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 06:00:00, None, None, 143.3,52
None, -6.647, 93.8, None, None, None, None, 22.0, None, 0.0, 244.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 07:00:00, None, None, 142.5,52
None, -6.879, 93.6, None, None, None, None, 23.09, None, 0.0, 238.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 08:00:00, None, None, 142.9,52
None, -6.677, 93.9, None, None, None, None, 20.6, None, 0.0, 243.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 09:00:00, None, None, 142.6,52
None, -6.275, 94.4, None, None, None, None, 23.14, None, 0.0, 244.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 10:00:00, None, None, 142.0,52
None, -6.704, 93.9, None, None, None, None, 24.07, None, 0.0, 243.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 11:00:00, None, None, 141.9,52
None, -6.233, 94.3, None, None, None, None, 17.7, None, 0.0, 255.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 12:00:00, None, None, 141.0,52
None, -6.26, 94.2, None, None, None, None, 12.19, None, 0.0, 263.1, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 13:00:00, None, None, 141.5,52
None, -6.652, 94.0, None, None, None, None, 18.59, None, 0.0, 254.6, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 14:00:00, None, None, 140.1,52
