CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -7.507, 93.0, None, None, None, None,17.3, None, 9.74,221.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 00:00:00, None, None,52
None, -7.596, 92.7, None, None, None, None,18.83, None, 10.09,235.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 01:00:00, None, None,52
None, -8.21, 92.2, None, None, None, None,20.49, None, 9.7,232.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 02:00:00, None, None,52
None, -8.02, 92.5, None, None, None, None,15.51, None, 12.4,196.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 03:00:00, None, None,52
None, -8.32, 92.2, None, None, None, None,16.19, None, 12.61,195.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 04:00:00, None, None,52
None, -8.57, 92.0, None, None, None, None,18.13, None, 11.43,195.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 05:00:00, None, None,52
None, -8.21, 92.3, None, None, None, None,13.23, None, 12.34,181.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 06:00:00, None, None,52
None, -8.57, 91.9, None, None, None, None,17.82, None, 11.26,211.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 07:00:00, None, None,52
None, -8.88, 91.7, None, None, None, None,15.57, None, 10.81,237.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 08:00:00, None, None,52
None, -7.979, 92.1, None, None, None, None,16.27, None, 8.98,211.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 09:00:00, None, None,52
None, -7.703, 91.9, None, None, None, None,20.17, None, 6.908,213.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 10:00:00, None, None,52
None, -7.976, 91.6, None, None, None, None,25.64, None, 6.554,227.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 11:00:00, None, None,52
None, -7.624, 92.0, None, None, None, None,20.29, None, 8.77,241.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 12:00:00, None, None,52
None, -7.383, 92.1, None, None, None, None,19.01, None, 6.537,227.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 13:00:00, None, None,52
None, -6.772, 92.9, None, None, None, None,22.01, None, 3.594,234.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 14:00:00, None, None,52
None, -7.589, 92.2, None, None, None, None,33.92, None, 3.841,200.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 15:00:00, None, None,52
None, -7.965, 92.5, None, None, None, None,14.08, None, 9.67,223.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 16:00:00, None, None,52
None, -7.984, 92.5, None, None, None, None,14.72, None, 9.28,224.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 17:00:00, None, None,52
None, -7.763, 92.6, None, None, None, None,11.67, None, 8.19,242.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 18:00:00, None, None,52
None, -7.763, 92.8, None, None, None, None,14.33, None, 5.386,240.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 19:00:00, None, None,52
None, -7.785, 92.6, None, None, None, None,20.02, None, 6.035,232.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 20:00:00, None, None,52
None, -7.756, 92.8, None, None, None, None,10.48, None, 7.621,237.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 21:00:00, None, None,52
None, -7.922, 92.5, None, None, None, None,6.512, None, 7.533,254.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 22:00:00, None, None,52
None, -7.688, 92.9, None, None, None, None,25.03, None, 4.792,247.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-24 23:00:00, None, None,52
None, -7.576, 92.9, None, None, None, None,7.604, None, 6.384,261.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 00:00:00, None, None,52
None, -7.204, 93.2, None, None, None, None,2.811, None, 5.995,270.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 01:00:00, None, None,52
None, -6.955, 93.6, None, None, None, None,15.69, None, 6.559,281.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 02:00:00, None, None,52
None, -6.963, 93.5, None, None, None, None,21.1, None, 7.82,7.86, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 03:00:00, None, None,52
None, -7.046, 93.1, None, None, None, None,21.67, None, 9.73,53.38, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 04:00:00, None, None,52
None, -7.537, 93.0, None, None, None, None,11.94, None, 12.74,45.53, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 05:00:00, None, None,52
None, -7.928, 92.5, None, None, None, None,9.69, None, 14.95,54.44, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-12-25 06:00:00, None, None,52
