pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 3.688, 95.4, 6.1, None, 48.32, 5.216, 337.8, 3.0, None, 3.7, 2.9, 3.0, 0.0, None, 0.0, 95.0,2021-10-01 00:00:00, None, None,40
None, 3.28, 96.5, 6.1, None, 73.83, 1.672, 289.0, 3.0, None, 3.3, 2.9, 3.0, 0.0, None, 0.0, 97.0,2021-10-01 01:00:00, None, None,40
None, 2.269, 96.7, 6.1, None, 74.02, 1.329, 280.5, 2.0, None, 2.3, 2.3, 2.0, 0.0, None, 0.0, 97.0,2021-10-01 02:00:00, None, None,40
None, 3.087, 96.8, 6.1, None, 67.65, 2.513, 314.6, 3.0, None, 3.1, 1.7, 3.0, 0.0, None, 0.0, 97.0,2021-10-01 03:00:00, None, None,40
None, 2.693, 97.1, 6.1, None, 38.37, 1.057, 210.8, 2.0, None, 2.7, 1.7, 2.0, 0.0, None, 0.0, 97.0,2021-10-01 04:00:00, None, None,40
None, 2.613, 97.4, 6.1, None, 73.02, 1.908, 259.0, 2.0, None, 2.6, 1.7, 2.0, 0.0, None, 0.0, 97.0,2021-10-01 05:00:00, None, None,40
None, 2.085, 97.7, 6.1, None, 76.68, 1.964, 234.6, 2.0, None, 2.1, 1.7, 2.0, 0.0, None, 0.0, 98.0,2021-10-01 06:00:00, None, None,40
None, 1.125, 97.4, 2.2, None, 71.0, 0.478, 196.1, 1.0, None, 1.1, 1.2, 1.0, 0.0, None, 0.0, 97.0,2021-10-01 07:00:00, None, None,40
None, 1.597, 98.0, 2.2, None, 73.81, 2.238, 234.9, 1.0, None, 1.6, 1.0, 1.0, 0.0, None, 0.0, 98.0,2021-10-01 08:00:00, None, None,40
None, 2.871, 98.3, 2.8, None, 69.65, 1.99, 87.6, 3.0, None, 2.9, 1.0, 3.0, 0.0, None, 0.0, 98.0,2021-10-01 09:00:00, None, None,40
None, 4.754, 97.3, 4.8, None, 71.72, 2.549, 180.7, 4.0, None, 4.8, 1.0, 4.0, 0.0, None, 0.0, 97.0,2021-10-01 10:00:00, None, None,40
None, 8.82, 78.59, 8.6, None, 48.82, 4.057, 2.995, 6.0, None, 8.8, 1.0, 6.0, 0.0, None, 0.0, 79.0,2021-10-01 11:00:00, None, None,40
None, 9.38, 72.07, 10.3, None, 36.8, 6.571, 3.852, 5.0, None, 9.4, 1.0, 5.0, 0.0, None, 0.0, 72.0,2021-10-01 12:00:00, None, None,40
None, 10.59, 53.54, 10.8, None, 28.65, 8.43, 10.46, 2.0, None, 10.6, 1.0, 2.0, 0.0, None, 0.0, 54.0,2021-10-01 13:00:00, None, None,40
None, 9.72, 54.06, 10.8, None, 33.32, 6.824, 14.53, 1.0, None, 9.7, 1.0, 1.0, 0.0, None, 0.0, 54.0,2021-10-01 14:00:00, None, None,40
None, 10.1, 46.61, 10.9, None, 53.52, 4.176, 35.32, -1.0, None, 10.1, 1.0, -1.0, 0.0, None, 0.0, 47.0,2021-10-01 15:00:00, None, None,40
None, 9.94, 50.67, 10.9, None, 32.79, 7.665, 351.5, 1.0, None, 9.9, 1.0, 1.0, 0.0, None, 0.0, 51.0,2021-10-01 16:00:00, None, None,40
None, 9.19, 55.2, 10.9, None, 44.09, 4.003, 24.44, 1.0, None, 9.2, 1.0, 1.0, 0.0, None, 0.0, 55.0,2021-10-01 17:00:00, None, None,40
None, 6.438, 80.9, 10.9, None, 60.05, 1.302, 311.0, 4.0, None, 6.4, 1.0, 4.0, 0.0, None, 0.0, 81.0,2021-10-01 18:00:00, None, None,40
None, 4.735, 89.1, 6.5, None, 39.81, 0.972, 305.9, 3.0, None, 4.7, 4.7, 3.0, 0.0, None, 0.0, 89.0,2021-10-01 19:00:00, None, None,40
None, 4.108, 91.7, 6.5, None, 57.05, 0.836, 181.0, 3.0, None, 4.1, 4.0, 3.0, 0.0, None, 0.0, 92.0,2021-10-01 20:00:00, None, None,40
None, 3.668, 92.8, 6.5, None, 57.5, 0.772, 163.8, 3.0, None, 3.7, 3.7, 3.0, 0.0, None, 0.0, 93.0,2021-10-01 21:00:00, None, None,40
None, 3.817, 90.4, 6.5, None, 56.4, 3.854, 354.9, 2.0, None, 3.8, 3.3, 2.0, 0.0, None, 0.0, 90.0,2021-10-01 22:00:00, None, None,40
None, 4.71, 74.83, 6.5, None, 31.12, 4.836, 337.9, 0.0, None, 4.7, 3.1, 0.0, 0.0, None, 0.0, 75.0,2021-10-01 23:00:00, None, None,40
