pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 7.669, 74.35, 15.8, 74.0, None, None, 3.0, 7.7, 7.7, 3.0, -0.4, None, None,2022-04-30 00:00:00, None, None, None,18
None, 6.949, 75.37, 15.8, 75.0, None, None, 3.0, 6.9, 7.0, 3.0, -0.2, None, None,2022-04-30 01:00:00, None, None, None,18
None, 6.24, 76.81, 15.8, 77.0, None, None, 3.0, 6.2, 6.2, 3.0, -0.3, None, None,2022-04-30 02:00:00, None, None, None,18
None, 5.23, 83.3, 15.8, 83.0, None, None, 3.0, 5.2, 5.3, 3.0, -0.2, None, None,2022-04-30 03:00:00, None, None, None,18
None, 5.881, 82.0, 15.8, 82.0, None, None, 3.0, 5.9, 5.2, 3.0, -0.4, None, None,2022-04-30 04:00:00, None, None, None,18
None, 5.191, 84.2, 15.8, 84.0, None, None, 3.0, 5.2, 5.2, 3.0, -0.2, None, None,2022-04-30 05:00:00, None, None, None,18
None, 5.146, 86.1, 15.8, 86.0, None, None, 3.0, 5.1, 4.9, 3.0, -0.1, None, None,2022-04-30 06:00:00, None, None, None,18
None, 4.967, 84.5, 5.1, 85.0, None, None, 3.0, 5.0, 4.6, 3.0, 0.1, None, None,2022-04-30 07:00:00, None, None, None,18
None, 6.915, 71.35, 6.9, 71.0, None, None, 2.0, 6.9, 4.6, 2.0, -0.7, None, None,2022-04-30 08:00:00, None, None, None,18
None, 8.3, 66.63, 8.3, 67.0, None, None, 2.0, 8.3, 4.6, 2.0, -0.2, None, None,2022-04-30 09:00:00, None, None, None,18
None, 12.41, 46.8, 12.3, 47.0, None, None, 1.0, 12.4, 4.6, 1.0, -0.6, None, None,2022-04-30 10:00:00, None, None, None,18
None, 13.45, 48.31, 15.2, 48.0, None, None, 3.0, 13.5, 4.6, 3.0, 1.2, None, None,2022-04-30 11:00:00, None, None, None,18
None, 13.6, 43.79, 15.2, 44.0, None, None, 1.0, 13.6, 4.6, 1.0, 1.3, None, None,2022-04-30 12:00:00, None, None, None,18
