CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
2.359, None, None, None, None, None, None, None, None, 2.4, 2.0, None, -0.1, None, 9.1, None, None,2022-04-30 00:00:00, None, None, None,18
1.889, None, None, None, None, None, None, None, None, 1.9, 1.6, None, -0.1, None, 9.1, None, None,2022-04-30 01:00:00, None, None, None,18
0.145, None, None, None, None, None, None, None, None, 0.1, 0.1, None, 0.0, None, 9.1, None, None,2022-04-30 02:00:00, None, None, None,18
-1.069, None, None, None, None, None, None, None, None, -1.1, -1.1, None, -0.1, None, 9.1, None, None,2022-04-30 03:00:00, None, None, None,18
-1.333, None, None, None, None, None, None, None, None, -1.3, -1.3, None, -0.1, None, 9.1, None, None,2022-04-30 04:00:00, None, None, None,18
-1.248, None, None, None, None, None, None, None, None, -1.2, -1.4, None, -0.1, None, 9.1, None, None,2022-04-30 05:00:00, None, None, None,18
-1.447, None, None, None, None, None, None, None, None, -1.4, -1.7, None, -1.0, None, 9.1, None, None,2022-04-30 06:00:00, None, None, None,18
-2.156, None, None, None, None, None, None, None, None, -2.2, -2.2, None, -0.1, None, -1.4, None, None,2022-04-30 07:00:00, None, None, None,18
-0.541, None, None, None, None, None, None, None, None, -0.5, -2.2, None, -0.1, None, -0.5, None, None,2022-04-30 08:00:00, None, None, None,18
1.768, None, None, None, None, None, None, None, None, 1.8, -2.2, None, 0.1, None, 1.8, None, None,2022-04-30 09:00:00, None, None, None,18
4.383, None, None, None, None, None, None, None, None, 4.4, -2.2, None, 1.0, None, 4.4, None, None,2022-04-30 10:00:00, None, None, None,18
6.955, None, None, None, None, None, None, None, None, 7.0, -2.2, None, 1.0, None, 7.1, None, None,2022-04-30 11:00:00, None, None, None,18
8.25, None, None, None, None, None, None, None, None, 8.3, -2.2, None, -0.1, None, 8.9, None, None,2022-04-30 12:00:00, None, None, None,18
8.91, None, None, None, None, None, None, None, None, 8.9, -2.2, None, -1.0, None, 9.5, None, None,2022-04-30 13:00:00, None, None, None,18
8.89, None, None, None, None, None, None, None, None, 8.9, -2.2, None, -1.0, None, 10.3, None, None,2022-04-30 14:00:00, None, None, None,18
8.89, None, None, None, None, None, None, None, None, 8.9, -2.2, None, 0.0, None, 10.3, None, None,2022-04-30 15:00:00, None, None, None,18
8.8, None, None, None, None, None, None, None, None, 8.8, -2.2, None, 0.0, None, 10.3, None, None,2022-04-30 16:00:00, None, None, None,18
8.59, None, None, None, None, None, None, None, None, 8.6, -2.2, None, -0.1, None, 10.3, None, None,2022-04-30 17:00:00, None, None, None,18
8.3, None, None, None, None, None, None, None, None, 8.3, -2.2, None, -0.1, None, 10.3, None, None,2022-04-30 18:00:00, None, None, None,18
7.36, None, None, None, None, None, None, None, None, 7.4, 7.1, None, -0.1, None, 8.3, None, None,2022-04-30 19:00:00, None, None, None,18
5.613, None, None, None, None, None, None, None, None, 5.6, 5.6, None, -0.1, None, 8.3, None, None,2022-04-30 20:00:00, None, None, None,18
5.073, None, None, None, None, None, None, None, None, 5.1, 4.9, None, -0.1, None, 8.3, None, None,2022-04-30 21:00:00, None, None, None,18
4.218, None, None, None, None, None, None, None, None, 4.2, 4.2, None, -0.1, None, 8.3, None, None,2022-04-30 22:00:00, None, None, None,18
4.114, None, None, None, None, None, None, None, None, 4.1, 4.0, None, 0.0, None, 8.3, None, None,2022-04-30 23:00:00, None, None, None,18
3.763, None, None, None, None, None, None, None, None, 3.8, 3.8, None, 0.1, None, 8.3, None, None,2022-05-01 00:00:00, None, None, None,18
3.65, None, None, None, None, None, None, None, None, 3.7, 3.7, None, -0.1, None, 8.3, None, None,2022-05-01 02:00:00, None, None, None,18
2.893, None, None, None, None, None, None, None, None, 2.9, 2.9, None, -0.1, None, 8.3, None, None,2022-05-01 03:00:00, None, None, None,18
2.807, None, None, None, None, None, None, None, None, 2.8, 2.7, None, 0.0, None, 8.3, None, None,2022-05-01 04:00:00, None, None, None,18
2.685, None, None, None, None, None, None, None, None, 2.7, 2.6, None, -0.1, None, 8.3, None, None,2022-05-01 05:00:00, None, None, None,18
2.232, None, None, None, None, None, None, None, None, 2.2, 2.2, None, 0.0, None, 8.3, None, None,2022-05-01 06:00:00, None, None, None,18
2.099, None, None, None, None, None, None, None, None, 2.1, 1.6, None, -0.1, None, 2.3, None, None,2022-05-01 07:00:00, None, None, None,18
2.524, None, None, None, None, None, None, None, None, 2.5, 1.6, None, -0.1, None, 2.6, None, None,2022-05-01 08:00:00, None, None, None,18
4.342, None, None, None, None, None, None, None, None, 4.3, 1.6, None, 0.0, None, 4.3, None, None,2022-05-01 09:00:00, None, None, None,18
6.811, None, None, None, None, None, None, None, None, 6.8, 1.6, None, -1.0, None, 6.8, None, None,2022-05-01 11:00:00, None, None, None,18
8.16, None, None, None, None, None, None, None, None, 8.2, 1.6, None, -1.0, None, 9.0, None, None,2022-05-01 12:00:00, None, None, None,18
9.37, None, None, None, None, None, None, None, None, 9.4, 1.6, None, -1.0, None, 10.1, None, None,2022-05-01 14:00:00, None, None, None,18
9.48, None, None, None, None, None, None, None, None, 9.5, 1.6, None, 0.1, None, 10.5, None, None,2022-05-01 15:00:00, None, None, None,18
9.94, None, None, None, None, None, None, None, None, 9.9, 1.6, None, 1.0, None, 10.5, None, None,2022-05-01 16:00:00, None, None, None,18
9.73, None, None, None, None, None, None, None, None, 9.7, 1.6, None, 1.0, None, 10.5, None, None,2022-05-01 17:00:00, None, None, None,18
9.11, None, None, None, None, None, None, None, None, 9.1, 1.6, None, 0.1, None, 10.5, None, None,2022-05-01 18:00:00, None, None, None,18
8.64, None, None, None, None, None, None, None, None, 8.6, 8.6, None, 0.1, None, 9.4, None, None,2022-05-01 19:00:00, None, None, None,18
6.786, None, None, None, None, None, None, None, None, 6.8, 6.8, None, 0.1, None, 9.4, None, None,2022-05-01 20:00:00, None, None, None,18
6.655, None, None, None, None, None, None, None, None, 6.7, 6.5, None, 0.1, None, 9.4, None, None,2022-05-01 21:00:00, None, None, None,18
6.714, None, None, None, None, None, None, None, None, 6.7, 6.4, None, 1.0, None, 9.4, None, None,2022-05-01 22:00:00, None, None, None,18
