air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
11.5,11.5, -7999.0,13.7,56.0,2022-04-30 00:00:00,3.0,18
9.9,9.9, -7999.0,13.7,69.0,2022-04-30 01:00:00,4.0,18
8.7,8.6, -7999.0,13.7,80.0,2022-04-30 02:00:00,5.0,18
8.3,8.3, -7999.0,13.7,90.0,2022-04-30 03:00:00,7.0,18
8.4,8.1, -7999.0,13.7,81.0,2022-04-30 04:00:00,6.0,18
7.8,7.7, -7999.0,13.7,90.0,2022-04-30 05:00:00,7.0,18
7.9,7.6, -7999.0,13.7,85.0,2022-04-30 06:00:00,5.0,18
7.9,7.8, -7999.0,8.1,84.0,2022-04-30 07:00:00,6.0,18
8.0,7.8, -7999.0,8.1,85.0,2022-04-30 08:00:00,5.0,18
8.5,7.8, -7999.0,8.6,81.0,2022-04-30 09:00:00,5.0,18
8.8,7.8, -7999.0,9.1,85.0,2022-04-30 10:00:00,7.0,18
8.8,7.8, -7999.0,9.1,85.0,2022-04-30 11:00:00,6.0,18
9.7,7.8, -7999.0,9.9,78.0,2022-04-30 12:00:00,6.0,18
10.9,7.8, -7999.0,11.1,70.0,2022-04-30 13:00:00,6.0,18
11.5,7.8, -7999.0,11.9,67.0,2022-04-30 14:00:00,6.0,18
12.6,7.8, -7999.0,12.9,62.0,2022-04-30 15:00:00,6.0,18
12.2,7.8, -7999.0,12.9,74.0,2022-04-30 16:00:00,8.0,18
11.6,7.8, -7999.0,12.9,74.0,2022-04-30 17:00:00,7.0,18
11.6,7.8, -7999.0,12.9,73.0,2022-04-30 18:00:00,7.0,18
11.7,11.6, -7999.0,12.2,69.0,2022-04-30 19:00:00,6.0,18
11.5,11.4, -7999.0,12.2,69.0,2022-04-30 20:00:00,6.0,18
11.5,11.3, -7999.0,12.2,63.0,2022-04-30 21:00:00,5.0,18
10.7,10.7, -7999.0,12.2,66.0,2022-04-30 22:00:00,5.0,18
10.8,10.6, -7999.0,12.2,68.0,2022-04-30 23:00:00,5.0,18
10.0,9.8, -7999.0,12.2,77.0,2022-05-01 00:00:00,6.0,18
9.5,9.5, -7999.0,12.2,86.0,2022-05-01 01:00:00,7.0,18
9.2,9.1, -7999.0,12.2,84.0,2022-05-01 02:00:00,7.0,18
