pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -1.815, 85.4, None,2022-04-30 00:00:00, 5.9, None, -4.0, -1.8, -1.8, 0.1, 0.0, 85.0, None, None, 95.0, 95.4,18
None, None, -2.22, 85.9, None,2022-04-30 01:00:00, 5.9, None, -4.0, -2.2, -2.2, 0.0, 0.0, 86.0, None, None, 95.0, 95.4,18
None, None, -2.791, 87.9, None,2022-04-30 02:00:00, 5.9, None, -5.0, -2.8, -2.8, 0.0, 0.0, 88.0, None, None, 95.0, 95.3,18
None, None, -3.001, 89.2, None,2022-04-30 03:00:00, 5.9, None, -4.0, -3.0, -3.1, 0.1, 0.0, 89.0, None, None, 95.0, 95.4,18
None, None, -3.325, 89.1, None,2022-04-30 04:00:00, 5.9, None, -4.0, -3.3, -3.4, 0.0, 0.0, 89.0, None, None, 95.0, 95.1,18
None, None, -3.406, 90.3, None,2022-04-30 05:00:00, 5.9, None, -4.0, -3.4, -3.6, 0.0, 0.0, 90.0, None, None, 95.0, 95.2,18
None, None, -3.704, 89.6, None,2022-04-30 06:00:00, 5.9, None, -5.0, -3.7, -3.8, 0.0, 0.0, 90.0, None, None, 95.0, 95.1,18
None, None, -3.748, 90.8, None,2022-04-30 07:00:00, -3.6, None, -5.0, -3.7, -3.9, 0.0, 0.0, 91.0, None, None, 95.0, 95.1,18
None, None, -2.849, 87.0, None,2022-04-30 08:00:00, -2.9, None, -5.0, -2.8, -3.9, -0.1, 0.0, 87.0, None, None, 95.0, 95.3,18
None, None, 2.16, 69.79, None,2022-04-30 09:00:00, 2.1, None, -3.0, 2.2, -3.9, -0.5, 0.0, 70.0, None, None, 95.0, 95.2,18
None, None, 5.345, 52.42, None,2022-04-30 10:00:00, 6.1, None, -4.0, 5.3, -3.9, -0.5, -1.0, 52.0, None, None, 94.0, 94.3,18
None, None, 6.781, 49.92, None,2022-04-30 11:00:00, 6.7, None, -3.0, 6.8, -3.9, -0.3, 1.0, 50.0, None, None, 95.0, 95.0,18
None, None, 9.09, 45.91, None,2022-04-30 12:00:00, 9.2, None, -2.0, 9.1, -3.9, None, None, 46.0, None, None, None, 93.8,18
