pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 6.4, 6.406, 6.3, 0.0, None, 21.3, -6999.0, None,2021-04-16 00:00:00, None, -6999.0,16
None, 7.0, 6.983, 6.3, 0.0, None, 21.3, -6999.0, None,2021-04-16 01:00:00, None, -6999.0,16
None, 7.1, 7.052, 6.3, 0.0, None, 21.3, -6999.0, None,2021-04-16 02:00:00, None, -6999.0,16
None, 6.6, 6.613, 6.3, 0.0, None, 21.3, -6999.0, None,2021-04-16 03:00:00, None, -6999.0,16
None, 6.1, 6.068, 6.1, 0.0, None, 21.3, -6999.0, None,2021-04-16 04:00:00, None, -6999.0,16
None, 5.6, 5.591, 5.6, 0.0, None, 21.3, -6999.0, None,2021-04-16 05:00:00, None, -6999.0,16
None, 5.1, 5.14, 5.2, 0.0, None, 21.3, -6999.0, None,2021-04-16 06:00:00, None, -6999.0,16
None, 5.5, 5.488, 4.8, 0.0, None, 5.4, -6999.0, None,2021-04-16 07:00:00, None, -6999.0,16
None, 8.6, 8.62, 4.8, 0.0, None, 8.6, -6999.0, None,2021-04-16 08:00:00, None, -6999.0,16
None, 11.8, 11.83, 4.8, 0.0, None, 11.8, -6999.0, None,2021-04-16 09:00:00, None, -6999.0,16
None, 15.8, 15.79, 4.8, 0.0, None, 15.7, -6999.0, None,2021-04-16 10:00:00, None, -6999.0,16
None, 19.4, 19.4, 4.8, 0.9, None, 19.4, -6999.0, None,2021-04-16 11:00:00, None, -6999.0,16
None, 21.8, 21.84, 4.8, 0.1, None, 21.8, -6999.0, None,2021-04-16 12:00:00, None, -6999.0,16
None, 22.8, 22.81, 4.8, 1.0, None, 22.8, -6999.0, None,2021-04-16 13:00:00, None, -6999.0,16
None, 24.8, 24.78, 4.8, 1.0, None, 24.7, -6999.0, None,2021-04-16 14:00:00, None, -6999.0,16
None, 27.0, 26.96, 4.8, 0.0, None, 27.0, -6999.0, None,2021-04-16 15:00:00, None, -6999.0,16
None, 24.6, 24.64, 4.8, -1.0, None, 27.0, -6999.0, None,2021-04-16 16:00:00, None, -6999.0,16
None, 23.2, 23.23, 4.8, -1.0, None, 27.0, -6999.0, None,2021-04-16 17:00:00, None, -6999.0,16
None, 22.1, 22.06, 4.8, -0.8, None, 27.0, -6999.0, None,2021-04-16 18:00:00, None, -6999.0,16
None, 19.3, 19.34, 19.4, -0.3, None, 22.1, -6999.0, None,2021-04-16 19:00:00, None, -6999.0,16
None, 15.6, 15.62, 15.7, 0.0, None, 22.1, -6999.0, None,2021-04-16 20:00:00, None, -6999.0,16
None, 11.6, 11.63, 11.7, 0.0, None, 22.1, -6999.0, None,2021-04-16 21:00:00, None, -6999.0,16
None, 8.8, 8.77, 8.8, 0.0, None, 22.1, -6999.0, None,2021-04-16 22:00:00, None, -6999.0,16
None, 7.0, 6.976, 7.0, 0.0, None, 22.1, -6999.0, None,2021-04-16 23:00:00, None, -6999.0,16
None, 6.1, 6.113, 6.1, 0.0, None, 22.1, -6999.0, None,2021-04-17 00:00:00, None, -6999.0,16
None, 5.8, 5.831, 5.8, 0.0, None, 22.1, -6999.0, None,2021-04-17 01:00:00, None, -6999.0,16
None, 5.4, 5.42, 5.4, 0.0, None, 22.1, -6999.0, None,2021-04-17 02:00:00, None, -6999.0,16
None, 5.2, 5.181, 5.2, 0.0, None, 22.1, -6999.0, None,2021-04-17 03:00:00, None, -6999.0,16
None, 4.7, 4.665, 4.7, 0.0, None, 22.1, -6999.0, None,2021-04-17 04:00:00, None, -6999.0,16
None, 4.4, 4.408, 4.3, 0.0, None, 22.1, -6999.0, None,2021-04-17 05:00:00, None, -6999.0,16
None, 4.0, 3.997, 4.0, 0.0, None, 22.1, -6999.0, None,2021-04-17 06:00:00, None, -6999.0,16
None, 4.3, 4.314, 3.6, 0.0, None, 4.3, -6999.0, None,2021-04-17 07:00:00, None, -6999.0,16
None, 8.3, 8.26, 3.6, 0.0, None, 8.2, -6999.0, None,2021-04-17 08:00:00, None, -6999.0,16
None, 11.7, 11.72, 3.6, 0.0, None, 11.7, -6999.0, None,2021-04-17 09:00:00, None, -6999.0,16
None, 16.1, 16.07, 3.6, 0.0, None, 16.0, -6999.0, None,2021-04-17 10:00:00, None, -6999.0,16
None, 19.9, 19.87, 3.6, 0.0, None, 19.8, -6999.0, None,2021-04-17 11:00:00, None, -6999.0,16
