pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 11.3, 11.31, 10.9, -1.0, 19.4, -6999.0,2021-04-16 00:00:00, -6999.0,16
None, 12.6, 12.6, 10.9, 1.7, 19.4, -6999.0,2021-04-16 01:00:00, -6999.0,16
None, 12.2, 12.17, 10.8, -1.1, 19.4, -6999.0,2021-04-16 02:00:00, -6999.0,16
None, 10.4, 10.42, 10.1, -1.9, 19.4, -6999.0,2021-04-16 03:00:00, -6999.0,16
None, 10.5, 10.47, 9.6, -0.7, 19.4, -6999.0,2021-04-16 04:00:00, -6999.0,16
None, 10.1, 10.11, 9.4, -0.4, 19.4, -6999.0,2021-04-16 05:00:00, -6999.0,16
None, 9.5, 9.46, 9.3, -0.1, 19.4, -6999.0,2021-04-16 06:00:00, -6999.0,16
None, 10.3, 10.31, 9.2, 0.6, 10.5, -6999.0,2021-04-16 07:00:00, -6999.0,16
None, 9.7, 9.74, 9.2, -0.1, 11.3, -6999.0,2021-04-16 08:00:00, -6999.0,16
None, 9.8, 9.76, 9.2, 0.8, 11.3, -6999.0,2021-04-16 09:00:00, -6999.0,16
None, 14.0, 14.04, 9.2, 4.9, 13.9, -6999.0,2021-04-16 10:00:00, -6999.0,16
None, 16.3, 16.3, 9.2, -0.7, 16.6, -6999.0,2021-04-16 11:00:00, -6999.0,16
None, 17.9, 17.92, 9.2, -0.7, 18.9, -6999.0,2021-04-16 12:00:00, -6999.0,16
None, 20.9, 20.9, 9.2, -0.4, 21.0, -6999.0,2021-04-16 13:00:00, -6999.0,16
None, 19.0, 18.97, 9.2, -0.5, 21.0, -6999.0,2021-04-16 14:00:00, -6999.0,16
None, 19.5, 19.53, 9.2, -0.2, 21.0, -6999.0,2021-04-16 15:00:00, -6999.0,16
None, 21.7, 21.73, 9.2, -0.3, 22.4, -6999.0,2021-04-16 16:00:00, -6999.0,16
None, 19.9, 19.88, 9.2, -0.2, 22.4, -6999.0,2021-04-16 17:00:00, -6999.0,16
None, 17.8, 17.82, 9.2, 0.1, 22.4, -6999.0,2021-04-16 18:00:00, -6999.0,16
None, 17.1, 17.14, 17.2, 0.3, 18.3, -6999.0,2021-04-16 19:00:00, -6999.0,16
None, 14.2, 14.23, 14.2, 0.4, 18.3, -6999.0,2021-04-16 20:00:00, -6999.0,16
None, 13.3, 13.25, 13.0, -0.2, 18.3, -6999.0,2021-04-16 21:00:00, -6999.0,16
None, 13.4, 13.43, 12.5, 0.1, 18.3, -6999.0,2021-04-16 22:00:00, -6999.0,16
None, 13.7, 13.73, 12.5, 0.3, 18.3, -6999.0,2021-04-16 23:00:00, -6999.0,16
None, 10.9, 10.9, 10.6, -0.3, 18.3, -6999.0,2021-04-17 04:00:00, -6999.0,16
None, 10.0, 10.04, 10.0, -1.3, 18.3, -6999.0,2021-04-17 05:00:00, -6999.0,16
None, 9.7, 9.65, 9.5, -0.9, 18.3, -6999.0,2021-04-17 06:00:00, -6999.0,16
None, 9.8, 9.75, 9.3, 0.0, 10.5, -6999.0,2021-04-17 07:00:00, -6999.0,16
None, 10.3, 10.27, 9.3, 0.6, 10.5, -6999.0,2021-04-17 08:00:00, -6999.0,16
None, 10.1, 10.09, 9.3, 0.1, 10.5, -6999.0,2021-04-17 09:00:00, -6999.0,16
None, 15.2, 15.16, 9.3, 5.9, 15.1, -6999.0,2021-04-17 10:00:00, -6999.0,16
None, 16.4, 16.37, 9.3, -1.1, 17.2, -6999.0,2021-04-17 11:00:00, -6999.0,16
None, 19.1, 19.12, 9.3, -0.6, 19.4, -6999.0,2021-04-17 12:00:00, -6999.0,16
None, 20.3, 20.3, 9.3, -0.4, 21.2, -6999.0,2021-04-17 13:00:00, -6999.0,16
None, 21.8, 21.77, 9.3, -0.3, 21.9, -6999.0,2021-04-17 14:00:00, -6999.0,16
None, 20.6, 20.64, 9.3, -0.3, 22.1, -6999.0,2021-04-17 15:00:00, -6999.0,16
None, 21.8, 21.75, 9.3, -0.2, 22.3, -6999.0,2021-04-17 16:00:00, -6999.0,16
None, 22.9, 22.85, 9.3, -0.2, 23.2, -6999.0,2021-04-17 17:00:00, -6999.0,16
None, 19.1, 19.14, 9.3, 0.0, 23.2, -6999.0,2021-04-17 18:00:00, -6999.0,16
None, 17.5, 17.5, 17.2, 0.2, 19.9, -6999.0,2021-04-17 19:00:00, -6999.0,16
None, 14.7, 14.73, 14.8, 0.4, 19.9, -6999.0,2021-04-17 20:00:00, -6999.0,16
None, 13.4, 13.36, 13.5, 0.1, 19.9, -6999.0,2021-04-17 21:00:00, -6999.0,16
None, 12.7, 12.68, 12.7, -0.5, 19.9, -6999.0,2021-04-17 22:00:00, -6999.0,16
None, 12.7, 12.72, 12.4, 0.1, 19.9, -6999.0,2021-04-17 23:00:00, -6999.0,16
None, 12.0, 12.04, 12.1, -0.2, 19.9, -6999.0,2021-04-18 00:00:00, -6999.0,16
None, 12.7, 12.73, 11.8, -0.3, 19.9, -6999.0,2021-04-18 01:00:00, -6999.0,16
None, 11.3, 11.27, 11.3, -1.1, 19.9, -6999.0,2021-04-18 02:00:00, -6999.0,16
None, 10.8, 10.76, 10.5, -1.4, 19.9, -6999.0,2021-04-18 03:00:00, -6999.0,16
None, 10.8, 10.8, 10.3, -0.8, 19.9, -6999.0,2021-04-18 04:00:00, -6999.0,16
None, 9.8, 9.8, 9.7, -0.7, 19.9, -6999.0,2021-04-18 05:00:00, -6999.0,16
None, 9.5, 9.51, 9.1, -1.2, 19.9, -6999.0,2021-04-18 06:00:00, -6999.0,16
None, 9.8, 9.75, 8.9, 0.1, 9.9, -6999.0,2021-04-18 07:00:00, -6999.0,16
None, 9.4, 9.39, 8.9, -0.3, 9.9, -6999.0,2021-04-18 08:00:00, -6999.0,16
None, 9.7, 9.74, 8.9, 1.3, 10.1, -6999.0,2021-04-18 09:00:00, -6999.0,16
None, 14.4, 14.38, 8.9, 6.9, 14.5, -6999.0,2021-04-18 10:00:00, -6999.0,16
None, 15.9, 15.89, 8.9, -0.7, 16.0, -6999.0,2021-04-18 11:00:00, -6999.0,16
None, 19.0, 18.95, 8.9, -0.7, 19.2, -6999.0,2021-04-18 12:00:00, -6999.0,16
None, 19.1, 19.14, 8.9, -0.5, 19.9, -6999.0,2021-04-18 13:00:00, -6999.0,16
None, 18.9, 18.93, 8.9, -0.3, 19.9, -6999.0,2021-04-18 14:00:00, -6999.0,16
None, 18.6, 18.64, 8.9, -0.2, 20.5, -6999.0,2021-04-18 15:00:00, -6999.0,16
None, 21.7, 21.73, 8.9, -0.2, 22.3, -6999.0,2021-04-18 16:00:00, -6999.0,16
None, 19.8, 19.76, 8.9, -0.2, 22.3, -6999.0,2021-04-18 17:00:00, -6999.0,16
None, 16.8, 16.77, 8.9, 0.1, 22.3, -6999.0,2021-04-18 18:00:00, -6999.0,16
None, 15.5, 15.52, 15.6, 0.3, 16.9, -6999.0,2021-04-18 19:00:00, -6999.0,16
None, 14.4, 14.4, 14.4, 0.2, 16.9, -6999.0,2021-04-18 20:00:00, -6999.0,16
None, 13.1, 13.08, 12.8, -0.3, 16.9, -6999.0,2021-04-18 21:00:00, -6999.0,16
None, 17.0, 16.95, 12.8, 0.6, 16.9, -6999.0,2021-04-18 22:00:00, -6999.0,16
None, 20.0, 19.99, 12.8, -0.8, 20.2, -6999.0,2021-04-18 23:00:00, -6999.0,16
None, 19.0, 19.01, 12.8, -0.1, 20.2, -6999.0,2021-04-19 00:00:00, -6999.0,16
None, 17.6, 17.6, 12.8, 0.2, 20.2, -6999.0,2021-04-19 01:00:00, -6999.0,16
None, 17.2, 17.17, 12.8, 0.1, 20.2, -6999.0,2021-04-19 02:00:00, -6999.0,16
None, 15.1, 15.1, 12.8, 0.0, 20.2, -6999.0,2021-04-19 03:00:00, -6999.0,16
None, 14.8, 14.79, 12.8, -0.3, 20.2, -6999.0,2021-04-19 04:00:00, -6999.0,16
None, 13.7, 13.66, 12.8, 0.0, 20.2, -6999.0,2021-04-19 05:00:00, -6999.0,16
None, 12.8, 12.81, 12.8, -0.8, 20.2, -6999.0,2021-04-19 06:00:00, -6999.0,16
None, 12.7, 12.67, 12.5, -1.1, 13.1, -6999.0,2021-04-19 07:00:00, -6999.0,16
None, 12.3, 12.31, 12.2, -0.1, 13.1, -6999.0,2021-04-19 08:00:00, -6999.0,16
None, 12.7, 12.66, 11.8, -0.4, 13.1, -6999.0,2021-04-19 09:00:00, -6999.0,16
None, 15.1, 15.09, 11.8, 3.2, 15.2, -6999.0,2021-04-19 10:00:00, -6999.0,16
None, 18.1, 18.12, 11.8, -0.8, 18.5, -6999.0,2021-04-19 11:00:00, -6999.0,16
None, 20.6, 20.56, 11.8, -0.3, 20.5, -6999.0,2021-04-19 12:00:00, -6999.0,16
None, 18.7, 18.72, 11.8, -0.3, 20.7, -6999.0,2021-04-19 13:00:00, -6999.0,16
None, 18.1, 18.13, 18.1, 0.2, 19.0, -6999.0,2021-04-19 19:00:00, -6999.0,16
None, 14.4, 14.36, 14.4, 0.2, 19.0, -6999.0,2021-04-19 20:00:00, -6999.0,16
None, 12.7, 12.7, 12.7, -0.6, 19.0, -6999.0,2021-04-19 21:00:00, -6999.0,16
None, 11.8, 11.84, 11.7, -1.0, 19.0, -6999.0,2021-04-19 22:00:00, -6999.0,16
None, 11.0, 10.99, 11.1, -1.3, 19.0, -6999.0,2021-04-19 23:00:00, -6999.0,16
None, 11.8, 11.79, 11.0, -0.5, 19.0, -6999.0,2021-04-20 00:00:00, -6999.0,16
None, 10.8, 10.78, 10.6, -1.0, 19.0, -6999.0,2021-04-20 01:00:00, -6999.0,16
None, 11.2, 11.22, 10.6, 0.2, 19.0, -6999.0,2021-04-20 02:00:00, -6999.0,16
None, 10.6, 10.6, 9.5, -1.1, 19.0, -6999.0,2021-04-20 03:00:00, -6999.0,16
None, 9.8, 9.75, 9.4, -0.8, 19.0, -6999.0,2021-04-20 04:00:00, -6999.0,16
None, 9.2, 9.21, 9.0, -1.1, 19.0, -6999.0,2021-04-20 05:00:00, -6999.0,16
None, 8.9, 8.85, 8.2, -0.4, 19.0, -6999.0,2021-04-20 06:00:00, -6999.0,16
None, 8.4, 8.41, 8.3, -0.1, 8.9, -6999.0,2021-04-20 07:00:00, -6999.0,16
None, 7.8, 7.829, 7.6, 0.1, 7.9, -6999.0,2021-04-22 07:00:00, -6999.0,16
None, 8.0, 7.993, 7.6, 0.4, 8.2, -6999.0,2021-04-22 08:00:00, -6999.0,16
None, 14.4, None, 14.4, 0.4, 16.7, -6999.0,2021-04-22 19:00:00, -6999.0,16
None, 13.7, None, 13.7, 0.0, 16.7, -6999.0,2021-04-22 20:00:00, -6999.0,16
None, 11.9, None, 11.9, -1.0, 16.7, -6999.0,2021-04-22 21:00:00, -6999.0,16
None, 10.8, None, 10.8, -2.4, 16.7, -6999.0,2021-04-22 22:00:00, -6999.0,16
None, 10.0, None, 10.0, -1.8, 16.7, -6999.0,2021-04-22 23:00:00, -6999.0,16
