RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
60.2, None, None, None, 0.256, 76.29, -7.0, 0.5, None, None, None, None, 210.0, None, 210.2, None, None, 0.537, None, 8.7, 60.0, 41.91, None, 0.5, None, -0.1, 0.0,2021-04-16 00:00:00, None,16
62.62, None, None, None, 0.304, 82.7, -6.0, -0.1, None, None, None, None, 210.0, None, 210.0, None, None, -0.111, None, 8.7, 63.0, 44.31, None, -0.1, None, 0.0, 0.0,2021-04-16 01:00:00, None,16
63.12, None, None, None, 0.152, 87.7, -6.0, -0.8, None, None, None, None, 210.0, None, 209.7, None, None, -0.689, None, 8.7, 63.0, 37.04, None, -0.7, None, 0.0, 0.0,2021-04-16 02:00:00, None,16
62.68, None, None, None, 0.126, 78.59, -6.0, -1.3, None, None, None, None, 210.0, None, 209.5, None, None, -0.978, None, 8.7, 63.0, 33.02, None, -1.0, None, -0.1, 0.0,2021-04-16 03:00:00, None,16
65.51, None, None, None, 0.005, 66.73, -7.0, -1.6, None, None, None, None, 209.0, None, 209.4, None, None, -1.59, None, 8.7, 66.0, 12.25, None, -1.6, None, 0.0, 0.0,2021-04-16 04:00:00, None,16
64.75, None, None, None, 0.001, 64.57, -7.0, -2.3, None, None, None, None, 209.0, None, 209.0, None, None, -1.618, None, 8.7, 65.0, 27.48, None, -1.6, None, 0.0, 0.0,2021-04-16 05:00:00, None,16
68.04, None, None, None, 0.0, 71.14, -7.0, -2.3, None, None, None, None, 209.0, None, 208.7, None, None, -2.132, None, 8.7, 68.0, 17.24, None, -2.1, None, 0.0, 0.0,2021-04-16 06:00:00, None,16
66.15, None, None, None, 0.003, 68.46, -6.0, -2.4, None, None, None, None, 209.0, None, 208.9, None, None, -1.764, None, -1.5, 66.0, 28.03, None, -1.8, None, 0.0, 1.0,2021-04-16 07:00:00, None,16
56.81, None, None, None, 0.178, 81.9, -8.0, -2.4, None, None, None, None, 209.0, None, 209.1, None, None, 0.111, None, 0.2, 57.0, 26.12, None, 0.1, None, 0.1, 0.0,2021-04-16 08:00:00, None,16
46.69, None, None, None, 0.623, 78.56, -7.0, -2.4, None, None, None, None, 209.0, None, 209.0, None, None, 2.959, None, 2.8, 47.0, 19.69, None, 3.0, None, -0.1, 0.0,2021-04-16 09:00:00, None,16
34.29, None, None, None, 0.474, 10.08, -8.0, -2.4, None, None, None, None, 210.0, None, 209.6, None, None, 6.691, None, 7.1, 34.0, 64.99, None, 6.7, None, 0.4, 1.0,2021-04-16 10:00:00, None,16
25.23, None, None, None, 1.698, 301.4, -11.0, -2.4, None, None, None, None, 210.0, None, 209.9, None, None, 8.56, None, 9.6, 25.0, 64.51, None, 8.6, None, 0.2, 1.0,2021-04-16 11:00:00, None,16
24.13, None, None, None, 2.684, 297.1, -10.0, -2.4, None, None, None, None, 210.0, None, 210.1, None, None, 9.14, None, 9.6, 24.0, 47.96, None, 9.1, None, 0.0, 0.0,2021-04-16 12:00:00, None,16
20.09, None, None, None, 2.709, 289.0, -11.0, -2.4, None, None, None, None, 209.0, None, 208.7, None, None, 11.26, None, 11.6, 20.0, 40.63, None, 11.3, None, -0.1, -1.0,2021-04-16 13:00:00, None,16
18.51, None, None, None, 2.566, 289.7, -10.0, -2.4, None, None, None, None, 209.0, None, 208.7, None, None, 11.55, None, 12.0, 19.0, 47.48, None, 11.6, None, 0.2, 0.0,2021-04-16 14:00:00, None,16
20.17, None, None, None, 2.387, 283.0, -10.0, -2.4, None, None, None, None, 208.0, None, 207.7, None, None, 11.3, None, 12.0, 20.0, 47.02, None, 11.3, None, -0.3, -1.0,2021-04-16 15:00:00, None,16
20.22, None, None, None, 2.273, 274.3, -10.0, -2.4, None, None, None, None, 208.0, None, 207.8, None, None, 12.27, None, 12.8, 20.0, 48.9, None, 12.3, None, 0.1, 0.0,2021-04-16 16:00:00, None,16
23.18, None, None, None, 1.591, 286.5, -8.0, -2.4, None, None, None, None, 207.0, None, 206.6, None, None, 11.37, None, 13.4, 23.0, 48.24, None, 11.4, None, 0.0, -1.0,2021-04-16 17:00:00, None,16
29.81, None, None, None, 0.706, 330.5, -9.0, -2.4, None, None, None, None, 208.0, None, 207.6, None, None, 8.07, None, 13.4, 30.0, 61.71, None, 8.1, None, 0.0, 2.0,2021-04-16 18:00:00, None,16
42.22, None, None, None, 0.126, 72.7, -6.0, 6.4, None, None, None, None, 207.0, None, 207.3, None, None, 6.354, None, 9.3, 42.0, 54.56, None, 6.4, None, -0.2, 0.0,2021-04-16 19:00:00, None,16
52.09, None, None, None, 0.104, 98.4, -5.0, 4.4, None, None, None, None, 207.0, None, 207.4, None, None, 4.374, None, 9.3, 52.0, 18.91, None, 4.4, None, -0.2, 0.0,2021-04-16 20:00:00, None,16
57.95, None, None, None, 0.0, 92.3, -4.0, 3.4, None, None, None, None, 207.0, None, 207.3, None, None, 3.424, None, 9.3, 58.0, 13.2, None, 3.4, None, -0.1, 0.0,2021-04-16 21:00:00, None,16
56.44, None, None, None, 0.006, 89.9, -5.0, 3.1, None, None, None, None, 207.0, None, 207.4, None, None, 3.3, None, 9.3, 56.0, 15.27, None, 3.3, None, -0.1, 0.0,2021-04-16 22:00:00, None,16
55.19, None, None, None, 0.008, 94.2, -5.0, 3.1, None, None, None, None, 207.0, None, 207.2, None, None, 3.311, None, 9.3, 55.0, 12.58, None, 3.3, None, 0.0, 0.0,2021-04-16 23:00:00, None,16
55.57, None, None, None, 0.0, 95.2, -5.0, 3.1, None, None, None, None, 207.0, None, 207.2, None, None, 3.3, None, 9.3, 56.0, 9.78, None, 3.3, None, -0.1, 0.0,2021-04-17 00:00:00, None,16
52.8, None, None, None, 0.243, 100.2, -5.0, 2.8, None, None, None, None, 207.0, None, 207.3, None, None, 3.682, None, 9.3, 53.0, 14.7, None, 3.7, None, 0.0, 0.0,2021-04-17 01:00:00, None,16
52.18, None, None, None, 0.87, 106.9, -5.0, 2.8, None, None, None, None, 207.0, None, 207.2, None, None, 3.563, None, 9.3, 52.0, 15.29, None, 3.6, None, -0.1, 0.0,2021-04-17 02:00:00, None,16
54.61, None, None, None, 0.424, 105.9, -5.0, 2.8, None, None, None, None, 207.0, None, 207.2, None, None, 3.105, None, 9.3, 55.0, 12.73, None, 3.1, None, -0.1, 0.0,2021-04-17 03:00:00, None,16
55.2, None, None, None, 0.026, 103.0, -5.0, 2.8, None, None, None, None, 207.0, None, 207.2, None, None, 2.822, None, 9.3, 55.0, 11.67, None, 2.8, None, 0.0, 0.0,2021-04-17 04:00:00, None,16
52.94, None, None, None, 0.71, 105.6, -6.0, 2.8, None, None, None, None, 207.0, None, 207.2, None, None, 3.096, None, 9.3, 53.0, 7.573, None, 3.1, None, 0.0, 0.0,2021-04-17 05:00:00, None,16
52.93, None, None, None, 1.343, 104.6, -6.0, 2.7, None, None, None, None, 207.0, None, 207.1, None, None, 2.819, None, 9.3, 53.0, 11.46, None, 2.8, None, -0.1, 0.0,2021-04-17 06:00:00, None,16
54.37, None, None, None, 0.845, 103.6, -5.0, 2.6, None, None, None, None, 207.0, None, 207.1, None, None, 2.819, None, 2.9, 54.0, 14.96, None, 2.8, None, 0.0, 0.0,2021-04-17 07:00:00, None,16
51.87, None, None, None, 1.322, 96.2, -6.0, 2.6, None, None, None, None, 207.0, None, 206.9, None, None, 3.331, None, 3.4, 52.0, 19.29, None, 3.3, None, 0.0, 0.0,2021-04-17 08:00:00, None,16
43.7, None, None, None, 1.161, 82.9, -5.0, 2.6, None, None, None, None, 207.0, None, 206.9, None, None, 6.14, None, 5.8, 44.0, 27.3, None, 6.1, None, 0.0, 0.0,2021-04-17 09:00:00, None,16
31.12, None, None, None, 1.217, 53.43, -7.0, 2.6, None, None, None, None, 207.0, None, 206.6, None, None, 8.92, None, 9.0, 31.0, 65.54, None, 8.9, None, 0.5, 0.0,2021-04-17 10:00:00, None,16
33.69, None, None, None, 1.676, 308.2, -6.0, 2.6, None, None, None, None, 206.0, None, 206.1, None, None, 9.75, None, 10.3, 34.0, 66.56, None, 9.8, None, 0.1, -1.0,2021-04-17 11:00:00, None,16
29.29, None, None, None, 2.297, 307.8, -6.0, 2.6, None, None, None, None, 206.0, None, 205.8, None, None, 10.91, None, 11.2, 29.0, 57.78, None, 10.9, None, 0.1, 0.0,2021-04-17 12:00:00, None,16
25.63, None, None, None, 2.484, 319.4, -7.0, 2.6, None, None, None, None, 205.0, None, 205.3, None, None, 12.77, None, 12.9, 26.0, 65.75, None, 12.8, None, 0.0, -1.0,2021-04-17 13:00:00, None,16
26.43, None, None, None, 2.736, 312.5, -6.0, 2.6, None, None, None, None, 204.0, None, 204.2, None, None, 12.57, None, 14.0, 26.0, 71.04, None, 12.6, None, 0.0, -1.0,2021-04-17 14:00:00, None,16
26.88, None, None, None, 2.789, 336.4, -6.0, 2.6, None, None, None, None, 204.0, None, 204.2, None, None, 12.43, None, 14.0, 27.0, 68.89, None, 12.4, None, -0.2, 0.0,2021-04-17 15:00:00, None,16
28.98, None, None, None, 2.242, 313.3, -6.0, 2.6, None, None, None, None, 204.0, None, 204.3, None, None, 11.97, None, 14.0, 29.0, 63.62, None, 12.0, None, 0.1, 0.0,2021-04-17 16:00:00, None,16
29.98, None, None, None, 2.396, 320.3, -5.0, 2.6, None, None, None, None, 203.0, None, 203.0, None, None, 12.24, None, 14.0, 30.0, 69.81, None, 12.2, None, -0.1, -1.0,2021-04-17 17:00:00, None,16
34.21, None, None, None, 1.707, 47.6, -5.0, 2.6, None, None, None, None, 204.0, None, 204.0, None, None, 10.18, None, 14.0, 34.0, 64.0, None, 10.2, None, 0.0, 1.0,2021-04-17 18:00:00, None,16
47.15, None, None, None, 1.107, 91.6, -4.0, 6.8, None, None, None, None, 204.0, None, 203.9, None, None, 6.757, None, 10.5, 47.0, 58.45, None, 6.8, None, -0.1, 0.0,2021-04-17 19:00:00, None,16
57.14, None, None, None, 0.164, 88.3, -3.0, 4.4, None, None, None, None, 204.0, None, 203.7, None, None, 4.387, None, 10.5, 57.0, 39.34, None, 4.4, None, -0.3, 0.0,2021-04-17 20:00:00, None,16
60.45, None, None, None, 0.061, 78.88, -3.0, 4.0, None, None, None, None, 204.0, None, 203.7, None, None, 4.21, None, 10.5, 60.0, 18.95, None, 4.2, None, -0.1, 0.0,2021-04-17 21:00:00, None,16
58.64, None, None, None, 0.057, 81.9, -3.0, 3.9, None, None, None, None, 204.0, None, 203.7, None, None, 4.315, None, 10.5, 59.0, 24.22, None, 4.3, None, -0.1, 0.0,2021-04-17 22:00:00, None,16
59.28, None, None, None, 0.029, 91.4, -3.0, 3.6, None, None, None, None, 204.0, None, 203.5, None, None, 3.829, None, 10.5, 59.0, 29.09, None, 3.8, None, 0.0, 0.0,2021-04-17 23:00:00, None,16
64.52, None, None, None, 0.197, 83.2, -3.0, 3.3, None, None, None, None, 204.0, None, 203.5, None, None, 3.342, None, 10.5, 65.0, 18.42, None, 3.3, None, -0.1, 0.0,2021-04-18 00:00:00, None,16
58.24, None, None, None, 0.251, 87.4, -3.0, 2.9, None, None, None, None, 204.0, None, 203.5, None, None, 4.189, None, 10.5, 58.0, 27.19, None, 4.2, None, -0.1, 0.0,2021-04-18 01:00:00, None,16
58.25, None, None, None, 0.671, 99.6, -3.0, 2.9, None, None, None, None, 203.0, None, 203.3, None, None, 3.971, None, 10.5, 58.0, 18.23, None, 4.0, None, -0.1, 0.0,2021-04-18 02:00:00, None,16
56.71, None, None, None, 0.921, 97.6, -4.0, 2.9, None, None, None, None, 203.0, None, 203.4, None, None, 3.959, None, 10.5, 57.0, 17.14, None, 4.0, None, -0.1, 0.0,2021-04-18 03:00:00, None,16
58.71, None, None, None, 0.525, 99.6, -3.0, 2.9, None, None, None, None, 203.0, None, 203.3, None, None, 3.866, None, 10.5, 59.0, 17.09, None, 3.9, None, -0.1, 0.0,2021-04-18 04:00:00, None,16
59.69, None, None, None, 0.17, 98.1, -3.0, 2.9, None, None, None, None, 203.0, None, 203.3, None, None, 3.393, None, 10.5, 60.0, 15.87, None, 3.4, None, 0.0, 0.0,2021-04-18 05:00:00, None,16
56.71, None, None, None, 0.684, 100.8, -4.0, 2.9, None, None, None, None, 203.0, None, 203.3, None, None, 3.574, None, 10.5, 57.0, 24.38, None, 3.6, None, -0.1, 0.0,2021-04-18 06:00:00, None,16
57.66, None, None, None, 0.717, 96.2, -4.0, 3.5, None, None, None, None, 203.0, None, 203.2, None, None, 3.778, None, 3.8, 58.0, 16.92, None, 3.8, None, 0.0, 0.0,2021-04-18 07:00:00, None,16
53.2, None, None, None, 0.837, 87.8, -4.0, 3.5, None, None, None, None, 203.0, None, 203.4, None, None, 4.429, None, 4.7, 53.0, 15.85, None, 4.4, None, 0.1, 0.0,2021-04-18 08:00:00, None,16
39.04, None, None, None, 1.215, 74.42, -5.0, 3.5, None, None, None, None, 203.0, None, 202.6, None, None, 7.821, None, 7.8, 39.0, 44.39, None, 7.8, None, 0.1, -1.0,2021-04-18 09:00:00, None,16
37.03, None, None, None, 1.287, 5.179, -4.0, 3.5, None, None, None, None, 203.0, None, 202.5, None, None, 9.6, None, 10.0, 37.0, 61.81, None, 9.6, None, 0.3, 0.0,2021-04-18 10:00:00, None,16
34.06, None, None, None, 1.431, 331.1, -4.0, 3.5, None, None, None, None, 202.0, None, 202.4, None, None, 11.26, None, 11.5, 34.0, 59.3, None, 11.3, None, 0.2, 0.0,2021-04-18 11:00:00, None,16
30.95, None, None, None, 2.499, 344.0, -4.0, 3.5, None, None, None, None, 201.0, None, 201.1, None, None, 12.52, None, 12.7, 31.0, 63.02, None, 12.5, None, 0.0, -1.0,2021-04-18 12:00:00, None,16
27.31, None, None, None, 2.55, 337.6, -5.0, 3.5, None, None, None, None, 201.0, None, 200.5, None, None, 13.22, None, 13.4, 27.0, 62.18, None, 13.2, None, 0.0, -1.0,2021-04-18 13:00:00, None,16
28.53, None, None, None, 2.448, 339.6, -5.0, 3.5, None, None, None, None, 200.0, None, 199.6, None, None, 12.76, None, 13.8, 29.0, 66.77, None, 12.8, None, -0.1, -1.0,2021-04-18 14:00:00, None,16
41.94, None, None, None, 2.068, 26.9, -2.0, 3.5, None, None, None, None, 199.0, None, 198.7, None, None, 9.87, None, 13.8, 42.0, 64.92, None, 9.9, None, -0.1, -1.0,2021-04-18 15:00:00, None,16
38.71, None, None, None, 1.802, 349.9, -2.0, 3.5, None, None, None, None, 199.0, None, 198.9, None, None, 10.72, None, 13.8, 39.0, 71.85, None, 10.7, None, 0.1, 0.0,2021-04-18 16:00:00, None,16
54.09, None, None, None, 0.577, 37.68, -2.0, 3.5, None, None, None, None, 198.0, None, 197.6, None, None, 6.732, None, 13.8, 54.0, 60.59, None, 6.7, None, 0.0, -1.0,2021-04-18 17:00:00, None,16
76.94, None, None, None, 4.655, 327.1, -2.0, 1.4, None, None, None, None, 198.0, None, 198.0, None, None, 1.406, None, 13.8, 77.0, 53.48, None, 1.4, None, -1.0, 1.0,2021-04-18 18:00:00, None,16
