AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
0.3, 0.0,0.0,9.5, 0.333,2016-12-30 00:00:00,254.0,93.0,53
0.2, None,0.0,8.4, None,2016-12-30 00:15:00,248.0,94.0,53
0.2, None,0.0,6.0, None,2016-12-30 00:30:00,243.0,94.0,53
-0.4, None,0.0,3.4, None,2016-12-30 00:45:00,24.0,95.0,53
-0.1, 1.0,0.0,5.1, 0.326,2016-12-30 01:00:00,327.0,95.0,53
-0.2, None,0.0,5.5, None,2016-12-30 01:15:00,258.0,95.0,53
-0.2, None,0.0,5.6, None,2016-12-30 01:30:00,298.0,95.0,53
-0.1, None,0.0,7.2, None,2016-12-30 01:45:00,280.0,95.0,53
0.0, 0.0,0.0,8.2, 0.332,2016-12-30 02:00:00,281.0,94.0,53
-0.1, None,0.0,8.1, None,2016-12-30 02:15:00,278.0,95.0,53
-0.1, None,0.0,4.4, None,2016-12-30 02:30:00,283.0,95.0,53
-0.6, None,0.0,3.2, None,2016-12-30 02:45:00,260.0,95.0,53
-0.9, 1.0,0.0,5.0, 0.327,2016-12-30 03:00:00,264.0,96.0,53
-0.6, None,0.0,6.1, None,2016-12-30 03:15:00,283.0,96.0,53
-0.7, None,0.0,4.1, None,2016-12-30 03:30:00,291.0,96.0,53
-0.9, None,0.0,4.7, None,2016-12-30 03:45:00,313.0,96.0,53
-1.0, 0.0,0.0,5.4, 0.325,2016-12-30 04:00:00,291.0,96.0,53
-1.2, None,0.0,3.7, None,2016-12-30 04:15:00,274.0,96.0,53
-1.3, None,0.0,3.3, None,2016-12-30 04:30:00,257.0,97.0,53
-1.6, None,0.0,5.7, None,2016-12-30 04:45:00,283.0,96.0,53
-1.5, 1.0,0.0,5.0, 0.321,2016-12-30 05:00:00,254.0,97.0,53
-1.8, None,0.0,4.6, None,2016-12-30 05:15:00,256.0,97.0,53
-1.8, None,0.0,4.4, None,2016-12-30 05:30:00,244.0,97.0,53
-2.0, None,0.0,4.4, None,2016-12-30 05:45:00,262.0,96.0,53
-2.0, 0.0,0.0,5.4, 0.323,2016-12-30 06:00:00,262.0,96.0,53
-2.2, None,0.0,5.1, None,2016-12-30 06:15:00,249.0,96.0,53
-2.3, None,0.0,4.2, None,2016-12-30 06:30:00,238.0,96.0,53
-2.7, None,0.0,2.7, None,2016-12-30 06:45:00,243.0,95.0,53
-3.0, 1.0,0.0,3.7, 0.322,2016-12-30 07:00:00,246.0,96.0,53
-2.9, None,0.0,4.9, None,2016-12-30 07:15:00,237.0,96.0,53
-2.9, None,0.0,5.0, None,2016-12-30 07:30:00,239.0,95.0,53
-2.8, None,0.0,7.1, None,2016-12-30 07:45:00,262.0,96.0,53
-2.8, 0.0,0.0,4.2, 0.324,2016-12-30 08:00:00,260.0,95.0,53
-2.9, None,0.0,5.8, None,2016-12-30 08:15:00,261.0,95.0,53
-2.9, None,0.0,4.9, None,2016-12-30 08:30:00,253.0,95.0,53
-2.5, None,0.0,5.6, None,2016-12-30 08:45:00,285.0,94.0,53
-2.4, 1.0,0.0,6.0, 0.321,2016-12-30 09:00:00,277.0,93.0,53
-2.4, None,0.0,5.8, None,2016-12-30 09:15:00,278.0,93.0,53
-0.9, None,0.0,4.7, None,2016-12-30 09:30:00,317.0,83.0,53
-0.1, None,0.0,4.8, None,2016-12-30 09:45:00,268.0,80.0,53
0.5, -1.0,0.26,5.2, 0.31,2016-12-30 10:00:00,285.0,79.0,53
1.3, None,0.0,6.5, None,2016-12-30 10:15:00,320.0,76.0,53
2.3, None,0.0,7.1, None,2016-12-30 10:30:00,344.0,73.0,53
3.6, None,0.0,4.8, None,2016-12-30 10:45:00,353.0,67.0,53
4.6, -1.0,0.0,3.1, 0.311,2016-12-30 11:00:00,330.0,64.0,53
4.2, None,0.0,4.7, None,2016-12-30 11:15:00,242.0,65.0,53
4.4, None,0.0,4.2, None,2016-12-30 11:30:00,265.0,66.0,53
5.0, None,0.0,5.5, None,2016-12-30 11:45:00,335.0,56.0,53
5.1, 0.0,0.0,5.8, 0.315,2016-12-30 12:00:00,332.0,48.0,53
5.9, None,0.0,2.9, None,2016-12-30 12:15:00,3.0,50.0,53
5.8, None,0.0,5.3, None,2016-12-30 12:30:00,34.0,45.0,53
5.6, None,0.0,5.4, None,2016-12-30 12:45:00,338.0,47.0,53
6.1, -1.0,0.0,4.3, 0.316,2016-12-30 13:00:00,26.0,44.0,53
6.2, None,0.0,4.1, None,2016-12-30 13:15:00,306.0,51.0,53
6.3, None,0.0,4.8, None,2016-12-30 13:30:00,256.0,49.0,53
5.2, None,0.0,6.2, None,2016-12-30 13:45:00,268.0,49.0,53
5.1, -2.0,0.0,5.3, 0.317,2016-12-30 14:00:00,244.0,50.0,53
4.3, None,0.0,4.5, None,2016-12-30 14:15:00,218.0,59.0,53
4.2, None,0.0,4.4, None,2016-12-30 14:30:00,163.0,61.0,53
4.2, None,0.0,5.6, None,2016-12-30 14:45:00,126.0,59.0,53
4.7, 0.0,0.0,1.9, 0.316,2016-12-30 15:00:00,74.0,56.0,53
4.6, None,0.0,3.8, None,2016-12-30 15:15:00,105.0,58.0,53
4.3, None,0.0,4.3, None,2016-12-30 15:30:00,222.0,61.0,53
3.9, None,0.0,2.1, None,2016-12-30 15:45:00,229.0,62.0,53
3.1, 0.0,0.0,3.3, 0.317,2016-12-30 16:00:00,226.0,65.0,53
1.0, None,0.0,3.8, None,2016-12-30 16:15:00,234.0,79.0,53
-0.4, None,0.0,1.7, None,2016-12-30 16:30:00,301.0,86.0,53
-1.5, None,0.0,1.9, None,2016-12-30 16:45:00,36.0,90.0,53
-2.1, 1.0,0.0,0.6, 0.326,2016-12-30 17:00:00,201.0,92.0,53
-2.3, None,0.0,1.7, None,2016-12-30 17:15:00,60.0,93.0,53
