AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,16.0, None,2018-09-10,1.2,10.0,37,,,,,
,0.0, None,2018-09-11,-0.5,10.4,37,,,,,
,3.0, None,2018-09-12,1.5,10.0,37,,,,,
,4.0, None,2018-09-13,0.2,7.2,37,,,,,
,0.0, None,2018-09-14,0.7,9.0,37,,,,,
,2.0, None,2018-09-15,2.1,8.3,37,,,,,
,6.0, None,2018-09-16,-0.4,8.5,37,,,,,
,,,2018-09-10 00:00:00, None, None,37,655.0,10.0, None, None,11.3
,,,2018-09-10 01:00:00, None, None,37,655.0,10.0, None, None,10.7
,,,2018-09-10 02:00:00, None, None,37,655.0,10.0, None, None,9.0
,,,2018-09-10 03:00:00, None, None,37,656.0,9.0, None, None,7.9
,,,2018-09-10 04:00:00, None, None,37,656.0,9.0, None, None,7.7
,,,2018-09-10 05:00:00, None, None,37,656.0,9.0, None, None,8.0
,,,2018-09-10 06:00:00, None, None,37,656.0,9.0, None, None,7.4
,,,2018-09-10 07:00:00, None, None,37,656.0,8.0, None, None,7.2
,,,2018-09-10 08:00:00, None, None,37,656.0,8.0, None, None,6.9
,,,2018-09-10 09:00:00, None, None,37,656.0,8.0, None, None,6.9
,,,2018-09-10 10:00:00, None, None,37,659.0,8.0, None, None,6.7
,,,2018-09-10 11:00:00, None, None,37,659.0,8.0, None, None,6.5
,,,2018-09-10 12:00:00, None, None,37,659.0,8.0, None, None,6.0
,,,2018-09-10 13:00:00, None, None,37,660.0,8.0, None, None,5.8
,,,2018-09-10 14:00:00, None, None,37,660.0,7.0, None, None,5.7
,,,2018-09-10 15:00:00, None, None,37,661.0,7.0, None, None,5.8
,,,2018-09-10 16:00:00, None, None,37,668.0,7.0, 150.0, None,4.2
,,,2018-09-10 17:00:00, None, None,37,669.0,7.0, None, None,5.2
,,,2018-09-10 18:00:00, None, None,37,669.0,7.0, None, None,5.5
,,,2018-09-10 19:00:00, None, None,37,669.0,7.0, None, None,7.4
,,,2018-09-10 20:00:00, None, None,37,668.0,7.0, None, None,7.6
,,,2018-09-10 21:00:00, None, None,37,668.0,8.0, None, None,9.7
,,,2018-09-10 22:00:00, None, None,37,668.0,9.0, None, None,8.8
,,,2018-09-10 23:00:00, None, None,37,668.0,9.0, None, None,9.7
,,,2018-09-11 00:00:00, None, None,37,668.0,9.0, None, None,8.9
,,,2018-09-11 01:00:00, None, None,37,670.0,9.0, None, None,5.5
,,,2018-09-11 02:00:00, None, None,37,671.0,8.0, None, None,5.1
,,,2018-09-11 03:00:00, None, None,37,672.0,8.0, None, None,3.5
,,,2018-09-11 04:00:00, None, None,37,672.0,7.0, None, None,2.5
,,,2018-09-11 05:00:00, None, None,37,672.0,7.0, None, None,2.9
,,,2018-09-11 06:00:00, None, None,37,672.0,7.0, None, None,3.5
,,,2018-09-11 07:00:00, None, None,37,672.0,6.0, None, None,2.6
,,,2018-09-11 08:00:00, None, None,37,672.0,6.0, None, None,1.2
,,,2018-09-11 09:00:00, None, None,37,672.0,6.0, None, None,0.7
,,,2018-09-11 10:00:00, None, None,37,672.0,5.0, None, None,0.3
,,,2018-09-11 11:00:00, None, None,37,672.0,5.0, None, None,-0.2
,,,2018-09-11 12:00:00, None, None,37,672.0,5.0, None, None,-0.1
,,,2018-09-11 13:00:00, None, None,37,672.0,4.0, None, None,-0.3
,,,2018-09-11 14:00:00, None, None,37,672.0,4.0, None, None,0.5
,,,2018-09-11 15:00:00, None, None,37,672.0,4.0, None, None,1.8
,,,2018-09-11 16:00:00, None, None,37,672.0,4.0, 146.0, None,4.6
,,,2018-09-11 17:00:00, None, None,37,672.0,4.0, None, None,6.0
,,,2018-09-11 18:00:00, None, None,37,672.0,5.0, None, None,7.6
,,,2018-09-11 19:00:00, None, None,37,672.0,5.0, None, None,9.4
,,,2018-09-11 20:00:00, None, None,37,672.0,6.0, None, None,8.5
,,,2018-09-11 21:00:00, None, None,37,672.0,7.0, None, None,6.8
,,,2018-09-11 22:00:00, None, None,37,672.0,7.0, None, None,9.0
,,,2018-09-11 23:00:00, None, None,37,672.0,8.0, None, None,8.9
,,,2018-09-12 00:00:00, None, None,37,672.0,8.0, None, None,4.9
,,,2018-09-12 01:00:00, None, None,37,672.0,7.0, None, None,4.4
