ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,6.0,0.0,2016-06-03,0.0,27.0,23,,,,,
0.0,0.0,8.0,0.0,2016-06-04,0.0,30.5,23,,,,,
0.0,0.0,9.0,0.0,2016-06-05,0.0,33.5,23,,,,,
0.0,0.0,11.5,0.0,2016-06-06,0.0,33.0,23,,,,,
0.0,0.0,11.0,0.0,2016-06-07,0.0,32.0,23,,,,,
0.0,0.0,15.5,0.0,2016-06-08,0.0,30.0,23,,,,,
1.2,1.2,9.0,0.0,2016-06-09,0.0,25.0,23,,,,,
,,,,2016-06-03 00:00:00,,,23,11.0,8.3,270.0,61.0,0.0
,,,,2016-06-03 01:00:00,,,23,9.7,7.3,270.0,65.0,0.0
,,,,2016-06-03 02:00:00,,,23,8.1,7.4,225.0,64.0,0.0
,,,,2016-06-03 03:00:00,,,23,7.4,6.0,0.0,70.0,0.0
,,,,2016-06-03 04:00:00,,,23,7.1,6.4,0.0,68.0,0.0
,,,,2016-06-03 05:00:00,,,23,5.6,8.4,270.0,60.0,0.0
,,,,2016-06-03 06:00:00,,,23,6.4,11.3,135.0,60.0,0.0
,,,,2016-06-03 07:00:00,,,23,7.5,13.1,135.0,54.0,0.0
,,,,2016-06-03 08:00:00,,,23,7.8,14.2,225.0,45.0,0.0
,,,,2016-06-03 09:00:00,,,23,10.7,15.8,135.0,43.0,0.0
,,,,2016-06-03 10:00:00,,,23,7.2,17.1,180.0,41.0,0.0
,,,,2016-06-03 11:00:00,,,23,9.0,18.8,180.0,45.0,0.0
,,,,2016-06-03 12:00:00,,,23,10.6,20.0,135.0,39.0,0.0
,,,,2016-06-03 13:00:00,,,23,5.3,23.3,180.0,36.0,0.0
,,,,2016-06-03 14:00:00,,,23,10.7,21.3,135.0,41.0,0.0
