wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
308.0, 56.0, 8.2,0.0, 6.9,14.9, 15.6,15.3, 284.0, 0.0, 0.0,65.0,2020-07-22 00:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, 62.0, 12.5,0.0, 8.5,9.2, 15.8,14.2, 313.0, 0.0, 0.0,70.0,2020-07-22 01:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0, 65.0, 14.9,0.0, 8.8,11.5, 15.3,13.8, 308.0, 0.0, 0.0,73.0,2020-07-22 02:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0, 70.0, 9.2,0.0, 8.8,14.4, 14.2,13.6, 290.0, 0.0, 0.0,72.0,2020-07-22 03:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0, 73.0, 11.5,0.0, 9.0,15.9, 13.8,14.2, 300.0, 0.0, 0.0,69.0,2020-07-22 04:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0, 72.0, 14.4,0.0, 8.7,6.8, 13.6,15.9, 291.0, 0.0, 0.0,64.0,2020-07-22 05:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, 69.0, 15.9,0.0, 8.6,6.2, 14.2,16.7, 307.0, 0.0, 0.0,60.0,2020-07-22 06:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 64.0, 6.8,0.0, 9.1,10.8, 15.9,17.6, 313.0, 0.0, 0.0,55.0,2020-07-22 07:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 60.0, 6.2,0.0, 8.9,10.3, 16.7,18.8, 287.0, 0.0, 0.0,52.0,2020-07-22 08:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, 55.0, 10.8,0.0, 8.5,6.1, 17.6,20.2, 5.0, 0.0, 0.0,53.0,2020-07-22 09:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0, 52.0, 10.3,0.0, 8.7,6.3, 18.8,21.3, 2.0, 0.0, 0.0,43.0,2020-07-22 10:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 53.0, 6.1,0.0, 10.3,9.2, 20.2,21.9, 316.0, 0.0, 0.0,43.0,2020-07-22 11:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0, 43.0, 6.3,0.0, 8.2,11.0, 21.3,24.2, 32.0, 0.0, 0.0,37.0,2020-07-22 12:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0, None, None,0.0, None,9.4, None,23.6, None, None, None,37.0,2020-07-22 13:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0, None, None,0.0, None,9.7, None,24.1, None, None, None,26.0,2020-07-22 14:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.0, None, None,0.0, None,9.2, None,23.3, None, None, None,31.0,2020-07-22 15:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0, None, None,0.0, None,9.9, None,22.3, None, None, None,35.0,2020-07-22 16:00:00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
