wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
107.0, 58.0, 9.4,0.0, 10.3,8.6, 18.7,18.5, 135.0, 0.0, 0.0,51.0,2020-07-22 00:00:00, None,30,,,,,,,,,,,,
124.0, 57.0, 9.2,0.0, 10.1,9.6, 18.8,17.1, 148.0, 0.0, 0.0,57.0,2020-07-22 01:00:00, None,30,,,,,,,,,,,,
104.0, 51.0, 8.6,0.0, 8.2,4.1, 18.5,15.7, 107.0, 0.0, 0.0,68.0,2020-07-22 02:00:00, None,30,,,,,,,,,,,,
66.0, 57.0, 9.6,0.0, 8.5,4.4, 17.1,15.2, 124.0, 0.0, 0.0,68.0,2020-07-22 03:00:00, None,30,,,,,,,,,,,,
344.0, 68.0, 4.1,0.0, 9.8,2.5, 15.7,14.8, 104.0, 0.0, 0.0,74.0,2020-07-22 04:00:00, None,30,,,,,,,,,,,,
23.0, 68.0, 4.4,0.0, 9.3,4.1, 15.2,16.9, 66.0, 0.0, 0.0,73.0,2020-07-22 05:00:00, None,30,,,,,,,,,,,,
310.0, 74.0, 2.5,0.0, 10.2,3.4, 14.8,19.9, 344.0, 0.0, 0.0,62.0,2020-07-22 06:00:00, None,30,,,,,,,,,,,,
294.0, 73.0, 4.1,0.0, 12.0,3.2, 16.9,21.6, 23.0, 0.0, 0.0,60.0,2020-07-22 07:00:00, None,30,,,,,,,,,,,,
203.0, 62.0, 3.4,0.0, 12.4,4.9, 19.9,25.2, 310.0, 0.0, 0.0,50.0,2020-07-22 08:00:00, None,30,,,,,,,,,,,,
345.0, 60.0, 3.2,0.0, 13.5,3.2, 21.6,27.4, 294.0, 0.0, 0.0,40.0,2020-07-22 09:00:00, None,30,,,,,,,,,,,,
135.0, 50.0, 4.9,0.0, 14.0,7.1, 25.2,28.6, 203.0, 0.0, 0.0,31.0,2020-07-22 10:00:00, None,30,,,,,,,,,,,,
150.0, 40.0, 3.2,0.0, 12.6,3.7, 27.4,30.1, 345.0, 0.0, 0.0,35.0,2020-07-22 11:00:00, None,30,,,,,,,,,,,,
329.0, 31.0, 7.1,0.0, 9.8,9.1, 28.6,29.5, 135.0, 0.0, 0.0,37.0,2020-07-22 12:00:00, None,30,,,,,,,,,,,,
352.0, None, None,0.0, None,8.1, None,30.6, None, None, None,30.0,2020-07-22 13:00:00, None,30,,,,,,,,,,,,
11.0, None, None,0.0, None,6.8, None,29.6, None, None, None,36.0,2020-07-22 14:00:00, None,30,,,,,,,,,,,,
52.0, None, None,0.0, None,4.5, None,30.1, None, None, None,30.0,2020-07-22 15:00:00, None,30,,,,,,,,,,,,
130.0, None, None,0.0, None,2.3, None,29.0, None, None, None,47.0,2020-07-22 16:00:00, None,30,,,,,,,,,,,,
270.0, None, None,0.0, None,5.4, None,30.4, None, None, None,37.0,2020-07-22 17:00:00, None,30,,,,,,,,,,,,
217.0, None, None,0.0, None,3.3, None,24.8, None, None, None,59.0,2020-07-22 18:00:00, None,30,,,,,,,,,,,,
108.0, 37.0, 5.4,0.0, 14.1,13.2, 30.4,24.5, 270.0, 0.0, 0.0,43.0,2020-07-22 19:00:00, None,30,,,,,,,,,,,,
91.0, 59.0, 3.3,0.0, 16.2,10.7, 24.8,22.9, 217.0, 0.0, 0.0,50.0,2020-07-22 20:00:00, None,30,,,,,,,,,,,,
143.0, 43.0, 13.2,0.0, 11.1,6.9, 24.5,21.2, 108.0, 0.0, 0.0,56.0,2020-07-22 21:00:00, None,30,,,,,,,,,,,,
148.0, 50.0, 10.7,0.0, 11.9,8.6, 22.9,21.3, 91.0, 0.0, 0.0,48.0,2020-07-22 22:00:00, None,30,,,,,,,,,,,,
204.0, 56.0, 6.9,0.0, 12.1,11.1, 21.2,20.5, 143.0, 0.0, 0.0,44.0,2020-07-22 23:00:00, None,30,,,,,,,,,,,,
195.0, 48.0, 8.6,0.0, 9.9,14.9, 21.3,21.2, 148.0, 0.0, 0.0,37.0,2020-07-23 00:00:00, None,30,,,,,,,,,,,,
192.0, 44.0, 11.1,0.0, 7.8,18.1, 20.5,20.6, 204.0, 0.0, 0.0,35.0,2020-07-23 01:00:00, None,30,,,,,,,,,,,,
203.0, 37.0, 14.9,0.0, 5.9,14.3, 21.2,19.5, 195.0, 0.0, 0.0,38.0,2020-07-23 02:00:00, None,30,,,,,,,,,,,,
195.0, 35.0, 18.1,0.0, 4.6,18.0, 20.6,19.2, 192.0, 0.0, 0.0,41.0,2020-07-23 03:00:00, None,30,,,,,,,,,,,,
192.0, 38.0, 14.3,0.0, 4.8,16.6, 19.5,19.1, 203.0, 0.0, 0.0,45.0,2020-07-23 04:00:00, None,30,,,,,,,,,,,,
191.0, 41.0, 18.0,0.0, 5.6,7.7, 19.2,18.9, 195.0, 0.0, 0.0,51.0,2020-07-23 05:00:00, None,30,,,,,,,,,,,,
211.0, 45.0, 16.6,0.0, 6.9,13.3, 19.1,19.0, 192.0, 0.0, 0.0,55.0,2020-07-23 06:00:00, None,30,,,,,,,,,,,,
190.0, 51.0, 7.7,0.0, 8.5,13.0, 18.9,19.6, 191.0, 0.0, 0.0,55.0,2020-07-23 07:00:00, None,30,,,,,,,,,,,,
196.0, 55.0, 13.3,0.0, 9.8,11.4, 19.0,20.8, 211.0, 0.0, 0.0,51.0,2020-07-23 08:00:00, None,30,,,,,,,,,,,,
187.0, None, None,0.0, None,14.8, None,20.8, None, None, None,55.0,2020-07-23 09:00:00, None,30,,,,,,,,,,,,
17.0, None, None,0.0, None,6.5, None,23.3, None, None, None,48.0,2020-07-23 10:00:00, None,30,,,,,,,,,,,,
323.0, None, None,0.0, None,8.1, None,22.2, None, None, None,52.0,2020-07-23 11:00:00, None,30,,,,,,,,,,,,
23.0, None, None,0.0, None,6.9, None,23.4, None, None, None,49.0,2020-07-23 12:00:00, None,30,,,,,,,,,,,,
336.0, None, None,0.0, None,6.8, None,26.2, None, None, None,38.0,2020-07-23 13:00:00, None,30,,,,,,,,,,,,
17.0, None, None,0.0, None,5.8, None,27.3, None, None, None,37.0,2020-07-23 14:00:00, None,30,,,,,,,,,,,,
308.0, None, None,0.0, None,11.7, None,26.4, None, None, None,38.0,2020-07-23 15:00:00, None,30,,,,,,,,,,,,
293.0, 37.0, 5.8,0.0, 11.3,6.7, 27.3,27.3, 17.0, 0.0, None,40.0,2020-07-23 16:00:00, None,30,,,,,,,,,,,,
111.0, 38.0, 11.7,0.0, 10.9,5.4, 26.4,20.9, 308.0, 0.0, 0.0,62.0,2020-07-23 17:00:00, None,30,,,,,,,,,,,,
174.0, 40.0, 6.7,0.0, 12.5,7.0, 27.3,21.0, 293.0, 0.0, 0.0,58.0,2020-07-23 18:00:00, None,30,,,,,,,,,,,,
187.0, 62.0, 5.4,0.0, 13.4,10.0, 20.9,19.8, 111.0, 0.0, 0.0,38.0,2020-07-23 19:00:00, None,30,,,,,,,,,,,,
197.0, 58.0, 7.0,0.0, 12.4,13.2, 21.0,20.4, 174.0, 0.0, 0.0,30.0,2020-07-23 20:00:00, None,30,,,,,,,,,,,,
221.0, 38.0, 10.0,0.0, 5.1,11.2, 19.8,18.4, 187.0, 0.0, 0.0,36.0,2020-07-23 21:00:00, None,30,,,,,,,,,,,,
177.0, 30.0, 13.2,0.0, 2.3,8.9, 20.4,16.0, 197.0, 0.0, 0.0,54.0,2020-07-23 22:00:00, None,30,,,,,,,,,,,,
190.0, 36.0, 11.2,0.0, 3.1,14.3, 18.4,17.9, 221.0, 0.0, 0.0,41.0,2020-07-23 23:00:00, None,30,,,,,,,,,,,,
166.0, 54.0, 8.9,0.0, 6.7,8.5, 16.0,18.4, 177.0, 0.0, 0.0,39.0,2020-07-24 00:00:00, None,30,,,,,,,,,,,,
155.0, 41.0, 14.3,0.0, 4.5,6.9, 17.9,17.7, 190.0, 0.0, 0.0,43.0,2020-07-24 01:00:00, None,30,,,,,,,,,,,,
185.0, 39.0, 8.5,0.0, 4.2,11.9, 18.4,17.4, 166.0, 0.0, 0.0,45.0,2020-07-24 02:00:00, None,30,,,,,,,,,,,,
187.0, 43.0, 6.9,0.0, 5.0,12.7, 17.7,17.0, 155.0, 0.0, 0.0,48.0,2020-07-24 03:00:00, None,30,,,,,,,,,,,,
83.0, 45.0, 11.9,0.0, 5.4,8.1, 17.4,14.4, 185.0, 0.0, 0.0,77.0,2020-07-24 04:00:00, None,30,,,,,,,,,,,,
87.0, 48.0, 12.7,1.0, 5.9,9.8, 17.0,13.4, 187.0, 0.0, 0.0,91.0,2020-07-24 05:00:00, None,30,,,,,,,,,,,,
82.0, 77.0, 8.1,0.2, 10.4,8.6, 14.4,14.0, 83.0, 0.0, 0.0,86.0,2020-07-24 06:00:00, None,30,,,,,,,,,,,,
200.0, 91.0, 9.8,0.0, 12.0,10.6, 13.4,16.6, 87.0, 1.0, 1.0,70.0,2020-07-24 07:00:00, None,30,,,,,,,,,,,,
184.0, 86.0, 8.6,0.2, 11.7,16.1, 14.0,15.9, 82.0, 0.2, 1.2,72.0,2020-07-24 08:00:00, None,30,,,,,,,,,,,,
193.0, 70.0, 10.6,0.0, 11.1,19.3, 16.6,16.3, 200.0, 0.0, 1.2,64.0,2020-07-24 09:00:00, None,30,,,,,,,,,,,,
304.0, 72.0, 16.1,0.0, 10.9,16.6, 15.9,15.5, 184.0, 0.2, 1.4,67.0,2020-07-24 10:00:00, None,30,,,,,,,,,,,,
222.0, 64.0, 19.3,0.0, 9.5,14.7, 16.3,16.1, 193.0, 0.0, 1.4,74.0,2020-07-24 11:00:00, None,30,,,,,,,,,,,,
208.0, 67.0, 16.6,0.0, 9.4,8.3, 15.5,18.2, 304.0, 0.0, 1.4,57.0,2020-07-24 12:00:00, None,30,,,,,,,,,,,,
151.0, 74.0, 14.7,2.8, 11.5,18.8, 16.1,12.5, 222.0, 0.0, 1.4,83.0,2020-07-24 13:00:00, None,30,,,,,,,,,,,,
276.0, 57.0, 8.3,0.2, 9.5,6.0, 18.2,15.0, 208.0, 0.0, 1.4,81.0,2020-07-24 14:00:00, None,30,,,,,,,,,,,,
303.0, 83.0, 18.8,0.0, 9.7,3.2, 12.5,18.6, 151.0, 2.8, 4.2,54.0,2020-07-24 15:00:00, None,30,,,,,,,,,,,,
292.0, 81.0, 6.0,0.0, 11.8,6.9, 15.0,18.7, 276.0, 0.2, 4.4,58.0,2020-07-24 16:00:00, None,30,,,,,,,,,,,,
66.0, 54.0, 3.2,0.0, 9.1,5.2, 18.6,16.0, 303.0, 0.0, 4.4,77.0,2020-07-24 17:00:00, None,30,,,,,,,,,,,,
85.0, 58.0, 6.9,0.0, 10.3,6.4, 18.7,14.9, 292.0, 0.0, 4.4,82.0,2020-07-24 18:00:00, None,30,,,,,,,,,,,,
171.0, 77.0, 5.2,0.0, 12.0,4.9, 16.0,13.1, 66.0, 0.0, 4.4,88.0,2020-07-24 19:00:00, None,30,,,,,,,,,,,,
84.0, 82.0, 6.4,0.0, 11.9,4.2, 14.9,12.7, 85.0, 0.0, 4.4,87.0,2020-07-24 20:00:00, None,30,,,,,,,,,,,,
158.0, None, None,0.0, None,4.9, None,12.4, None, None, None,91.0,2020-07-24 21:00:00, None,30,,,,,,,,,,,,
