pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 12.24, 53.39, None, None, None, None, None, None, 3.0, 12.2, 12.2, 0.1, 3.0, None, 15.1, 53.0, None,2022-09-10 00:00:00, None, None, None,37
None, None, 11.63, 54.66, None, None, None, None, None, None, 3.0, 11.6, 11.7, -0.1, 3.0, None, 15.1, 55.0, None,2022-09-10 01:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 3.0, 11.2, 11.2, 0.0, None, None, 15.1, 55.0, None,2022-09-10 02:00:00, None, None, None,37
None, None, 10.64, 57.04, None, None, None, None, None, None, 3.0, 10.6, 10.7, -0.1, 3.0, None, 15.1, 57.0, None,2022-09-10 03:00:00, None, None, None,37
None, None, 10.55, 57.42, None, None, None, None, None, None, 3.0, 10.6, 10.6, -0.1, 3.0, None, 15.1, 57.0, None,2022-09-10 04:00:00, None, None, None,37
None, None, 10.45, 57.92, None, None, None, None, None, None, 3.0, 10.5, 10.2, 0.0, 3.0, None, 15.1, 58.0, None,2022-09-10 05:00:00, None, None, None,37
None, None, 10.07, 59.34, None, None, None, None, None, None, 3.0, 10.1, 10.1, -0.1, 3.0, None, 15.1, 59.0, None,2022-09-10 06:00:00, None, None, None,37
None, None, 9.89, 59.94, None, None, None, None, None, None, 3.0, 9.9, 9.7, 0.0, 3.0, None, 10.1, 60.0, None,2022-09-10 07:00:00, None, None, None,37
None, None, 10.81, 55.75, None, None, None, None, None, None, 2.0, 10.8, 9.5, 0.0, 2.0, None, 10.7, 56.0, None,2022-09-10 08:00:00, None, None, None,37
None, None, 14.54, 48.48, None, None, None, None, None, None, 3.0, 14.5, 9.5, 0.0, 3.0, None, 14.6, 48.0, None,2022-09-10 09:00:00, None, None, None,37
None, None, 17.01, 45.46, None, None, None, None, None, None, 5.0, 17.0, 9.5, 0.0, 5.0, None, 17.0, 45.0, None,2022-09-10 10:00:00, None, None, None,37
None, None, 17.78, 41.49, None, None, None, None, None, None, 4.0, 17.8, 9.5, -0.1, 4.0, None, 18.0, 41.0, None,2022-09-10 11:00:00, None, None, None,37
None, None, 18.85, 41.24, None, None, None, None, None, None, 5.0, 18.9, 9.5, -0.1, 5.0, None, 18.9, 41.0, None,2022-09-10 12:00:00, None, None, None,37
None, None, 20.63, 36.76, None, None, None, None, None, None, 5.0, 20.6, 9.5, None, 5.0, None, 20.6, 37.0, None,2022-09-10 13:00:00, None, None, None,37
None, None, 23.38, 33.03, None, None, None, None, None, None, 6.0, 23.4, 9.5, -0.2, 6.0, None, 23.2, 33.0, None,2022-09-10 14:00:00, None, None, None,37
None, None, 24.03, 30.84, None, None, None, None, None, None, 6.0, 24.0, 9.5, -0.4, 6.0, None, 24.9, 31.0, None,2022-09-10 15:00:00, None, None, None,37
None, None, 20.15, 44.41, None, None, None, None, None, None, 7.0, 20.2, 9.5, 0.2, 7.0, None, 24.9, 44.0, None,2022-09-10 16:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 8.0, 18.3, 9.5, -0.4, None, None, 24.9, 52.0, None,2022-09-10 17:00:00, None, None, None,37
None, None, 16.66, 51.13, None, None, None, None, None, None, 6.0, 16.7, 9.5, -0.2, 6.0, None, 24.9, 51.0, None,2022-09-10 18:00:00, None, None, None,37
None, None, 15.78, 51.84, None, None, None, None, None, None, 6.0, 15.8, 15.8, -0.1, 6.0, None, 16.7, 52.0, None,2022-09-10 19:00:00, None, None, None,37
None, None, 14.89, 51.64, None, None, None, None, None, None, 5.0, 14.9, 14.9, 0.1, 5.0, None, 16.7, 52.0, None,2022-09-10 20:00:00, None, None, None,37
None, None, 14.32, 49.59, None, None, None, None, None, None, 4.0, 14.3, 14.0, 0.0, 4.0, None, 16.7, 50.0, None,2022-09-10 21:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 2.0, 14.3, 13.7, 0.0, None, None, 16.7, 43.0, None,2022-09-10 22:00:00, None, None, None,37
None, None, 14.09, 42.62, None, None, None, None, None, None, 2.0, 14.1, 13.1, 0.1, 2.0, None, 16.7, 43.0, None,2022-09-10 23:00:00, None, None, None,37
None, None, 14.09, 40.11, None, None, None, None, None, None, 1.0, 14.1, 13.1, -0.3, 1.0, None, 16.7, 40.0, None,2022-09-11 00:00:00, None, None, None,37
None, None, 13.11, 40.58, None, None, None, None, None, None, 0.0, 13.1, 13.1, 0.1, 0.0, None, 16.7, 41.0, None,2022-09-11 01:00:00, None, None, None,37
None, None, 12.8, 37.84, None, None, None, None, None, None, -1.0, 12.8, 12.8, -0.2, -1.0, None, 16.7, 38.0, None,2022-09-11 02:00:00, None, None, None,37
None, None, 11.96, 39.48, None, None, None, None, None, None, -1.0, 12.0, 11.8, 0.0, -1.0, None, 16.7, 39.0, None,2022-09-11 03:00:00, None, None, None,37
None, None, 11.54, 40.4, None, None, None, None, None, None, -2.0, 11.5, 11.3, -0.1, -2.0, None, 16.7, 40.0, None,2022-09-11 04:00:00, None, None, None,37
None, None, 11.29, 41.65, None, None, None, None, None, None, -1.0, 11.3, 10.9, -0.1, -1.0, None, 16.7, 42.0, None,2022-09-11 05:00:00, None, None, None,37
None, None, 11.22, 43.99, None, None, None, None, None, None, 0.0, 11.2, 10.9, -0.1, 0.0, None, 16.7, 44.0, None,2022-09-11 06:00:00, None, None, None,37
None, None, 10.67, 45.17, None, None, None, None, None, None, -1.0, 10.7, 10.4, 0.0, -1.0, None, 11.4, 45.0, None,2022-09-11 07:00:00, None, None, None,37
None, None, 11.02, 48.03, None, None, None, None, None, None, 0.0, 11.0, 10.0, 0.0, 0.0, None, 11.4, 48.0, None,2022-09-11 08:00:00, None, None, None,37
None, None, 14.12, 42.69, None, None, None, None, None, None, 1.0, 14.1, 10.0, -0.1, 1.0, None, 14.1, 43.0, None,2022-09-11 09:00:00, None, None, None,37
None, None, 16.22, 41.5, None, None, None, None, None, None, 3.0, 16.2, 10.0, 0.0, 3.0, None, 16.2, 42.0, None,2022-09-11 10:00:00, None, None, None,37
None, None, 17.25, 37.77, None, None, None, None, None, None, 3.0, 17.3, 10.0, -0.2, 3.0, None, 17.5, 38.0, None,2022-09-11 11:00:00, None, None, None,37
None, None, 17.8, 38.13, None, None, None, None, None, None, 3.0, 17.8, 10.0, 0.0, 3.0, None, 17.7, 38.0, None,2022-09-11 12:00:00, None, None, None,37
None, None, 20.49, 36.27, None, None, None, None, None, None, 5.0, 20.5, 10.0, -0.3, 5.0, None, 20.6, 36.0, None,2022-09-11 13:00:00, None, None, None,37
None, None, 19.89, 38.46, None, None, None, None, None, None, 5.0, 19.9, 10.0, 0.0, 5.0, None, 20.6, 38.0, None,2022-09-11 14:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 6.0, 21.0, 10.0, -0.3, None, None, 21.6, 38.0, None,2022-09-11 15:00:00, None, None, None,37
None, None, 18.25, 45.78, None, None, None, None, None, None, 6.0, 18.3, 10.0, 0.1, 6.0, None, 21.6, 46.0, None,2022-09-11 16:00:00, None, None, None,37
None, None, 17.02, 59.9, None, None, None, None, None, None, 9.0, 17.0, 10.0, -0.3, 9.0, None, 21.6, 60.0, None,2022-09-11 17:00:00, None, None, None,37
None, None, 16.02, 59.65, None, None, None, None, None, None, 8.0, 16.0, 10.0, 0.0, 8.0, None, 21.6, 60.0, None,2022-09-11 18:00:00, None, None, None,37
None, None, 14.72, 63.36, None, None, None, None, None, None, 8.0, 14.7, 14.7, None, 8.0, None, 16.0, 63.0, None,2022-09-11 19:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 7.0, 13.8, 13.8, -0.1, None, None, 16.0, 64.0, None,2022-09-11 20:00:00, None, None, None,37
None, None, 12.78, 67.59, None, None, None, None, None, None, 7.0, 12.8, 12.8, 0.0, 7.0, None, 16.0, 68.0, None,2022-09-11 21:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 6.0, 11.8, 11.6, 0.0, None, None, 16.0, 69.0, None,2022-09-11 22:00:00, None, None, None,37
None, None, 12.25, 64.35, None, None, None, None, None, None, 6.0, 12.3, 11.3, 0.0, 6.0, None, 16.0, 64.0, None,2022-09-11 23:00:00, None, None, None,37
None, None, 11.01, 71.64, None, None, None, None, None, None, 6.0, 11.0, 11.1, 0.0, 6.0, None, 16.0, 72.0, None,2022-09-12 00:00:00, None, None, None,37
None, None, 11.62, 58.98, None, None, None, None, None, None, 4.0, 11.6, 10.7, 0.0, 4.0, None, 16.0, 59.0, None,2022-09-12 01:00:00, None, None, None,37
None, None, 11.12, 59.02, None, None, None, None, None, None, 3.0, 11.1, 10.7, 0.0, 3.0, None, 16.0, 59.0, None,2022-09-12 02:00:00, None, None, None,37
None, None, 10.84, 60.79, None, None, None, None, None, None, 3.0, 10.8, 10.7, 0.0, 3.0, None, 16.0, 61.0, None,2022-09-12 03:00:00, None, None, None,37
None, None, 10.82, 61.46, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None,2022-09-12 04:00:00, None, None, None,37
None, None, 10.22, 63.2, None, None, None, None, None, None, 3.0, 10.2, 10.2, 0.0, 3.0, None, 16.0, 63.0, None,2022-09-12 05:00:00, None, None, None,37
None, None, 8.99, 65.7, None, None, None, None, None, None, 3.0, 9.0, 9.0, 0.0, 3.0, None, 16.0, 66.0, None,2022-09-12 06:00:00, None, None, None,37
None, None, 8.42, 71.23, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None,2022-09-12 07:00:00, None, None, None,37
None, None, 8.61, 68.4, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None,2022-09-12 08:00:00, None, None, None,37
None, None, 10.79, 64.25, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None,2022-09-12 09:00:00, None, None, None,37
None, None, 11.91, 70.37, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None,2022-09-12 10:00:00, None, None, None,37
None, None, 13.48, 71.21, None, None, None, None, None, None, 8.0, 13.5, 8.2, 0.0, 8.0, None, 13.4, 71.0, None,2022-09-12 11:00:00, None, None, None,37
None, None, 13.36, 74.79, None, None, None, None, None, None, 9.0, 13.4, 8.2, 0.0, 9.0, None, 13.8, 75.0, None,2022-09-12 12:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 10.0, 14.7, 8.2, -0.2, None, None, 15.1, 72.0, None,2022-09-12 13:00:00, None, None, None,37
None, None, 16.47, 64.69, None, None, None, None, None, None, 10.0, 16.5, 8.2, -0.1, 10.0, None, 16.4, 65.0, None,2022-09-12 14:00:00, None, None, None,37
None, None, 16.64, 64.32, None, None, None, None, None, None, 10.0, 16.6, 8.2, -0.1, 10.0, None, 17.3, 64.0, None,2022-09-12 15:00:00, None, None, None,37
None, None, 15.58, 67.91, None, None, None, None, None, None, 10.0, 15.6, 8.2, 0.1, 10.0, None, 17.3, 68.0, None,2022-09-12 16:00:00, None, None, None,37
None, None, 14.36, 74.33, None, None, None, None, None, None, 10.0, 14.4, 8.2, -0.1, 10.0, None, 17.3, 74.0, None,2022-09-12 17:00:00, None, None, None,37
None, None, 13.12, 81.5, None, None, None, None, None, None, 10.0, 13.1, 8.2, -0.1, 10.0, None, 17.3, 82.0, None,2022-09-12 18:00:00, None, None, None,37
None, None, 11.98, 83.9, None, None, None, None, None, None, 9.0, 12.0, 12.0, 0.1, 9.0, None, 13.1, 84.0, None,2022-09-12 19:00:00, None, None, None,37
None, None, 11.13, 84.0, None, None, None, None, None, None, 9.0, 11.1, 11.2, 0.0, 9.0, None, 13.1, 84.0, None,2022-09-12 20:00:00, None, None, None,37
None, None, 10.1, 85.7, None, None, None, None, None, None, 8.0, 10.1, 10.1, None, 8.0, None, 13.1, 86.0, None,2022-09-12 21:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 7.0, 9.4, 9.4, 0.0, None, None, 13.1, 87.0, None,2022-09-12 22:00:00, None, None, None,37
None, None, 9.44, 87.6, None, None, None, None, None, None, 7.0, 9.4, 9.3, 0.1, 7.0, None, 13.1, 88.0, None,2022-09-12 23:00:00, None, None, None,37
None, None, 9.98, 85.7, None, None, None, None, None, None, 8.0, 10.0, 9.3, 0.0, 8.0, None, 13.1, 86.0, None,2022-09-13 00:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 7.0, 9.3, 9.3, 0.0, None, None, 13.1, 85.0, None,2022-09-13 01:00:00, None, None, None,37
None, None, 9.05, 84.6, None, None, None, None, None, None, 7.0, 9.1, 9.0, 0.2, 7.0, None, 13.1, 85.0, None,2022-09-13 02:00:00, None, None, None,37
None, None, 8.47, 81.1, None, None, None, None, None, None, 5.0, 8.5, 8.5, -0.1, 5.0, None, 13.1, 81.0, None,2022-09-13 03:00:00, None, None, None,37
None, None, 7.933, 79.06, None, None, None, None, None, None, 4.0, 7.9, 8.0, 0.0, 4.0, None, 13.1, 79.0, None,2022-09-13 04:00:00, None, None, None,37
None, None, 8.92, 79.68, None, None, None, None, None, None, 6.0, 8.9, 7.6, 0.1, 6.0, None, 13.1, 80.0, None,2022-09-13 05:00:00, None, None, None,37
None, None, 8.43, 81.5, None, None, None, None, None, None, 5.0, 8.4, 7.6, 0.0, 5.0, None, 13.1, 82.0, None,2022-09-13 06:00:00, None, None, None,37
None, None, 9.13, 81.6, None, None, None, None, None, None, 6.0, 9.1, 8.4, 0.0, 6.0, None, 9.1, 82.0, None,2022-09-13 07:00:00, None, None, None,37
None, None, 8.88, 78.09, None, None, None, None, None, None, 5.0, 8.9, 8.4, -0.1, 5.0, None, 9.6, 78.0, None,2022-09-13 08:00:00, None, None, None,37
None, None, 10.47, 75.13, None, None, None, None, None, None, 6.0, 10.5, 8.4, 0.2, 6.0, None, 10.4, 75.0, None,2022-09-13 09:00:00, None, None, None,37
None, None, 12.91, 70.69, None, None, None, None, None, None, 8.0, 12.9, 8.4, -0.1, 8.0, None, 12.9, 71.0, None,2022-09-13 10:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 8.0, 14.6, 8.4, 0.0, None, None, 14.6, 66.0, None,2022-09-13 11:00:00, None, None, None,37
None, None, 16.1, 63.06, None, None, None, None, None, None, 9.0, 16.1, 8.4, 0.1, 9.0, None, 16.1, 63.0, None,2022-09-13 12:00:00, None, None, None,37
None, None, 17.37, 60.7, None, None, None, None, None, None, 10.0, 17.4, 8.4, -0.2, 10.0, None, 17.3, 61.0, None,2022-09-13 13:00:00, None, None, None,37
None, None, 18.82, 51.88, None, None, None, None, None, None, 9.0, 18.8, 8.4, -0.2, 9.0, None, 19.1, 52.0, None,2022-09-13 14:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 9.0, 17.2, 8.4, 0.3, None, None, 19.5, 58.0, None,2022-09-13 16:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 10.0, 15.6, 8.4, -0.3, None, None, 19.5, 70.0, None,2022-09-13 17:00:00, None, None, None,37
None, None, 13.12, 79.85, None, None, None, None, None, None, 10.0, 13.1, 13.1, 0.0, 10.0, None, 14.2, 80.0, None,2022-09-13 19:00:00, None, None, None,37
None, None, 11.66, 82.1, None, None, None, None, None, None, 9.0, 11.7, 11.7, 0.1, 9.0, None, 14.2, 82.0, None,2022-09-13 20:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 8.0, 10.8, 10.8, 0.0, None, None, 14.2, 81.0, None,2022-09-13 21:00:00, None, None, None,37
None, None, 9.96, 82.0, None, None, None, None, None, None, 7.0, 10.0, 10.0, 0.0, 7.0, None, 14.2, 82.0, None,2022-09-13 22:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 5.0, 10.7, 9.7, 0.0, None, None, 14.2, 66.0, None,2022-09-13 23:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 4.0, 10.4, 9.7, -0.1, None, None, 14.2, 63.0, None,2022-09-14 00:00:00, None, None, None,37
None, None, 9.31, 61.61, None, None, None, None, None, None, 2.0, 9.3, 9.3, 0.0, 2.0, None, 14.2, 62.0, None,2022-09-14 02:00:00, None, None, None,37
None, None, 8.87, 61.58, None, None, None, None, None, None, 2.0, 8.9, 8.8, -0.1, 2.0, None, 14.2, 62.0, None,2022-09-14 03:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 2.0, 8.3, 8.3, 0.0, None, None, 14.2, 62.0, None,2022-09-14 04:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 1.0, 8.4, 8.2, 0.1, None, None, 14.2, 61.0, None,2022-09-14 05:00:00, None, None, None,37
None, None, 7.738, 64.22, None, None, None, None, None, None, 1.0, 7.7, 7.7, 0.1, 1.0, None, 8.1, 64.0, None,2022-09-14 07:00:00, None, None, None,37
None, None, 8.12, 63.9, None, None, None, None, None, None, 2.0, 8.1, 7.7, 0.0, 2.0, None, 8.1, 64.0, None,2022-09-14 08:00:00, None, None, None,37
None, None, 10.89, 56.04, None, None, None, None, None, None, 2.0, 10.9, 7.7, 0.0, 2.0, None, 10.8, 56.0, None,2022-09-14 09:00:00, None, None, None,37
None, None, 13.8, 50.19, None, None, None, None, None, None, 3.0, 13.8, 7.7, -0.1, 3.0, None, 13.8, 50.0, None,2022-09-14 10:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 4.0, 15.7, 7.7, 0.0, None, None, 15.7, 47.0, None,2022-09-14 11:00:00, None, None, None,37
None, None, 17.46, 42.44, None, None, None, None, None, None, 5.0, 17.5, 7.7, -0.1, 5.0, None, 17.6, 42.0, None,2022-09-14 12:00:00, None, None, None,37
None, None, 17.91, 42.88, None, None, None, None, None, None, 5.0, 17.9, 7.7, -0.2, 5.0, None, 18.1, 43.0, None,2022-09-14 13:00:00, None, None, None,37
None, None, 18.79, 43.01, None, None, None, None, None, None, 6.0, 18.8, 7.7, -0.1, 6.0, None, 18.8, 43.0, None,2022-09-14 14:00:00, None, None, None,37
None, None, 15.25, 67.96, None, None, None, None, None, None, 9.0, 15.3, 7.7, -0.2, 9.0, None, 20.0, 68.0, None,2022-09-14 17:00:00, None, None, None,37
None, None, 13.25, 78.81, None, None, None, None, None, None, 10.0, 13.3, 13.3, 0.0, 10.0, None, 14.9, 79.0, None,2022-09-14 19:00:00, None, None, None,37
None, None, 12.92, 81.0, None, None, None, None, None, None, 10.0, 12.9, 12.9, 0.0, 10.0, None, 14.9, 81.0, None,2022-09-14 20:00:00, None, None, None,37
None, None, 11.14, 84.9, None, None, None, None, None, None, 9.0, 11.1, 11.2, 0.0, 9.0, None, 14.9, 85.0, None,2022-09-14 22:00:00, None, None, None,37
None, None, 10.64, 86.3, None, None, None, None, None, None, 8.0, 10.6, 10.6, 0.1, 8.0, None, 14.9, 86.0, None,2022-09-14 23:00:00, None, None, None,37
None, None, 10.94, 86.7, None, None, None, None, None, None, 9.0, 10.9, 10.5, 0.0, 9.0, None, 14.9, 87.0, None,2022-09-15 00:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 8.0, 10.4, 10.4, 0.0, None, None, 14.9, 87.0, None,2022-09-15 01:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 9.0, 10.5, 10.2, 0.0, None, None, 14.9, 87.0, None,2022-09-15 02:00:00, None, None, None,37
None, None, 10.24, 85.8, None, None, None, None, None, None, 8.0, 10.2, 10.2, 0.0, 8.0, None, 14.9, 86.0, None,2022-09-15 03:00:00, None, None, None,37
None, None, 8.44, 85.9, None, None, None, None, None, None, 6.0, 8.4, 8.5, 0.0, 6.0, None, 14.9, 86.0, None,2022-09-15 05:00:00, None, None, None,37
None, None, 8.26, 84.7, None, None, None, None, None, None, 6.0, 8.3, 8.1, 0.0, 6.0, None, 14.9, 85.0, None,2022-09-15 06:00:00, None, None, None,37
None, None, 6.79, 86.2, None, None, None, None, None, None, 5.0, 6.8, 6.8, 0.0, 5.0, None, 8.3, 86.0, None,2022-09-15 07:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 5.0, 6.8, 6.5, 0.0, None, None, 8.3, 88.0, None,2022-09-15 08:00:00, None, None, None,37
None, None, 9.84, 81.7, None, None, None, None, None, None, 7.0, 9.8, 6.5, -0.1, 7.0, None, 10.1, 82.0, None,2022-09-15 10:00:00, None, None, None,37
None, None, 10.84, 82.6, None, None, None, None, None, None, 8.0, 10.8, 6.5, 0.1, 8.0, None, 11.1, 83.0, None,2022-09-15 11:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, None, 8.0, 10.5, 6.5, 0.1, None, None, 11.1, 86.0, None,2022-09-15 12:00:00, None, None, None,37
