pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, 11.0, 60.0, None, None, None, None, None, None, None, 4.0, 11.0, 10.9, 0.0, None, 15.8, None, 60.0, None,2022-09-10 00:00:00, None,37
0.0, 10.39, 63.49, None, None, None, None, None, None, None, 4.0, 10.4, 10.4, 0.0, None, 15.8, None, 63.0, None,2022-09-10 01:00:00, None,37
0.0, 9.67, 64.08, None, None, None, None, None, None, None, 3.0, 9.7, 9.7, 0.0, None, 15.8, None, 64.0, None,2022-09-10 02:00:00, None,37
0.0, 9.13, 65.09, None, None, None, None, None, None, None, 2.0, 9.1, 9.1, 0.0, None, 15.8, None, 65.0, None,2022-09-10 03:00:00, None,37
0.0, 8.83, 66.16, None, None, None, None, None, None, None, 3.0, 8.8, 8.7, 0.0, None, 15.8, None, 66.0, None,2022-09-10 04:00:00, None,37
0.0, 7.929, 69.93, None, None, None, None, None, None, None, 3.0, 7.9, 7.9, 0.0, None, 15.8, None, 70.0, None,2022-09-10 05:00:00, None,37
0.0, 7.529, 70.32, None, None, None, None, None, None, None, 2.0, 7.5, 7.5, 0.0, None, 15.8, None, 70.0, None,2022-09-10 06:00:00, None,37
0.0, 7.177, 72.4, None, None, None, None, None, None, None, 3.0, 7.2, 7.1, 0.0, None, 7.5, None, 72.0, None,2022-09-10 07:00:00, None,37
0.0, 7.393, 72.47, None, None, None, None, None, None, None, 3.0, 7.4, 7.1, 0.0, None, 7.5, None, 72.0, None,2022-09-10 08:00:00, None,37
0.0, 7.869, 69.76, None, None, None, None, None, None, None, 3.0, 7.9, 7.1, 0.0, None, 7.8, None, 70.0, None,2022-09-10 09:00:00, None,37
0.0, 12.9, 59.09, None, None, None, None, None, None, None, 5.0, 12.9, 7.1, 0.0, None, 12.8, None, 59.0, None,2022-09-10 10:00:00, None,37
0.0, 17.84, 36.66, None, None, None, None, None, None, None, 3.0, 17.8, 7.1, 0.0, None, 17.8, None, 37.0, None,2022-09-10 11:00:00, None,37
