RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None, 12.12, 246.2, None, 8.6, None, None, None, None, None, None, None, None, None, 8.88, None, 13.9, None, None, 7.687, None, 8.9, None, None, None,2022-09-10 00:00:00, None,37
None, None, None, None, 15.77, 255.9, None, 8.1, None, None, None, None, None, None, None, None, None, 8.18, None, 13.9, None, None, 11.98, None, 8.2, None, None, None,2022-09-10 01:00:00, None,37
None, None, None, None, 14.02, 238.2, None, 7.9, None, None, None, None, None, None, None, None, None, 8.09, None, 13.9, None, None, 6.577, None, 8.1, None, None, None,2022-09-10 02:00:00, None,37
None, None, None, None, 11.53, 240.6, None, 7.8, None, None, None, None, None, None, None, None, None, 7.767, None, 13.9, None, None, 9.24, None, 7.8, None, None, None,2022-09-10 03:00:00, None,37
None, None, None, None, 9.99, 229.6, None, 7.5, None, None, None, None, None, None, None, None, None, 7.712, None, 13.9, None, None, 7.818, None, 7.7, None, None, None,2022-09-10 04:00:00, None,37
None, None, None, None, 6.937, 214.3, None, 7.5, None, None, None, None, None, None, None, None, None, 7.962, None, 13.9, None, None, 25.95, None, 8.0, None, None, None,2022-09-10 05:00:00, None,37
None, None, None, None, 2.293, 296.3, None, 7.5, None, None, None, None, None, None, None, None, None, 8.01, None, 13.9, None, None, 48.47, None, 8.0, None, None, None,2022-09-10 06:00:00, None,37
None, None, None, None, 1.685, 70.67, None, 7.5, None, None, None, None, None, None, None, None, None, 7.729, None, 8.1, None, None, 38.53, None, 7.7, None, None, None,2022-09-10 07:00:00, None,37
None, None, None, None, 1.539, 53.35, None, 7.4, None, None, None, None, None, None, None, None, None, 8.04, None, 8.1, None, None, 46.81, None, 8.0, None, None, None,2022-09-10 08:00:00, None,37
None, None, None, None, 3.006, 85.2, None, 7.4, None, None, None, None, None, None, None, None, None, 10.94, None, 10.9, None, None, 38.1, None, 10.9, None, None, None,2022-09-10 09:00:00, None,37
None, None, None, None, 2.393, 141.1, None, 7.4, None, None, None, None, None, None, None, None, None, 11.09, None, 11.9, None, None, 42.43, None, 11.1, None, None, None,2022-09-10 10:00:00, None,37
None, None, None, None, 4.878, 114.8, None, 7.4, None, None, None, None, None, None, None, None, None, 11.81, None, 13.0, None, None, 29.33, None, 11.8, None, None, None,2022-09-10 11:00:00, None,37
None, None, None, None, 2.634, 136.0, None, 7.4, None, None, None, None, None, None, None, None, None, 15.18, None, 15.1, None, None, 43.86, None, 15.2, None, None, None,2022-09-10 12:00:00, None,37
None, None, None, None, 3.829, 124.5, None, 7.4, None, None, None, None, None, None, None, None, None, 15.98, None, 16.2, None, None, 36.65, None, 16.0, None, None, None,2022-09-10 13:00:00, None,37
None, None, None, None, 3.573, 155.8, None, 7.4, None, None, None, None, None, None, None, None, None, 15.76, None, 16.9, None, None, 39.7, None, 15.8, None, None, None,2022-09-10 14:00:00, None,37
