TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
7.795,0.6,89.7,100.0,0.0,943.25, 0.0,0.0,2019-06-25 00:00:00,317.3,6.2,26
6.433,0.6,91.7,100.0,0.0,943.35, 0.0,0.0,2019-06-25 01:00:00,317.3,5.2,26
5.462,0.6,93.4,100.0,0.0,943.35, 0.0,0.0,2019-06-25 02:00:00,317.3,4.5,26
4.714,0.6,94.1,100.0,0.0,943.55, 0.0,0.0,2019-06-25 03:00:00,317.3,3.8,26
4.037,3.1,94.6,100.0,0.0,943.55, 0.0,0.0,2019-06-25 04:00:00,317.3,3.3,26
4.298,20.6,95.0,100.0,0.0,943.75, 0.0,0.0,2019-06-25 05:00:00,317.3,3.6,26
6.484,100.6,95.6,100.0,0.0,944.25, 0.0,0.0,2019-06-25 06:00:00,317.3,5.8,26
9.509,158.1,95.5,2.35,0.0,944.35, 0.0,1.11,2019-06-25 07:00:00,324.3,8.8,26
13.161,370.6,83.7,2.35,0.19,944.15, 0.0,1.3,2019-06-25 08:00:00,355.2,10.5,26
15.724,645.6,74.1,2.35,0.37,943.95, 0.0,1.86,2019-06-25 09:00:00,344.0,11.1,26
18.081,268.1,64.7,2.35,0.56,943.65, 0.0,2.6,2019-06-25 10:00:00,342.6,11.3,26
19.127,279.4,58.3,2.35,0.74,943.35, 0.0,2.6,2019-06-25 11:00:00,334.1,10.8,26
20.269,110.6,53.7,2.35,0.56,942.85, 0.0,2.6,2019-06-25 12:00:00,5.6,10.6,26
21.366,991.9,47.9,2.35,0.74,942.35, 0.0,2.6,2019-06-25 13:00:00,321.5,9.9,26
19.436,130.6,50.6,2.35,0.37,942.05, 0.0,2.23,2019-06-25 14:00:00,334.1,8.9,26
21.628,791.9,50.6,2.35,0.37,941.95, 0.0,1.67,2019-06-25 15:00:00,353.8,11.0,26
21.509,245.6,45.3,2.35,0.37,941.45, 0.0,2.97,2019-06-25 16:00:00,50.5,9.2,26
20.269,103.1,47.9,1.76,0.19,941.15, 0.0,1.67,2019-06-25 17:00:00,50.5,8.9,26
21.032,138.1,48.5,1.76,0.37,941.05, 0.0,2.04,2019-06-25 18:00:00,245.7,9.8,26
19.555,61.9,47.4,1.76,0.0,941.15, 0.0,1.11,2019-06-25 19:00:00,339.7,8.1,26
16.939,14.4,59.9,1.76,0.0,941.65, 0.0,1.3,2019-06-25 20:00:00,1.4,9.1,26
13.185,0.6,73.1,4.12,0.0,942.25, 0.0,0.0,2019-06-25 21:00:00,320.1,8.5,26
10.98,0.6,82.0,17.65,0.0,942.55, 0.0,0.0,2019-06-25 22:00:00,320.1,8.0,26
9.114,0.6,88.1,100.0,0.0,942.85, 0.0,0.0,2019-06-25 23:00:00,320.1,7.3,26
7.92,0.6,91.6,100.0,0.0,943.05, 0.0,0.0,2019-06-26 00:00:00,320.1,6.6,26
7.091,0.6,93.2,100.0,0.0,943.25, 0.0,0.0,2019-06-26 01:00:00,320.1,6.1,26
6.433,0.6,94.1,100.0,0.0,943.15, 0.0,0.0,2019-06-26 02:00:00,320.1,5.6,26
6.23,0.6,94.7,100.0,0.0,943.25, 0.0,0.0,2019-06-26 03:00:00,320.1,5.4,26
5.308,9.4,95.0,100.0,0.0,943.55, 0.0,0.0,2019-06-26 04:00:00,320.1,4.6,26
6.636,43.1,95.4,100.0,0.0,943.75, 0.0,0.0,2019-06-26 05:00:00,320.1,6.0,26
8.568,131.9,95.9,100.0,0.0,944.15, 0.0,0.0,2019-06-26 06:00:00,320.1,8.0,26
12.823,164.4,93.7,2.35,0.0,944.15, 0.0,0.74,2019-06-26 07:00:00,318.7,11.8,26
16.701,548.1,77.8,2.94,0.37,943.85, 0.0,2.04,2019-06-26 08:00:00,331.3,12.8,26
18.176,419.4,69.6,2.35,0.56,943.35, 0.0,2.6,2019-06-26 09:00:00,344.0,12.5,26
20.126,679.4,61.5,2.35,0.74,943.15, 0.0,2.97,2019-06-26 10:00:00,352.4,12.5,26
22.321,140.6,56.0,2.35,0.74,942.85, 0.0,2.78,2019-06-26 11:00:00,303.2,13.1,26
24.195,78.1,44.9,2.35,0.93,942.25, 0.0,2.97,2019-06-26 12:00:00,328.5,11.5,26
25.38,838.1,38.7,2.35,0.74,941.65, 0.0,3.34,2019-06-26 13:00:00,355.2,10.3,26
23.208,176.9,37.0,2.35,0.93,941.05, 0.0,5.01,2019-06-26 14:00:00,5.6,7.7,26
20.222,313.1,61.3,2.35,0.74,941.65, 0.4,3.15,2019-06-26 15:00:00,325.7,12.6,26
23.954,310.6,49.1,2.35,0.74,941.75, 0.0,2.78,2019-06-26 16:00:00,327.1,12.6,26
21.819,143.1,41.6,1.76,0.74,941.85, 0.0,3.15,2019-06-26 17:00:00,14.0,8.2,26
18.295,119.4,56.5,1.76,0.74,943.05, 0.0,2.41,2019-06-26 18:00:00,108.1,9.5,26
17.701,83.1,64.4,1.76,0.37,943.25, 0.0,2.23,2019-06-26 19:00:00,134.8,10.9,26
16.153,23.1,68.6,2.35,0.19,943.85, 0.0,1.67,2019-06-26 20:00:00,73.0,10.4,26
13.112,0.6,75.9,9.41,0.0,944.25, 0.0,0.56,2019-06-26 21:00:00,70.2,9.0,26
11.54,0.6,85.6,59.41,0.0,944.85, 0.0,0.0,2019-06-26 22:00:00,70.2,9.2,26
10.198,0.6,89.9,100.0,0.0,945.05, 0.0,0.0,2019-06-26 23:00:00,70.2,8.6,26
9.064,0.6,92.1,100.0,0.0,944.85, 0.0,0.0,2019-06-27 00:00:00,70.2,7.9,26
7.995,0.6,93.4,100.0,0.0,944.95, 0.0,0.0,2019-06-27 01:00:00,70.2,7.0,26
7.066,0.6,94.3,100.0,0.0,944.95, 0.0,0.0,2019-06-27 02:00:00,70.2,6.2,26
6.331,0.6,94.8,100.0,0.0,944.85, 0.0,0.0,2019-06-27 03:00:00,68.8,5.6,26
5.924,5.6,95.2,100.0,0.0,944.75, 0.0,0.0,2019-06-27 04:00:00,68.8,5.2,26
7.945,21.9,95.7,100.0,0.0,944.75, 0.0,0.37,2019-06-27 05:00:00,68.8,7.3,26
12.147,91.9,92.2,96.47,0.37,944.75, 0.0,2.41,2019-06-27 06:00:00,307.5,10.9,26
15.581,231.9,73.2,2.35,0.74,944.55, 0.0,3.9,2019-06-27 07:00:00,301.8,10.8,26
18.057,578.1,63.1,2.35,0.74,944.05, 0.0,3.9,2019-06-27 08:00:00,303.2,10.9,26
21.127,683.1,54.3,2.94,0.93,943.35, 0.0,3.9,2019-06-27 09:00:00,320.1,11.6,26
22.992,179.4,46.2,2.35,0.93,943.05, 0.0,3.53,2019-06-27 10:00:00,0.0,10.8,26
23.761,268.1,43.0,2.35,0.74,942.75, 0.0,2.97,2019-06-27 11:00:00,28.1,10.5,26
24.702,185.6,40.2,2.35,0.74,942.65, 0.0,2.97,2019-06-27 12:00:00,47.7,10.3,26
25.623,994.4,35.9,2.35,0.93,942.25, 0.0,2.97,2019-06-27 13:00:00,25.3,9.4,26
24.847,233.1,34.6,2.35,0.93,941.85, 0.0,3.9,2019-06-27 14:00:00,9.8,8.2,26
16.844,70.6,57.0,1.76,0.93,942.95, 0.0,3.15,2019-06-27 15:00:00,120.7,8.3,26
18.604,211.9,68.6,1.76,0.74,943.85, 0.0,3.15,2019-06-27 16:00:00,120.7,12.7,26
17.796,84.4,62.9,1.76,0.74,943.75, 0.0,2.41,2019-06-27 17:00:00,110.9,10.7,26
17.463,46.9,67.6,1.76,0.37,944.15, 0.0,1.67,2019-06-27 18:00:00,73.0,11.4,26
16.463,40.6,72.2,2.35,0.0,944.25, 0.0,0.93,2019-06-27 19:00:00,67.4,11.5,26
15.39,8.1,76.3,2.94,0.0,944.45, 0.0,0.93,2019-06-27 20:00:00,42.1,11.3,26
14.05,0.6,81.9,5.88,0.0,944.55, 0.0,0.0,2019-06-27 21:00:00,43.5,11.0,26
12.992,0.6,86.5,10.59,0.0,944.65, 0.0,0.0,2019-06-27 22:00:00,43.5,10.8,26
12.992,0.6,88.8,10.59,0.0,944.55, 0.0,0.0,2019-06-27 23:00:00,43.5,11.2,26
13.449,0.6,88.8,5.29,0.0,944.35, 0.0,1.3,2019-06-28 00:00:00,25.3,11.7,26
14.122,0.6,80.7,4.12,0.0,944.35, 0.0,1.3,2019-06-28 01:00:00,294.8,10.9,26
12.413,0.6,85.7,18.24,0.0,944.15, 0.0,0.0,2019-06-28 02:00:00,303.2,10.1,26
11.589,0.6,90.4,44.12,0.0,943.85, 0.0,0.0,2019-06-28 03:00:00,303.2,10.1,26
12.582,5.6,89.5,5.29,0.0,943.75, 0.0,0.74,2019-06-28 04:00:00,297.6,10.9,26
12.92,9.4,84.1,100.0,0.0,943.65, 0.0,1.11,2019-06-28 05:00:00,293.4,10.3,26
12.727,40.6,88.6,100.0,0.0,943.85, 0.0,1.67,2019-06-28 06:00:00,313.1,10.9,26
12.727,43.1,91.2,100.0,0.0,944.15, 0.4,1.11,2019-06-28 07:00:00,293.4,11.3,26
13.329,176.9,93.5,100.0,0.0,943.95, 0.4,0.74,2019-06-28 08:00:00,289.2,12.3,26
14.84,251.9,91.3,100.0,0.19,943.65, 0.0,2.41,2019-06-28 09:00:00,300.4,13.5,26
15.891,241.9,86.7,14.71,0.56,943.65, 0.0,2.6,2019-06-28 10:00:00,315.9,13.7,26
16.368,230.6,83.8,48.82,0.37,943.55, 0.0,2.23,2019-06-28 11:00:00,303.2,13.6,26
14.84,64.4,85.2,100.0,0.19,943.75, 1.0,2.6,2019-06-28 12:00:00,311.7,12.4,26
12.34,19.4,93.1,100.0,0.19,944.15, 4.6,2.04,2019-06-28 13:00:00,87.0,11.3,26
13.377,216.9,95.5,100.0,0.19,944.55, 3.8,1.86,2019-06-28 14:00:00,88.4,12.7,26
13.69,121.9,95.6,100.0,0.37,944.65, 0.0,2.41,2019-06-28 15:00:00,102.5,13.0,26
12.171,99.4,95.3,100.0,0.37,945.15, 0.4,1.48,2019-06-28 16:00:00,64.6,11.5,26
12.34,59.4,95.7,100.0,0.19,945.35, 0.8,1.48,2019-06-28 17:00:00,63.2,11.7,26
12.147,38.1,96.1,100.0,0.19,945.55, 1.4,1.11,2019-06-28 18:00:00,39.3,11.6,26
12.243,9.4,96.3,100.0,0.0,945.95, 0.0,0.56,2019-06-28 19:00:00,29.5,11.7,26
11.321,9.4,96.3,100.0,0.19,946.25, 0.2,1.3,2019-06-28 20:00:00,30.9,10.8,26
10.785,0.6,96.3,100.0,0.0,946.45, 0.0,0.56,2019-06-28 21:00:00,51.9,10.2,26
10.834,0.6,96.6,100.0,0.0,946.75, 0.0,0.37,2019-06-28 22:00:00,51.9,10.3,26
10.247,0.6,96.7,100.0,0.0,946.85, 0.0,0.0,2019-06-28 23:00:00,51.9,9.8,26
10.222,0.6,96.9,100.0,0.0,946.95, 0.0,0.0,2019-06-29 00:00:00,51.9,9.8,26
10.443,0.6,97.0,100.0,0.0,947.25, 0.0,0.37,2019-06-29 01:00:00,51.9,10.0,26
10.173,0.6,97.1,100.0,0.0,947.55, 0.0,0.37,2019-06-29 02:00:00,51.9,9.7,26
9.829,0.6,97.1,100.0,0.0,947.45, 0.0,0.0,2019-06-29 03:00:00,51.9,9.4,26
9.879,1.9,97.2,100.0,0.0,947.85, 0.0,0.0,2019-06-29 04:00:00,51.9,9.5,26
10.149,38.1,97.3,100.0,0.0,947.95, 0.0,0.56,2019-06-29 05:00:00,51.9,9.8,26
10.81,121.9,97.4,100.0,0.19,948.15, 0.0,1.11,2019-06-29 06:00:00,51.9,10.4,26
12.727,246.9,97.5,3.53,0.37,948.25, 0.0,1.86,2019-06-29 07:00:00,56.2,12.4,26
13.305,270.6,95.2,3.53,0.56,948.45, 0.0,2.23,2019-06-29 08:00:00,94.1,12.6,26
14.577,523.1,89.8,3.53,0.56,948.85, 0.0,2.41,2019-06-29 09:00:00,77.2,12.9,26
15.581,186.9,84.4,3.53,0.37,949.05, 0.0,1.86,2019-06-29 10:00:00,113.7,13.0,26
18.343,358.1,79.0,3.53,0.37,949.05, 0.0,2.23,2019-06-29 11:00:00,103.9,14.7,26
18.461,338.1,75.4,3.53,0.19,948.85, 0.0,1.48,2019-06-29 12:00:00,88.4,14.0,26
19.888,848.1,71.4,3.53,0.19,948.55, 0.0,1.48,2019-06-29 13:00:00,64.6,14.6,26
20.293,204.4,66.0,2.94,0.19,948.15, 0.0,1.48,2019-06-29 14:00:00,46.3,13.8,26
20.103,145.6,63.4,2.94,0.19,947.85, 0.0,1.86,2019-06-29 15:00:00,14.0,13.0,26
20.412,186.9,64.2,2.94,0.0,947.75, 0.0,1.11,2019-06-29 16:00:00,327.1,13.4,26
18.438,31.9,64.4,67.06,0.19,947.95, 0.0,1.67,2019-06-29 17:00:00,181.1,11.6,26
14.96,20.6,86.5,100.0,0.0,948.45, 0.6,1.67,2019-06-29 18:00:00,282.2,12.7,26
14.242,13.1,91.3,100.0,0.19,949.65, 0.0,0.74,2019-06-29 19:00:00,82.8,12.9,26
13.642,55.6,93.5,100.0,0.0,950.25, 0.6,1.86,2019-06-29 20:00:00,99.7,12.6,26
11.71,0.6,94.4,100.0,0.0,950.35, 0.2,0.56,2019-06-29 21:00:00,210.6,10.9,26
10.345,0.6,95.1,100.0,0.0,950.55, 0.0,0.0,2019-06-29 22:00:00,210.6,9.6,26
9.312,0.6,95.7,100.0,0.0,950.85, 0.0,0.0,2019-06-29 23:00:00,210.6,8.7,26
9.608,0.6,96.1,100.0,0.0,951.25, 0.0,0.0,2019-06-30 00:00:00,210.6,9.0,26
10.394,0.6,96.5,100.0,0.0,951.55, 0.0,0.0,2019-06-30 01:00:00,210.6,9.9,26
10.075,0.6,96.6,100.0,0.0,951.55, 0.0,0.0,2019-06-30 02:00:00,210.6,9.6,26
9.287,0.6,96.7,100.0,0.0,951.55, 0.0,0.0,2019-06-30 03:00:00,210.6,8.8,26
8.767,3.1,96.8,100.0,0.0,951.65, 0.0,0.0,2019-06-30 04:00:00,210.6,8.3,26
8.394,26.9,96.9,100.0,0.0,951.95, 0.0,0.93,2019-06-30 05:00:00,210.6,7.9,26
9.188,68.1,97.1,100.0,0.0,952.05, 0.0,0.74,2019-06-30 06:00:00,217.6,8.8,26
10.247,116.9,97.2,100.0,0.19,952.35, 0.0,1.3,2019-06-30 07:00:00,103.9,9.8,26
12.63,251.9,97.4,4.12,0.19,952.25, 0.0,1.48,2019-06-30 08:00:00,80.0,12.2,26
16.32,254.4,94.4,3.53,0.37,951.95, 0.0,1.67,2019-06-30 09:00:00,67.4,15.4,26
19.127,169.4,81.8,3.53,0.37,951.35, 0.0,2.04,2019-06-30 10:00:00,101.1,16.0,26
22.058,246.9,69.8,3.53,0.56,950.95, 0.0,3.53,2019-06-30 11:00:00,81.4,16.3,26
22.968,158.1,61.9,3.53,0.37,950.35, 0.0,2.41,2019-06-30 12:00:00,95.5,15.3,26
23.93,910.6,57.0,3.53,0.56,949.75, 0.0,2.23,2019-06-30 13:00:00,92.7,14.9,26
24.944,823.1,49.9,3.53,0.74,949.15, 0.0,2.23,2019-06-30 14:00:00,103.9,13.8,26
24.436,94.4,45.4,2.94,0.56,948.35, 0.0,2.41,2019-06-30 15:00:00,116.5,11.9,26
24.823,196.9,47.2,2.94,0.19,947.55, 0.0,1.11,2019-06-30 16:00:00,96.9,12.8,26
24.581,69.4,45.0,2.94,0.37,946.85, 0.0,2.04,2019-06-30 17:00:00,88.4,11.9,26
24.315,46.9,44.2,2.94,0.37,946.25, 0.0,2.23,2019-06-30 18:00:00,115.1,11.4,26
21.27,31.9,54.9,2.94,0.0,946.05, 0.0,1.67,2019-06-30 19:00:00,213.4,11.9,26
17.225,5.6,75.1,4.71,0.0,946.25, 0.0,0.0,2019-06-30 20:00:00,217.6,12.8,26
14.074,0.6,83.9,18.82,0.0,946.15, 0.0,0.0,2019-06-30 21:00:00,217.6,11.4,26
12.558,0.6,88.5,100.0,0.0,946.05, 0.0,0.0,2019-06-30 22:00:00,217.6,10.7,26
11.37,0.6,91.3,100.0,0.0,945.95, 0.0,0.0,2019-06-30 23:00:00,217.6,10.0,26
11.175,0.6,92.5,100.0,0.0,945.95, 0.0,0.0,2019-07-01 00:00:00,217.6,10.0,26
10.834,0.6,92.4,100.0,0.0,945.65, 0.0,0.56,2019-07-01 01:00:00,217.6,9.7,26
10.59,0.6,92.6,100.0,0.0,945.25, 0.0,0.37,2019-07-01 02:00:00,217.6,9.5,26
10.222,0.6,93.6,100.0,0.0,944.95, 0.0,0.0,2019-07-01 03:00:00,217.6,9.2,26
11.078,0.6,94.2,100.0,0.0,944.75, 0.0,0.0,2019-07-01 04:00:00,217.6,10.2,26
12.582,8.1,92.5,16.47,0.0,945.05, 0.0,0.56,2019-07-01 05:00:00,217.6,11.4,26
12.268,11.9,93.7,100.0,0.0,945.25, 2.2,0.56,2019-07-01 06:00:00,217.6,11.3,26
12.195,41.9,95.5,100.0,0.0,944.85, 0.4,0.56,2019-07-01 07:00:00,217.6,11.5,26
13.112,119.4,96.0,100.0,0.0,945.35, 0.2,0.56,2019-07-01 08:00:00,214.8,12.5,26
13.353,86.9,96.1,100.0,0.0,945.55, 0.0,1.11,2019-07-01 09:00:00,198.0,12.8,26
14.194,185.6,95.9,7.65,0.19,945.55, 0.0,2.04,2019-07-01 10:00:00,61.8,13.6,26
15.247,43.1,93.7,100.0,0.19,945.45, 0.0,0.93,2019-07-01 11:00:00,116.5,14.3,26
14.649,91.9,93.8,13.53,0.19,945.95, 0.0,1.67,2019-07-01 12:00:00,0.0,13.7,26
14.505,106.9,88.5,5.29,0.56,946.55, 0.0,3.53,2019-07-01 13:00:00,310.3,12.6,26
16.129,338.1,82.5,7.65,0.56,946.65, 0.0,2.97,2019-07-01 14:00:00,308.9,13.2,26
17.082,285.6,77.2,4.12,0.74,946.55, 0.0,3.34,2019-07-01 15:00:00,318.7,13.1,26
18.033,211.9,74.7,3.53,0.56,946.35, 0.0,2.78,2019-07-01 16:00:00,308.9,13.5,26
18.889,45.6,67.8,3.53,0.74,945.95, 0.0,3.15,2019-07-01 17:00:00,303.2,12.8,26
19.032,38.1,58.8,2.94,0.37,945.75, 0.0,2.6,2019-07-01 18:00:00,341.2,10.8,26
17.082,26.9,57.5,3.53,0.19,945.95, 0.0,1.48,2019-07-01 19:00:00,322.9,8.6,26
13.473,10.6,79.7,14.71,0.0,946.35, 0.0,0.37,2019-07-01 20:00:00,324.3,10.0,26
10.247,0.6,88.9,100.0,0.0,946.75, 0.0,0.19,2019-07-01 21:00:00,324.3,8.5,26
8.17,0.6,92.7,100.0,0.0,947.25, 0.0,0.0,2019-07-01 22:00:00,324.3,7.1,26
7.066,0.6,94.3,100.0,0.0,947.55, 0.0,0.56,2019-07-01 23:00:00,308.9,6.2,26
