WDIR_VECT,time,week_of_year
184.4,2022-07-16 00:00:00,29
208.4,2022-07-16 01:00:00,29
169.3,2022-07-16 02:00:00,29
190.4,2022-07-16 03:00:00,29
179.7,2022-07-16 04:00:00,29
181.6,2022-07-16 05:00:00,29
201.7,2022-07-16 06:00:00,29
269.9,2022-07-16 07:00:00,29
54.8,2022-07-16 08:00:00,29
60.4,2022-07-16 09:00:00,29
39.4,2022-07-16 10:00:00,29
42.2,2022-07-16 11:00:00,29
39.2,2022-07-16 12:00:00,29
6.5,2022-07-16 13:00:00,29
5.2,2022-07-16 14:00:00,29
1.2,2022-07-16 15:00:00,29
340.8,2022-07-16 16:00:00,29
331.1,2022-07-16 17:00:00,29
330.1,2022-07-16 18:00:00,29
10.9,2022-07-16 19:00:00,29
25.5,2022-07-16 20:00:00,29
15.3,2022-07-16 21:00:00,29
345.6,2022-07-16 22:00:00,29
357.4,2022-07-16 23:00:00,29
341.8,2022-07-17 00:00:00,29
349.5,2022-07-17 01:00:00,29
339.3,2022-07-17 02:00:00,29
333.2,2022-07-17 03:00:00,29
330.9,2022-07-17 04:00:00,29
330.7,2022-07-17 05:00:00,29
286.1,2022-07-17 06:00:00,29
290.8,2022-07-17 07:00:00,29
20.4,2022-07-17 08:00:00,29
10.7,2022-07-17 09:00:00,29
324.6,2022-07-17 10:00:00,29
327.7,2022-07-17 11:00:00,29
6.5,2022-07-17 12:00:00,29
30.1,2022-07-17 13:00:00,29
16.6,2022-07-17 14:00:00,29
85.6,2022-07-17 15:00:00,29
127.5,2022-07-17 16:00:00,29
157.7,2022-07-17 17:00:00,29
156.5,2022-07-17 18:00:00,29
156.8,2022-07-17 19:00:00,29
173.2,2022-07-17 20:00:00,29
140.9,2022-07-17 21:00:00,29
148.0,2022-07-17 22:00:00,29
150.5,2022-07-17 23:00:00,29
135.4,2022-07-18 00:00:00,29
273.1,2022-07-18 01:00:00,29
330.9,2022-07-18 02:00:00,29
343.6,2022-07-18 03:00:00,29
10.4,2022-07-18 04:00:00,29
0.3,2022-07-18 05:00:00,29
355.1,2022-07-18 06:00:00,29
334.8,2022-07-18 07:00:00,29
302.8,2022-07-18 08:00:00,29
197.3,2022-07-18 09:00:00,29
88.5,2022-07-18 10:00:00,29
149.7,2022-07-18 11:00:00,29
144.8,2022-07-18 12:00:00,29
147.7,2022-07-18 13:00:00,29
142.2,2022-07-18 14:00:00,29
140.9,2022-07-18 15:00:00,29
151.4,2022-07-18 16:00:00,29
156.6,2022-07-18 17:00:00,29
148.6,2022-07-18 18:00:00,29
144.7,2022-07-18 19:00:00,29
156.7,2022-07-18 20:00:00,29
147.9,2022-07-18 21:00:00,29
239.5,2022-07-18 22:00:00,29
191.9,2022-07-18 23:00:00,29
183.2,2022-07-19 00:00:00,29
206.9,2022-07-19 01:00:00,29
165.2,2022-07-19 02:00:00,29
203.2,2022-07-19 03:00:00,29
165.7,2022-07-19 04:00:00,29
231.0,2022-07-19 05:00:00,29
191.0,2022-07-19 06:00:00,29
342.2,2022-07-19 07:00:00,29
15.7,2022-07-19 08:00:00,29
48.2,2022-07-19 09:00:00,29
34.5,2022-07-19 10:00:00,29
19.5,2022-07-19 11:00:00,29
11.8,2022-07-19 12:00:00,29
13.7,2022-07-19 13:00:00,29
11.8,2022-07-19 14:00:00,29
10.6,2022-07-19 15:00:00,29
10.0,2022-07-19 16:00:00,29
19.3,2022-07-19 17:00:00,29
13.3,2022-07-19 18:00:00,29
41.0,2022-07-19 19:00:00,29
77.6,2022-07-19 20:00:00,29
81.2,2022-07-19 21:00:00,29
201.8,2022-07-19 22:00:00,29
151.9,2022-07-19 23:00:00,29
182.7,2022-07-20 00:00:00,29
272.5,2022-07-20 01:00:00,29
29.1,2022-07-20 02:00:00,29
12.8,2022-07-20 03:00:00,29
10.2,2022-07-20 04:00:00,29
9.3,2022-07-20 05:00:00,29
21.3,2022-07-20 06:00:00,29
15.8,2022-07-20 07:00:00,29
16.9,2022-07-20 08:00:00,29
4.3,2022-07-20 09:00:00,29
2.0,2022-07-20 10:00:00,29
0.3,2022-07-20 11:00:00,29
2.9,2022-07-20 12:00:00,29
330.3,2022-07-20 13:00:00,29
330.3,2022-07-20 14:00:00,29
330.7,2022-07-20 15:00:00,29
334.0,2022-07-20 16:00:00,29
328.2,2022-07-20 17:00:00,29
327.4,2022-07-20 18:00:00,29
342.9,2022-07-20 19:00:00,29
326.0,2022-07-20 20:00:00,29
209.2,2022-07-20 21:00:00,29
228.0,2022-07-20 22:00:00,29
175.3,2022-07-20 23:00:00,29
162.7,2022-07-21 00:00:00,29
161.2,2022-07-21 01:00:00,29
155.6,2022-07-21 02:00:00,29
229.9,2022-07-21 03:00:00,29
276.3,2022-07-21 04:00:00,29
199.6,2022-07-21 05:00:00,29
