wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
341.0, 91.0, 3.1,0.0, 7.1,4.4, 8.5,7.3, 164.0, 0.0, 0.0,93.0,2020-10-07 00:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, 93.0, 4.7,0.0, 6.9,6.3, 8.0,7.5, 354.0, 0.0, 0.0,92.0,2020-10-07 01:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, 93.0, 4.4,0.0, 6.2,4.5, 7.3,7.0, 341.0, 0.0, 0.0,97.0,2020-10-07 02:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, 92.0, 6.3,0.0, 6.3,6.5, 7.5,7.4, 2.0, 0.0, 0.0,96.0,2020-10-07 03:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0, 97.0, 4.5,0.0, 6.6,2.7, 7.0,7.0, 331.0, 0.0, 0.0,97.0,2020-10-07 04:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 96.0, 6.5,0.0, 6.8,4.5, 7.4,6.8, 351.0, 0.0, 0.0,97.0,2020-10-07 05:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, 97.0, 2.7,0.0, 6.6,3.3, 7.0,7.7, 341.0, 0.0, 0.0,97.0,2020-10-07 06:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0, 97.0, 4.5,0.0, 6.4,3.0, 6.8,11.1, 354.0, 0.0, 0.0,85.0,2020-10-07 07:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0, 97.0, 3.3,0.0, 7.3,4.6, 7.7,14.7, 345.0, 0.0, 0.0,68.0,2020-10-07 08:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0, 85.0, 3.0,0.0, 8.7,6.5, 11.1,15.9, 152.0, 0.0, 0.0,64.0,2020-10-07 09:00:00,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
